,idind,b2,b2a,b2b,b2c_yr,b2c_mo,b3b,b4,b5,b6,b7,b9a,b9,wave,b10,b11,b12,b3,b3a,b8,b13,b7_93,b12_93,hhid,line,commid,t1,t2,t3,t4,t5
58357,412401005002.0,1.0,,0.0,,,0.0,11.0,2.0,9.0,1.0,0.0,,2009.0,,,,,,,,,,412401005.0,2.0,412401.0,41.0,2.0,4.0,1.0,5.0
58367,412401005101.0,1.0,,0.0,,,0.0,7.0,5.0,4.0,1.0,0.0,,2009.0,,,,,,,,,,412401005.0,101.0,412401.0,41.0,2.0,4.0,1.0,5.0
58376,412401006001.0,1.0,,0.0,,,0.0,7.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,412401006.0,1.0,412401.0,41.0,2.0,4.0,1.0,6.0
58386,412401006002.0,0.0,3.0,,,,,,,,,,,2009.0,,,,,,,,,,412401006.0,2.0,412401.0,41.0,2.0,4.0,1.0,6.0
58392,412401006004.0,1.0,,0.0,,,0.0,6.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,412401006.0,4.0,412401.0,41.0,2.0,4.0,1.0,6.0
58394,412401006005.0,1.0,,0.0,,,0.0,7.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,412401006.0,5.0,412401.0,41.0,2.0,4.0,1.0,6.0
58427,412401008001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412401008.0,1.0,412401.0,41.0,2.0,4.0,1.0,8.0
58461,412401009002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412401009.0,2.0,412401.0,41.0,2.0,4.0,1.0,9.0
58473,412401009033.0,1.0,,0.0,,,1.0,7.0,5.0,4.0,9.0,0.0,,2009.0,,,,,,,,,,412401009.0,33.0,412401.0,41.0,2.0,4.0,1.0,9.0
58474,412401009034.0,1.0,,0.0,,,1.0,7.0,5.0,4.0,9.0,0.0,,2009.0,,,,,,,,,,412401009.0,34.0,412401.0,41.0,2.0,4.0,1.0,9.0
58484,412401010002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412401010.0,2.0,412401.0,41.0,2.0,4.0,1.0,10.0
58488,412401010121.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,412401010.0,121.0,412401.0,41.0,2.0,4.0,1.0,10.0
58490,412401010122.0,1.0,,0.0,,,0.0,7.0,3.0,8.0,9.0,0.0,,2009.0,,,,,,,,,,412401010.0,122.0,412401.0,41.0,2.0,4.0,1.0,10.0
58492,412401010123.0,1.0,,0.0,,,1.0,7.0,3.0,8.0,9.0,0.0,,2009.0,,,,,,,,,,412401010.0,123.0,412401.0,41.0,2.0,4.0,1.0,10.0
58494,412401010124.0,1.0,,0.0,,,1.0,7.0,3.0,8.0,9.0,0.0,,2009.0,,,,,,,,,,412401010.0,124.0,412401.0,41.0,2.0,4.0,1.0,10.0
58503,412401011001.0,1.0,,0.0,,,0.0,7.0,8.0,7.0,9.0,0.0,,2009.0,,,,,,,,,,412401011.0,1.0,412401.0,41.0,2.0,4.0,1.0,11.0
58513,412401011002.0,1.0,,0.0,,,0.0,11.0,1.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,412401011.0,2.0,412401.0,41.0,2.0,4.0,1.0,11.0
58529,412401012001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412401012.0,1.0,412401.0,41.0,2.0,4.0,1.0,12.0
58538,412401012002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412401012.0,2.0,412401.0,41.0,2.0,4.0,1.0,12.0
58547,412401012004.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412401012.0,4.0,412401.0,41.0,2.0,4.0,1.0,12.0
58552,412401012021.0,1.0,,0.0,,,0.0,4.0,5.0,4.0,9.0,0.0,,2009.0,,,,,,,,,,412401012.0,21.0,412401.0,41.0,2.0,4.0,1.0,12.0
58555,412401012031.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412401012.0,31.0,412401.0,41.0,2.0,4.0,1.0,12.0
58564,412401013001.0,0.0,3.0,,,,,,,,,,,2009.0,,,,,,,,,,412401013.0,1.0,412401.0,41.0,2.0,4.0,1.0,13.0
58574,412401013002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412401013.0,2.0,412401.0,41.0,2.0,4.0,1.0,13.0
58588,412401013006.0,1.0,,0.0,,,0.0,1.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,412401013.0,6.0,412401.0,41.0,2.0,4.0,1.0,13.0
58589,412401013121.0,1.0,,0.0,,,0.0,7.0,5.0,4.0,2.0,0.0,,2009.0,,,,,,,,,,412401013.0,121.0,412401.0,41.0,2.0,4.0,1.0,13.0
58597,412401014001.0,1.0,,0.0,,,0.0,13.0,3.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,412401014.0,1.0,412401.0,41.0,2.0,4.0,1.0,14.0
58606,412401014002.0,1.0,,0.0,,,0.0,13.0,3.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,412401014.0,2.0,412401.0,41.0,2.0,4.0,1.0,14.0
58622,412401014005.0,1.0,,0.0,,,0.0,13.0,3.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,412401014.0,5.0,412401.0,41.0,2.0,4.0,1.0,14.0
58639,412401015001.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,412401015.0,1.0,412401.0,41.0,2.0,4.0,1.0,15.0
58648,412401015002.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,412401015.0,2.0,412401.0,41.0,2.0,4.0,1.0,15.0
58660,412401015004.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,412401015.0,4.0,412401.0,41.0,2.0,4.0,1.0,15.0
58665,412401015081.0,1.0,,0.0,,,1.0,6.0,3.0,3.0,1.0,0.0,,2009.0,,,,,,,,,,412401015.0,81.0,412401.0,41.0,2.0,4.0,1.0,15.0
58708,412401017001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412401017.0,1.0,412401.0,41.0,2.0,4.0,1.0,17.0
58718,412401017002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412401017.0,2.0,412401.0,41.0,2.0,4.0,1.0,17.0
58723,412401017003.0,0.0,3.0,,,,,,,,,,,2009.0,,,,,,,,,,412401017.0,3.0,412401.0,41.0,2.0,4.0,1.0,17.0
58737,412401017007.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,412401017.0,7.0,412401.0,41.0,2.0,4.0,1.0,17.0
58764,412401019001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412401019.0,1.0,412401.0,41.0,2.0,4.0,1.0,19.0
58774,412401019002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412401019.0,2.0,412401.0,41.0,2.0,4.0,1.0,19.0
58801,412401031001.0,1.0,,0.0,,,0.0,11.0,2.0,7.0,9.0,0.0,,2009.0,,,,,,,,,,412401031.0,1.0,412401.0,41.0,2.0,4.0,1.0,31.0
58813,412401031003.0,1.0,,0.0,,,0.0,6.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,412401031.0,3.0,412401.0,41.0,2.0,4.0,1.0,31.0
58816,412401031004.0,1.0,,0.0,,,0.0,11.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,412401031.0,4.0,412401.0,41.0,2.0,4.0,1.0,31.0
58830,412401032002.0,1.0,,0.0,,,0.0,11.0,1.0,4.0,1.0,0.0,,2009.0,,,,,,,,,,412401032.0,2.0,412401.0,41.0,2.0,4.0,1.0,32.0
58838,412401032003.0,1.0,,0.0,,,0.0,11.0,2.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,412401032.0,3.0,412401.0,41.0,2.0,4.0,1.0,32.0
58847,412401061001.0,1.0,,0.0,,,0.0,7.0,5.0,4.0,9.0,0.0,,2009.0,,,,,,,,,,412401061.0,1.0,412401.0,41.0,2.0,4.0,1.0,61.0
58851,412401061002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412401061.0,2.0,412401.0,41.0,2.0,4.0,1.0,61.0
58861,412401062001.0,1.0,,0.0,,,0.0,1.0,3.0,4.0,2.0,0.0,,2009.0,,,,,,,,,,412401062.0,1.0,412401.0,41.0,2.0,4.0,1.0,62.0
58866,412401062002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412401062.0,2.0,412401.0,41.0,2.0,4.0,1.0,62.0
58876,412401062121.0,0.0,5.0,,1999.0,12.0,,,,,,,,2009.0,,,,,,,,,,412401062.0,121.0,412401.0,41.0,2.0,4.0,1.0,62.0
58884,412401121002.0,1.0,,0.0,,,0.0,11.0,5.0,9.0,1.0,0.0,,2009.0,,,,,,,,,,412401121.0,2.0,412401.0,41.0,2.0,4.0,1.0,121.0
58903,412402001001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402001.0,1.0,412402.0,41.0,2.0,4.0,2.0,1.0
58912,412402001002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402001.0,2.0,412402.0,41.0,2.0,4.0,2.0,1.0
58917,412402001005.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,412402001.0,5.0,412402.0,41.0,2.0,4.0,2.0,1.0
58943,412402003001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412402003.0,1.0,412402.0,41.0,2.0,4.0,2.0,3.0
58953,412402003002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402003.0,2.0,412402.0,41.0,2.0,4.0,2.0,3.0
58959,412402003003.0,1.0,,0.0,,,0.0,2.0,5.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,412402003.0,3.0,412402.0,41.0,2.0,4.0,2.0,3.0
58962,412402003121.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402003.0,121.0,412402.0,41.0,2.0,4.0,2.0,3.0
58971,412402004001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402004.0,1.0,412402.0,41.0,2.0,4.0,2.0,4.0
58980,412402004002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402004.0,2.0,412402.0,41.0,2.0,4.0,2.0,4.0
59022,412402005002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412402005.0,2.0,412402.0,41.0,2.0,4.0,2.0,5.0
59039,412402006001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402006.0,1.0,412402.0,41.0,2.0,4.0,2.0,6.0
59048,412402006002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402006.0,2.0,412402.0,41.0,2.0,4.0,2.0,6.0
59061,412402006005.0,1.0,,0.0,,,0.0,3.0,3.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,412402006.0,5.0,412402.0,41.0,2.0,4.0,2.0,6.0
59071,412402006041.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,412402006.0,41.0,412402.0,41.0,2.0,4.0,2.0,6.0
59088,412402007003.0,1.0,,0.0,,,0.0,7.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412402007.0,3.0,412402.0,41.0,2.0,4.0,2.0,7.0
59098,412402007004.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402007.0,4.0,412402.0,41.0,2.0,4.0,2.0,7.0
59114,412402008001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412402008.0,1.0,412402.0,41.0,2.0,4.0,2.0,8.0
59124,412402008002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402008.0,2.0,412402.0,41.0,2.0,4.0,2.0,8.0
59142,412402009001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412402009.0,1.0,412402.0,41.0,2.0,4.0,2.0,9.0
59151,412402009002.0,0.0,5.0,,1992.0,9.0,,,,,,,,2009.0,,,,,,,,,,412402009.0,2.0,412402.0,41.0,2.0,4.0,2.0,9.0
59179,412402010001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412402010.0,1.0,412402.0,41.0,2.0,4.0,2.0,10.0
59188,412402010002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402010.0,2.0,412402.0,41.0,2.0,4.0,2.0,10.0
59225,412402011021.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402011.0,21.0,412402.0,41.0,2.0,4.0,2.0,11.0
59234,412402012001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412402012.0,1.0,412402.0,41.0,2.0,4.0,2.0,12.0
59244,412402012002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412402012.0,2.0,412402.0,41.0,2.0,4.0,2.0,12.0
59252,412402012003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412402012.0,3.0,412402.0,41.0,2.0,4.0,2.0,12.0
59254,412402012005.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412402012.0,5.0,412402.0,41.0,2.0,4.0,2.0,12.0
59258,412402012061.0,1.0,,0.0,,,0.0,2.0,3.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,412402012.0,61.0,412402.0,41.0,2.0,4.0,2.0,12.0
59268,412402013001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402013.0,1.0,412402.0,41.0,2.0,4.0,2.0,13.0
59278,412402013002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402013.0,2.0,412402.0,41.0,2.0,4.0,2.0,13.0
59299,412402013121.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412402013.0,121.0,412402.0,41.0,2.0,4.0,2.0,13.0
59307,412402014001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402014.0,1.0,412402.0,41.0,2.0,4.0,2.0,14.0
59317,412402014002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412402014.0,2.0,412402.0,41.0,2.0,4.0,2.0,14.0
59330,412402014121.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412402014.0,121.0,412402.0,41.0,2.0,4.0,2.0,14.0
59370,412402017002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412402017.0,2.0,412402.0,41.0,2.0,4.0,2.0,17.0
59379,412402017004.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,412402017.0,4.0,412402.0,41.0,2.0,4.0,2.0,17.0
59382,412402017081.0,1.0,,0.0,,,0.0,11.0,5.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,412402017.0,81.0,412402.0,41.0,2.0,4.0,2.0,17.0
59391,412402018001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402018.0,1.0,412402.0,41.0,2.0,4.0,2.0,18.0
59410,412402018003.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412402018.0,3.0,412402.0,41.0,2.0,4.0,2.0,18.0
59420,412402018004.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402018.0,4.0,412402.0,41.0,2.0,4.0,2.0,18.0
59444,412402019002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412402019.0,2.0,412402.0,41.0,2.0,4.0,2.0,19.0
59455,412402019004.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402019.0,4.0,412402.0,41.0,2.0,4.0,2.0,19.0
59460,412402019081.0,1.0,,0.0,,,0.0,11.0,2.0,9.0,1.0,0.0,,2009.0,,,,,,,,,,412402019.0,81.0,412402.0,41.0,2.0,4.0,2.0,19.0
59470,412402020001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402020.0,1.0,412402.0,41.0,2.0,4.0,2.0,20.0
59479,412402020002.0,0.0,5.0,,1997.0,5.0,,,,,,,,2009.0,,,,,,,,,,412402020.0,2.0,412402.0,41.0,2.0,4.0,2.0,20.0
59501,412402031002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412402031.0,2.0,412402.0,41.0,2.0,4.0,2.0,31.0
59512,412402041001.0,1.0,,0.0,,,0.0,2.0,3.0,3.0,1.0,0.0,,2009.0,,,,,,,,,,412402041.0,1.0,412402.0,41.0,2.0,4.0,2.0,41.0
59521,412402041002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412402041.0,2.0,412402.0,41.0,2.0,4.0,2.0,41.0
59527,412402061001.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,412402061.0,1.0,412402.0,41.0,2.0,4.0,2.0,61.0
59532,412402061002.0,1.0,,0.0,,,0.0,1.0,2.0,4.0,9.0,0.0,,2009.0,,,,,,,,,,412402061.0,2.0,412402.0,41.0,2.0,4.0,2.0,61.0
59534,412402061003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412402061.0,3.0,412402.0,41.0,2.0,4.0,2.0,61.0
59540,412402081001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412402081.0,1.0,412402.0,41.0,2.0,4.0,2.0,81.0
59543,412402081002.0,1.0,,0.0,,,1.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402081.0,2.0,412402.0,41.0,2.0,4.0,2.0,81.0
59551,412402082001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412402082.0,1.0,412402.0,41.0,2.0,4.0,2.0,82.0
59557,412402082002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402082.0,2.0,412402.0,41.0,2.0,4.0,2.0,82.0
59568,412402083003.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412402083.0,3.0,412402.0,41.0,2.0,4.0,2.0,83.0
59576,412402083031.0,1.0,,0.0,,,0.0,11.0,2.0,8.0,1.0,0.0,,2009.0,,,,,,,,,,412402083.0,31.0,412402.0,41.0,2.0,4.0,2.0,83.0
59592,412403001001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403001.0,1.0,412403.0,41.0,2.0,4.0,3.0,1.0
59602,412403001002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403001.0,2.0,412403.0,41.0,2.0,4.0,3.0,1.0
59611,412403001003.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403001.0,3.0,412403.0,41.0,2.0,4.0,3.0,1.0
59620,412403001021.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403001.0,21.0,412403.0,41.0,2.0,4.0,3.0,1.0
59651,412403002005.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403002.0,5.0,412403.0,41.0,2.0,4.0,3.0,2.0
59655,412403002061.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403002.0,61.0,412403.0,41.0,2.0,4.0,3.0,2.0
59673,412403003002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403003.0,2.0,412403.0,41.0,2.0,4.0,3.0,3.0
59681,412403003003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403003.0,3.0,412403.0,41.0,2.0,4.0,3.0,3.0
59689,412403003121.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403003.0,121.0,412403.0,41.0,2.0,4.0,3.0,3.0
59691,412403003122.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403003.0,122.0,412403.0,41.0,2.0,4.0,3.0,3.0
59708,412403004002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403004.0,2.0,412403.0,41.0,2.0,4.0,3.0,4.0
59717,412403004004.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403004.0,4.0,412403.0,41.0,2.0,4.0,3.0,4.0
59722,412403004081.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403004.0,81.0,412403.0,41.0,2.0,4.0,3.0,4.0
59732,412403005001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412403005.0,1.0,412403.0,41.0,2.0,4.0,3.0,5.0
59742,412403005002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403005.0,2.0,412403.0,41.0,2.0,4.0,3.0,5.0
59752,412403005003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403005.0,3.0,412403.0,41.0,2.0,4.0,3.0,5.0
59768,412403006001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403006.0,1.0,412403.0,41.0,2.0,4.0,3.0,6.0
59778,412403006002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403006.0,2.0,412403.0,41.0,2.0,4.0,3.0,6.0
59796,412403007001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403007.0,1.0,412403.0,41.0,2.0,4.0,3.0,7.0
59813,412403008001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403008.0,1.0,412403.0,41.0,2.0,4.0,3.0,8.0
59838,412403009001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403009.0,1.0,412403.0,41.0,2.0,4.0,3.0,9.0
59847,412403009002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403009.0,2.0,412403.0,41.0,2.0,4.0,3.0,9.0
59860,412403009121.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403009.0,121.0,412403.0,41.0,2.0,4.0,3.0,9.0
59869,412403010001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403010.0,1.0,412403.0,41.0,2.0,4.0,3.0,10.0
59879,412403010002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403010.0,2.0,412403.0,41.0,2.0,4.0,3.0,10.0
59890,412403010004.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412403010.0,4.0,412403.0,41.0,2.0,4.0,3.0,10.0
59896,412403010082.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,1.0,,2009.0,,,,,,,,,,412403010.0,82.0,412403.0,41.0,2.0,4.0,3.0,10.0
59906,412403011001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403011.0,1.0,412403.0,41.0,2.0,4.0,3.0,11.0
59915,412403011002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403011.0,2.0,412403.0,41.0,2.0,4.0,3.0,11.0
59927,412403011004.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403011.0,4.0,412403.0,41.0,2.0,4.0,3.0,11.0
59932,412403011081.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412403011.0,81.0,412403.0,41.0,2.0,4.0,3.0,11.0
59941,412403012001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403012.0,1.0,412403.0,41.0,2.0,4.0,3.0,12.0
59951,412403012002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403012.0,2.0,412403.0,41.0,2.0,4.0,3.0,12.0
59959,412403012003.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403012.0,3.0,412403.0,41.0,2.0,4.0,3.0,12.0
59969,412403012101.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403012.0,101.0,412403.0,41.0,2.0,4.0,3.0,12.0
59979,412403013001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403013.0,1.0,412403.0,41.0,2.0,4.0,3.0,13.0
59989,412403013002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412403013.0,2.0,412403.0,41.0,2.0,4.0,3.0,13.0
60016,412403014001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403014.0,1.0,412403.0,41.0,2.0,4.0,3.0,14.0
60024,412403014002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,412403014.0,2.0,412403.0,41.0,2.0,4.0,3.0,14.0
60043,412403015001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403015.0,1.0,412403.0,41.0,2.0,4.0,3.0,15.0
60051,412403015002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403015.0,2.0,412403.0,41.0,2.0,4.0,3.0,15.0
60092,412403016005.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,412403016.0,5.0,412403.0,41.0,2.0,4.0,3.0,16.0
60111,412403017002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403017.0,2.0,412403.0,41.0,2.0,4.0,3.0,17.0
60127,412403017022.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403017.0,22.0,412403.0,41.0,2.0,4.0,3.0,17.0
60130,412403017041.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403017.0,41.0,412403.0,41.0,2.0,4.0,3.0,17.0
60160,412403018061.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,412403018.0,61.0,412403.0,41.0,2.0,4.0,3.0,18.0
60171,412403019001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403019.0,1.0,412403.0,41.0,2.0,4.0,3.0,19.0
60180,412403019002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403019.0,2.0,412403.0,41.0,2.0,4.0,3.0,19.0
60187,412403019003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,412403019.0,3.0,412403.0,41.0,2.0,4.0,3.0,19.0
