,idind_m,idind_c,s52,s54,s58,wave,hhid_m,line_m,hhid_c,line_c,commid,t1,t2,t3,t4,t5
8560,232401003002.0,232401003003.0,0.0,1.0,233.0,2009.0,232401003.0,2.0,232401003.0,3.0,232401.0,23.0,2.0,4.0,1.0,3.0
8565,232401004002.0,232401004003.0,,,,2009.0,232401004.0,2.0,232401004.0,3.0,232401.0,23.0,2.0,4.0,1.0,4.0
8570,232401005002.0,232401005003.0,,,,2009.0,232401005.0,2.0,232401005.0,3.0,232401.0,23.0,2.0,4.0,1.0,5.0
8572,232401006002.0,232401006003.0,0.0,1.0,156.0,2009.0,232401006.0,2.0,232401006.0,3.0,232401.0,23.0,2.0,4.0,1.0,6.0
8577,232401007002.0,232401007003.0,,,,2009.0,232401007.0,2.0,232401007.0,3.0,232401.0,23.0,2.0,4.0,1.0,7.0
8584,232401008002.0,232401008003.0,1.0,,,2009.0,232401008.0,2.0,232401008.0,3.0,232401.0,23.0,2.0,4.0,1.0,8.0
8590,232401009002.0,232401009003.0,1.0,,,2009.0,232401009.0,2.0,232401009.0,3.0,232401.0,23.0,2.0,4.0,1.0,9.0
8595,232401010081.0,232401010002.0,1.0,,,2009.0,232401010.0,81.0,232401010.0,2.0,232401.0,23.0,2.0,4.0,1.0,10.0
8599,232401011002.0,232401011003.0,0.0,1.0,240.0,2009.0,232401011.0,2.0,232401011.0,3.0,232401.0,23.0,2.0,4.0,1.0,11.0
8602,232401012002.0,232401012003.0,,,,2009.0,232401012.0,2.0,232401012.0,3.0,232401.0,23.0,2.0,4.0,1.0,12.0
8606,232401012002.0,232401012004.0,,,,2009.0,232401012.0,2.0,232401012.0,4.0,232401.0,23.0,2.0,4.0,1.0,12.0
8612,232401013002.0,232401013003.0,1.0,,,2009.0,232401013.0,2.0,232401013.0,3.0,232401.0,23.0,2.0,4.0,1.0,13.0
8617,232401017001.0,232401017801.0,,,,2009.0,232401017.0,1.0,232401017.0,801.0,232401.0,23.0,2.0,4.0,1.0,17.0
8622,232401018002.0,232401018003.0,0.0,1.0,228.0,2009.0,232401018.0,2.0,232401018.0,3.0,232401.0,23.0,2.0,4.0,1.0,18.0
8626,232401019002.0,232401019003.0,,,,2009.0,232401019.0,2.0,232401019.0,3.0,232401.0,23.0,2.0,4.0,1.0,19.0
8632,232401082002.0,232401082003.0,1.0,,,2009.0,232401082.0,2.0,232401082.0,3.0,232401.0,23.0,2.0,4.0,1.0,82.0
8647,232402001002.0,232402001003.0,1.0,,,2009.0,232402001.0,2.0,232402001.0,3.0,232402.0,23.0,2.0,4.0,2.0,1.0
8651,232402001002.0,232402001801.0,,,,2009.0,232402001.0,2.0,232402001.0,801.0,232402.0,23.0,2.0,4.0,2.0,1.0
8658,232402004002.0,232402004003.0,1.0,,,2009.0,232402004.0,2.0,232402004.0,3.0,232402.0,23.0,2.0,4.0,2.0,4.0
8664,232402004002.0,232402004004.0,1.0,,,2009.0,232402004.0,2.0,232402004.0,4.0,232402.0,23.0,2.0,4.0,2.0,4.0
8667,232402004101.0,232402004102.0,1.0,,,2009.0,232402004.0,101.0,232402004.0,102.0,232402.0,23.0,2.0,4.0,2.0,4.0
8672,232402005002.0,232402005003.0,0.0,1.0,180.0,2009.0,232402005.0,2.0,232402005.0,3.0,232402.0,23.0,2.0,4.0,2.0,5.0
8678,232402005002.0,232402005081.0,1.0,,,2009.0,232402005.0,2.0,232402005.0,81.0,232402.0,23.0,2.0,4.0,2.0,5.0
8680,232402006002.0,232402006003.0,0.0,1.0,217.0,2009.0,232402006.0,2.0,232402006.0,3.0,232402.0,23.0,2.0,4.0,2.0,6.0
8686,232402007002.0,232402007003.0,,,,2009.0,232402007.0,2.0,232402007.0,3.0,232402.0,23.0,2.0,4.0,2.0,7.0
8691,232402007002.0,232402007004.0,,,,2009.0,232402007.0,2.0,232402007.0,4.0,232402.0,23.0,2.0,4.0,2.0,7.0
8700,232402008002.0,232402008003.0,0.0,1.0,240.0,2009.0,232402008.0,2.0,232402008.0,3.0,232402.0,23.0,2.0,4.0,2.0,8.0
8706,232402008002.0,232402008004.0,0.0,1.0,192.0,2009.0,232402008.0,2.0,232402008.0,4.0,232402.0,23.0,2.0,4.0,2.0,8.0
8710,232402010002.0,232402010003.0,,,,2009.0,232402010.0,2.0,232402010.0,3.0,232402.0,23.0,2.0,4.0,2.0,10.0
8717,232402010002.0,232402010801.0,,,,2009.0,232402010.0,2.0,232402010.0,801.0,232402.0,23.0,2.0,4.0,2.0,10.0
8724,232402011002.0,232402011003.0,0.0,1.0,282.0,2009.0,232402011.0,2.0,232402011.0,3.0,232402.0,23.0,2.0,4.0,2.0,11.0
8727,232402011002.0,232402011004.0,0.0,1.0,272.0,2009.0,232402011.0,2.0,232402011.0,4.0,232402.0,23.0,2.0,4.0,2.0,11.0
8733,232402011002.0,232402011005.0,0.0,1.0,277.0,2009.0,232402011.0,2.0,232402011.0,5.0,232402.0,23.0,2.0,4.0,2.0,11.0
8738,232402012002.0,232402012003.0,0.0,1.0,288.0,2009.0,232402012.0,2.0,232402012.0,3.0,232402.0,23.0,2.0,4.0,2.0,12.0
8743,232402012002.0,232402012004.0,0.0,1.0,264.0,2009.0,232402012.0,2.0,232402012.0,4.0,232402.0,23.0,2.0,4.0,2.0,12.0
8746,232402015002.0,232402015003.0,0.0,1.0,216.0,2009.0,232402015.0,2.0,232402015.0,3.0,232402.0,23.0,2.0,4.0,2.0,15.0
8754,232402016002.0,232402016003.0,1.0,,,2009.0,232402016.0,2.0,232402016.0,3.0,232402.0,23.0,2.0,4.0,2.0,16.0
8759,232402016002.0,232402016004.0,0.0,1.0,254.0,2009.0,232402016.0,2.0,232402016.0,4.0,232402.0,23.0,2.0,4.0,2.0,16.0
8762,232402016081.0,232402016121.0,1.0,,,2009.0,232402016.0,81.0,232402016.0,121.0,232402.0,23.0,2.0,4.0,2.0,16.0
8766,232402016081.0,232402016801.0,,,,2009.0,232402016.0,81.0,232402016.0,801.0,232402.0,23.0,2.0,4.0,2.0,16.0
8772,232402017004.0,232402017005.0,1.0,,,2009.0,232402017.0,4.0,232402017.0,5.0,232402.0,23.0,2.0,4.0,2.0,17.0
8783,232402020002.0,232402020004.0,0.0,1.0,269.0,2009.0,232402020.0,2.0,232402020.0,4.0,232402.0,23.0,2.0,4.0,2.0,20.0
8786,232402020002.0,232402020005.0,0.0,1.0,192.0,2009.0,232402020.0,2.0,232402020.0,5.0,232402.0,23.0,2.0,4.0,2.0,20.0
8791,232402061002.0,232402061003.0,0.0,1.0,204.0,2009.0,232402061.0,2.0,232402061.0,3.0,232402.0,23.0,2.0,4.0,2.0,61.0
8798,232402061002.0,232402061081.0,1.0,,,2009.0,232402061.0,2.0,232402061.0,81.0,232402.0,23.0,2.0,4.0,2.0,61.0
8803,232402061002.0,232402061801.0,,,,2009.0,232402061.0,2.0,232402061.0,801.0,232402.0,23.0,2.0,4.0,2.0,61.0
8809,232402081002.0,232402081003.0,1.0,,,2009.0,232402081.0,2.0,232402081.0,3.0,232402.0,23.0,2.0,4.0,2.0,81.0
8811,232402103002.0,232402103003.0,,,,2009.0,232402103.0,2.0,232402103.0,3.0,232402.0,23.0,2.0,4.0,2.0,103.0
8819,232403001002.0,232403001003.0,,,,2009.0,232403001.0,2.0,232403001.0,3.0,232403.0,23.0,2.0,4.0,3.0,1.0
8823,232403001081.0,232403001121.0,1.0,,,2009.0,232403001.0,81.0,232403001.0,121.0,232403.0,23.0,2.0,4.0,3.0,1.0
8830,232403003002.0,232403003003.0,1.0,,,2009.0,232403003.0,2.0,232403003.0,3.0,232403.0,23.0,2.0,4.0,3.0,3.0
8836,232403003002.0,232403003004.0,1.0,,,2009.0,232403003.0,2.0,232403003.0,4.0,232403.0,23.0,2.0,4.0,3.0,3.0
8840,232403003002.0,232403003801.0,,,,2009.0,232403003.0,2.0,232403003.0,801.0,232403.0,23.0,2.0,4.0,3.0,3.0
8846,232403003002.0,232403003802.0,,,,2009.0,232403003.0,2.0,232403003.0,802.0,232403.0,23.0,2.0,4.0,3.0,3.0
8852,232403004002.0,232403004003.0,1.0,,,2009.0,232403004.0,2.0,232403004.0,3.0,232403.0,23.0,2.0,4.0,3.0,4.0
8857,232403004002.0,232403004061.0,1.0,,,2009.0,232403004.0,2.0,232403004.0,61.0,232403.0,23.0,2.0,4.0,3.0,4.0
8862,232403006002.0,232403006003.0,0.0,1.0,300.0,2009.0,232403006.0,2.0,232403006.0,3.0,232403.0,23.0,2.0,4.0,3.0,6.0
8866,232403006002.0,232403006004.0,0.0,1.0,257.0,2009.0,232403006.0,2.0,232403006.0,4.0,232403.0,23.0,2.0,4.0,3.0,6.0
8872,232403010002.0,232403010003.0,,,,2009.0,232403010.0,2.0,232403010.0,3.0,232403.0,23.0,2.0,4.0,3.0,10.0
8907,232403062002.0,232403062003.0,,,,2009.0,232403062.0,2.0,232403062.0,3.0,232403.0,23.0,2.0,4.0,3.0,62.0
8912,232403062002.0,232403062004.0,,,,2009.0,232403062.0,2.0,232403062.0,4.0,232403.0,23.0,2.0,4.0,3.0,62.0
8920,232403063002.0,232403063003.0,1.0,,,2009.0,232403063.0,2.0,232403063.0,3.0,232403.0,23.0,2.0,4.0,3.0,63.0
8925,232403063002.0,232403063801.0,,,,2009.0,232403063.0,2.0,232403063.0,801.0,232403.0,23.0,2.0,4.0,3.0,63.0
8932,232403081002.0,232403081003.0,0.0,1.0,276.0,2009.0,232403081.0,2.0,232403081.0,3.0,232403.0,23.0,2.0,4.0,3.0,81.0
8935,232403081002.0,232403081801.0,0.0,1.0,240.0,2009.0,232403081.0,2.0,232403081.0,801.0,232403.0,23.0,2.0,4.0,3.0,81.0
8939,232403081002.0,232403081802.0,0.0,1.0,252.0,2009.0,232403081.0,2.0,232403081.0,802.0,232403.0,23.0,2.0,4.0,3.0,81.0
8948,232403121002.0,232403121801.0,,,,2009.0,232403121.0,2.0,232403121.0,801.0,232403.0,23.0,2.0,4.0,3.0,121.0
8950,232403121002.0,232403121802.0,,,,2009.0,232403121.0,2.0,232403121.0,802.0,232403.0,23.0,2.0,4.0,3.0,121.0
8952,232403121002.0,232403121803.0,,,,2009.0,232403121.0,2.0,232403121.0,803.0,232403.0,23.0,2.0,4.0,3.0,121.0
8955,232403122002.0,232403122003.0,1.0,,,2009.0,232403122.0,2.0,232403122.0,3.0,232403.0,23.0,2.0,4.0,3.0,122.0
8957,232403124002.0,232403124003.0,0.0,1.0,273.0,2009.0,232403124.0,2.0,232403124.0,3.0,232403.0,23.0,2.0,4.0,3.0,124.0
8958,232403124002.0,232403124004.0,0.0,1.0,233.0,2009.0,232403124.0,2.0,232403124.0,4.0,232403.0,23.0,2.0,4.0,3.0,124.0
8960,232403124002.0,232403124005.0,0.0,1.0,230.0,2009.0,232403124.0,2.0,232403124.0,5.0,232403.0,23.0,2.0,4.0,3.0,124.0
8962,232403125002.0,232403125801.0,,,,2009.0,232403125.0,2.0,232403125.0,801.0,232403.0,23.0,2.0,4.0,3.0,125.0
8965,232403127002.0,232403127801.0,0.0,1.0,218.0,2009.0,232403127.0,2.0,232403127.0,801.0,232403.0,23.0,2.0,4.0,3.0,127.0
8967,232403128002.0,232403128003.0,0.0,1.0,267.0,2009.0,232403128.0,2.0,232403128.0,3.0,232403.0,23.0,2.0,4.0,3.0,128.0
8969,232403128002.0,232403128004.0,0.0,1.0,259.0,2009.0,232403128.0,2.0,232403128.0,4.0,232403.0,23.0,2.0,4.0,3.0,128.0
8970,232403128002.0,232403128005.0,0.0,1.0,112.0,2009.0,232403128.0,2.0,232403128.0,5.0,232403.0,23.0,2.0,4.0,3.0,128.0
8972,232403129001.0,232403129002.0,0.0,1.0,228.0,2009.0,232403129.0,1.0,232403129.0,2.0,232403.0,23.0,2.0,4.0,3.0,129.0
8975,232403129001.0,232403129802.0,0.0,1.0,180.0,2009.0,232403129.0,1.0,232403129.0,802.0,232403.0,23.0,2.0,4.0,3.0,129.0
8978,232403130004.0,232403130005.0,1.0,,,2009.0,232403130.0,4.0,232403130.0,5.0,232403.0,23.0,2.0,4.0,3.0,130.0
8982,232404001002.0,232404001003.0,0.0,1.0,173.0,2009.0,232404001.0,2.0,232404001.0,3.0,232404.0,23.0,2.0,4.0,4.0,1.0
8992,232404004002.0,232404004003.0,0.0,1.0,252.0,2009.0,232404004.0,2.0,232404004.0,3.0,232404.0,23.0,2.0,4.0,4.0,4.0
9001,232404004002.0,232404004004.0,1.0,,,2009.0,232404004.0,2.0,232404004.0,4.0,232404.0,23.0,2.0,4.0,4.0,4.0
9006,232404005002.0,232404005003.0,1.0,,,2009.0,232404005.0,2.0,232404005.0,3.0,232404.0,23.0,2.0,4.0,4.0,5.0
9011,232404006002.0,232404006003.0,,,,2009.0,232404006.0,2.0,232404006.0,3.0,232404.0,23.0,2.0,4.0,4.0,6.0
9016,232404006002.0,232404006801.0,,,,2009.0,232404006.0,2.0,232404006.0,801.0,232404.0,23.0,2.0,4.0,4.0,6.0
9021,232404006002.0,232404006802.0,,,,2009.0,232404006.0,2.0,232404006.0,802.0,232404.0,23.0,2.0,4.0,4.0,6.0
9026,232404006002.0,232404006803.0,,,,2009.0,232404006.0,2.0,232404006.0,803.0,232404.0,23.0,2.0,4.0,4.0,6.0
9029,232404008002.0,232404008003.0,0.0,1.0,216.0,2009.0,232404008.0,2.0,232404008.0,3.0,232404.0,23.0,2.0,4.0,4.0,8.0
9037,232404009002.0,232404009003.0,0.0,1.0,288.0,2009.0,232404009.0,2.0,232404009.0,3.0,232404.0,23.0,2.0,4.0,4.0,9.0
9042,232404009002.0,232404141001.0,1.0,,,2009.0,232404009.0,2.0,232404009.0,4.0,232404.0,23.0,2.0,4.0,4.0,9.0
9044,232404011002.0,232404011003.0,1.0,,,2009.0,232404011.0,2.0,232404011.0,3.0,232404.0,23.0,2.0,4.0,4.0,11.0
9046,232404011002.0,232404011004.0,1.0,,,2009.0,232404011.0,2.0,232404011.0,4.0,232404.0,23.0,2.0,4.0,4.0,11.0
9052,232404012002.0,232404012003.0,1.0,,,2009.0,232404012.0,2.0,232404012.0,3.0,232404.0,23.0,2.0,4.0,4.0,12.0
9053,232404012002.0,232404012004.0,0.0,1.0,196.0,2009.0,232404012.0,2.0,232404012.0,4.0,232404.0,23.0,2.0,4.0,4.0,12.0
9059,232404012121.0,232404012122.0,1.0,,,2009.0,232404012.0,121.0,232404012.0,122.0,232404.0,23.0,2.0,4.0,4.0,12.0
9061,232404013002.0,232404013003.0,0.0,1.0,238.0,2009.0,232404013.0,2.0,232404013.0,3.0,232404.0,23.0,2.0,4.0,4.0,13.0
9068,232404014002.0,232404014004.0,1.0,,,2009.0,232404014.0,2.0,232404014.0,4.0,232404.0,23.0,2.0,4.0,4.0,14.0
9072,232404014002.0,232404014005.0,1.0,,,2009.0,232404014.0,2.0,232404014.0,5.0,232404.0,23.0,2.0,4.0,4.0,14.0
9078,232404015002.0,232404015003.0,,,,2009.0,232404015.0,2.0,232404015.0,3.0,232404.0,23.0,2.0,4.0,4.0,15.0
9082,232404015002.0,232404015004.0,,,,2009.0,232404015.0,2.0,232404015.0,4.0,232404.0,23.0,2.0,4.0,4.0,15.0
9089,232404015002.0,232404015801.0,,,,2009.0,232404015.0,2.0,232404015.0,801.0,232404.0,23.0,2.0,4.0,4.0,15.0
9094,232404015002.0,232404015802.0,,,,2009.0,232404015.0,2.0,232404015.0,802.0,232404.0,23.0,2.0,4.0,4.0,15.0
9098,232404015002.0,232404015803.0,,,,2009.0,232404015.0,2.0,232404015.0,803.0,232404.0,23.0,2.0,4.0,4.0,15.0
9101,232404015121.0,232404015141.0,,,,2009.0,232404015.0,121.0,232404015.0,141.0,232404.0,23.0,2.0,4.0,4.0,15.0
9112,232404017002.0,232404017003.0,0.0,1.0,276.0,2009.0,232404017.0,2.0,232404017.0,3.0,232404.0,23.0,2.0,4.0,4.0,17.0
9114,232404017002.0,232404017004.0,0.0,1.0,192.0,2009.0,232404017.0,2.0,232404017.0,4.0,232404.0,23.0,2.0,4.0,4.0,17.0
9121,232404018002.0,232404018003.0,1.0,,,2009.0,232404018.0,2.0,232404018.0,3.0,232404.0,23.0,2.0,4.0,4.0,18.0
9126,232404019002.0,232404019003.0,1.0,,,2009.0,232404019.0,2.0,232404019.0,3.0,232404.0,23.0,2.0,4.0,4.0,19.0
9131,232404019002.0,232404019141.0,,,,2009.0,232404019.0,2.0,232404019.0,141.0,232404.0,23.0,2.0,4.0,4.0,19.0
9134,232404020002.0,232404020003.0,0.0,1.0,202.0,2009.0,232404020.0,2.0,232404020.0,3.0,232404.0,23.0,2.0,4.0,4.0,20.0
9141,232404020002.0,232404020081.0,1.0,,,2009.0,232404020.0,2.0,232404020.0,81.0,232404.0,23.0,2.0,4.0,4.0,20.0
9146,232404083002.0,232404083801.0,0.0,1.0,267.0,2009.0,232404083.0,2.0,232404083.0,801.0,232404.0,23.0,2.0,4.0,4.0,83.0
9149,232404083002.0,232404083802.0,,,,2009.0,232404083.0,2.0,232404083.0,802.0,232404.0,23.0,2.0,4.0,4.0,83.0
9151,232404141002.0,232404141003.0,1.0,,,2009.0,232404009.0,121.0,232404009.0,122.0,232404.0,23.0,2.0,4.0,4.0,9.0
9600,321102001002.0,321102001003.0,,,,2009.0,321102001.0,2.0,321102001.0,3.0,321102.0,32.0,1.0,1.0,2.0,1.0
9611,321102003001.0,321102003003.0,,,,2009.0,321102003.0,1.0,321102003.0,3.0,321102.0,32.0,1.0,1.0,2.0,3.0
9616,321102004041.0,321102004042.0,,,,2009.0,321102004.0,41.0,321102004.0,42.0,321102.0,32.0,1.0,1.0,2.0,4.0
9621,321102006002.0,321102006003.0,,,,2009.0,321102006.0,2.0,321102006.0,3.0,321102.0,32.0,1.0,1.0,2.0,6.0
9633,321102009002.0,321102009003.0,,,,2009.0,321102009.0,2.0,321102009.0,3.0,321102.0,32.0,1.0,1.0,2.0,9.0
9644,321102010002.0,321102010003.0,,,,2009.0,321102010.0,2.0,321102010.0,3.0,321102.0,32.0,1.0,1.0,2.0,10.0
9651,321102012002.0,321102012003.0,,,,2009.0,321102012.0,2.0,321102012.0,3.0,321102.0,32.0,1.0,1.0,2.0,12.0
9658,321102012002.0,321102012004.0,,,,2009.0,321102012.0,2.0,321102012.0,4.0,321102.0,32.0,1.0,1.0,2.0,12.0
9665,321102012002.0,321102012801.0,,,,2009.0,321102012.0,2.0,321102012.0,801.0,321102.0,32.0,1.0,1.0,2.0,12.0
9674,321102013002.0,321102013003.0,,,,2009.0,321102013.0,2.0,321102013.0,3.0,321102.0,32.0,1.0,1.0,2.0,13.0
9681,321102013002.0,321102013004.0,,,,2009.0,321102013.0,2.0,321102013.0,4.0,321102.0,32.0,1.0,1.0,2.0,13.0
9684,321102014002.0,321102014003.0,,,,2009.0,321102014.0,2.0,321102014.0,3.0,321102.0,32.0,1.0,1.0,2.0,14.0
9706,321102017031.0,321102017041.0,1.0,,,2009.0,321102017.0,31.0,321102017.0,41.0,321102.0,32.0,1.0,1.0,2.0,17.0
9711,321102018002.0,321102018003.0,,,,2009.0,321102018.0,2.0,321102018.0,3.0,321102.0,32.0,1.0,1.0,2.0,18.0
9717,321102018002.0,321102018004.0,,,,2009.0,321102018.0,2.0,321102018.0,4.0,321102.0,32.0,1.0,1.0,2.0,18.0
9721,321102018121.0,321102018122.0,1.0,,,2009.0,321102018.0,121.0,321102018.0,122.0,321102.0,32.0,1.0,1.0,2.0,18.0
9726,321102019002.0,321102019003.0,,,,2009.0,321102019.0,2.0,321102019.0,3.0,321102.0,32.0,1.0,1.0,2.0,19.0
9732,321102019002.0,321102019004.0,,,,2009.0,321102019.0,2.0,321102019.0,4.0,321102.0,32.0,1.0,1.0,2.0,19.0
9743,321102064002.0,321102064003.0,1.0,,,2009.0,321102064.0,2.0,321102064.0,3.0,321102.0,32.0,1.0,1.0,2.0,64.0
9747,321102081002.0,321102081003.0,1.0,,,2009.0,321102081.0,2.0,321102081.0,3.0,321102.0,32.0,1.0,1.0,2.0,81.0
9751,321102122001.0,321102122003.0,0.0,1.0,2.0,2009.0,321102122.0,1.0,321102122.0,3.0,321102.0,32.0,1.0,1.0,2.0,122.0
9758,321103001002.0,321103001003.0,,,,2009.0,321103001.0,2.0,321103001.0,3.0,321103.0,32.0,1.0,1.0,3.0,1.0
9764,321103001002.0,321103001004.0,,,,2009.0,321103001.0,2.0,321103001.0,4.0,321103.0,32.0,1.0,1.0,3.0,1.0
9771,321103001002.0,321103001801.0,,,,2009.0,321103001.0,2.0,321103001.0,801.0,321103.0,32.0,1.0,1.0,3.0,1.0
9775,321103002002.0,321103002003.0,,,,2009.0,321103002.0,2.0,321103002.0,3.0,321103.0,32.0,1.0,1.0,3.0,2.0
9781,321103002002.0,321103002004.0,,,,2009.0,321103002.0,2.0,321103002.0,4.0,321103.0,32.0,1.0,1.0,3.0,2.0
9788,321103004003.0,321103004001.0,,,,2009.0,321103004.0,3.0,321103004.0,1.0,321103.0,32.0,1.0,1.0,3.0,4.0
9794,321103004003.0,321103004021.0,,,,2009.0,321103004.0,3.0,321103004.0,21.0,321103.0,32.0,1.0,1.0,3.0,4.0
9802,321103004041.0,321103004061.0,1.0,,,2009.0,321103004.0,41.0,321103004.0,61.0,321103.0,32.0,1.0,1.0,3.0,4.0
9804,321103005001.0,321103005002.0,,,,2009.0,321103005.0,1.0,321103005.0,2.0,321103.0,32.0,1.0,1.0,3.0,5.0
9810,321103006022.0,321103006021.0,0.0,1.0,227.0,2009.0,321103006.0,22.0,321103006.0,21.0,321103.0,32.0,1.0,1.0,3.0,6.0
9818,321103007002.0,321103007003.0,,,,2009.0,321103007.0,2.0,321103007.0,3.0,321103.0,32.0,1.0,1.0,3.0,7.0
9823,321103007002.0,321103007021.0,,,,2009.0,321103007.0,2.0,321103007.0,21.0,321103.0,32.0,1.0,1.0,3.0,7.0
9830,321103007002.0,321103007801.0,,,,2009.0,321103007.0,2.0,321103007.0,801.0,321103.0,32.0,1.0,1.0,3.0,7.0
9832,321103007081.0,321103007082.0,,,,2009.0,321103007.0,81.0,321103007.0,82.0,321103.0,32.0,1.0,1.0,3.0,7.0
9835,321103008004.0,321103008021.0,0.0,1.0,3.0,2009.0,321103008.0,4.0,321103008.0,21.0,321103.0,32.0,1.0,1.0,3.0,8.0
9844,321103009002.0,321103009003.0,,,,2009.0,321103009.0,2.0,321103009.0,3.0,321103.0,32.0,1.0,1.0,3.0,9.0
9850,321103009002.0,321103009004.0,,,,2009.0,321103009.0,2.0,321103009.0,4.0,321103.0,32.0,1.0,1.0,3.0,9.0
9856,321103010002.0,321103010003.0,1.0,,,2009.0,321103010.0,2.0,321103010.0,3.0,321103.0,32.0,1.0,1.0,3.0,10.0
9859,321103011002.0,321103011003.0,,,,2009.0,321103011.0,2.0,321103011.0,3.0,321103.0,32.0,1.0,1.0,3.0,11.0
9867,321103011002.0,321103011801.0,,,,2009.0,321103011.0,2.0,321103011.0,801.0,321103.0,32.0,1.0,1.0,3.0,11.0
9869,321103012002.0,321103012003.0,,,,2009.0,321103012.0,2.0,321103012.0,3.0,321103.0,32.0,1.0,1.0,3.0,12.0
9880,321103012003.0,321103012122.0,1.0,,,2009.0,321103012.0,3.0,321103012.0,122.0,321103.0,32.0,1.0,1.0,3.0,12.0
9882,321103013002.0,321103013003.0,,,,2009.0,321103013.0,2.0,321103013.0,3.0,321103.0,32.0,1.0,1.0,3.0,13.0
9886,321103013121.0,321103013122.0,1.0,,,2009.0,321103013.0,121.0,321103013.0,122.0,321103.0,32.0,1.0,1.0,3.0,13.0
9895,321103015002.0,321103015003.0,,,,2009.0,321103015.0,2.0,321103015.0,3.0,321103.0,32.0,1.0,1.0,3.0,15.0
9901,321103015002.0,321103015004.0,,,,2009.0,321103015.0,2.0,321103015.0,4.0,321103.0,32.0,1.0,1.0,3.0,15.0
9907,321103015002.0,321103015801.0,,,,2009.0,321103015.0,2.0,321103015.0,801.0,321103.0,32.0,1.0,1.0,3.0,15.0
9911,321103016002.0,321103016005.0,,,,2009.0,321103016.0,2.0,321103016.0,5.0,321103.0,32.0,1.0,1.0,3.0,16.0
9917,321103016002.0,321103016006.0,,,,2009.0,321103016.0,2.0,321103016.0,6.0,321103.0,32.0,1.0,1.0,3.0,16.0
9923,321103017001.0,321103017003.0,,,,2009.0,321103017.0,1.0,321103017.0,3.0,321103.0,32.0,1.0,1.0,3.0,17.0
9929,321103017001.0,321103017004.0,,,,2009.0,321103017.0,1.0,321103017.0,4.0,321103.0,32.0,1.0,1.0,3.0,17.0
9934,321103017061.0,321103017062.0,,,,2009.0,321103017.0,61.0,321103017.0,62.0,321103.0,32.0,1.0,1.0,3.0,17.0
9938,321103018002.0,321103018003.0,,,,2009.0,321103018.0,2.0,321103018.0,3.0,321103.0,32.0,1.0,1.0,3.0,18.0
9941,321103018002.0,321103061001.0,,,,2009.0,321103018.0,2.0,321103061.0,1.0,321103.0,32.0,1.0,1.0,3.0,18.0
9947,321103019002.0,321103019003.0,,,,2009.0,321103019.0,2.0,321103019.0,3.0,321103.0,32.0,1.0,1.0,3.0,19.0
9953,321103019002.0,321103019004.0,,,,2009.0,321103019.0,2.0,321103019.0,4.0,321103.0,32.0,1.0,1.0,3.0,19.0
9958,321103019121.0,321103019122.0,1.0,,,2009.0,321103019.0,121.0,321103019.0,122.0,321103.0,32.0,1.0,1.0,3.0,19.0
9977,321103020041.0,321103020042.0,1.0,,,2009.0,321103020.0,41.0,321103020.0,42.0,321103.0,32.0,1.0,1.0,3.0,20.0
9981,321103041002.0,321103041003.0,1.0,,,2009.0,321103041.0,2.0,321103041.0,3.0,321103.0,32.0,1.0,1.0,3.0,41.0
9985,321103042002.0,321103042003.0,1.0,,,2009.0,321103042.0,2.0,321103042.0,3.0,321103.0,32.0,1.0,1.0,3.0,42.0
9989,321103061002.0,321103061081.0,1.0,,,2009.0,321103061.0,2.0,321103061.0,81.0,321103.0,32.0,1.0,1.0,3.0,61.0
9990,321104002002.0,321104002003.0,,,,2009.0,321104002.0,2.0,321104002.0,3.0,321104.0,32.0,1.0,1.0,4.0,2.0
10000,321104004004.0,321104004005.0,1.0,,,2009.0,321104004.0,4.0,321104004.0,5.0,321104.0,32.0,1.0,1.0,4.0,4.0
10008,321104006002.0,321104006003.0,,,,2009.0,321104006.0,2.0,321104006.0,3.0,321104.0,32.0,1.0,1.0,4.0,6.0
10017,321104008002.0,321104008003.0,1.0,,,2009.0,321104008.0,2.0,321104008.0,3.0,321104.0,32.0,1.0,1.0,4.0,8.0
10025,321104009002.0,321104009003.0,,,,2009.0,321104009.0,2.0,321104009.0,3.0,321104.0,32.0,1.0,1.0,4.0,9.0
10032,321104009002.0,321104009004.0,,,,2009.0,321104009.0,2.0,321104009.0,4.0,321104.0,32.0,1.0,1.0,4.0,9.0
10039,321104009002.0,321104009801.0,,,,2009.0,321104009.0,2.0,321104009.0,801.0,321104.0,32.0,1.0,1.0,4.0,9.0
10047,321104009041.0,321104009061.0,1.0,,,2009.0,321104009.0,41.0,321104009.0,61.0,321104.0,32.0,1.0,1.0,4.0,9.0
10050,321104010002.0,321104010003.0,,,,2009.0,321104010.0,2.0,321104010.0,3.0,321104.0,32.0,1.0,1.0,4.0,10.0
10056,321104010002.0,321104010004.0,,,,2009.0,321104010.0,2.0,321104010.0,4.0,321104.0,32.0,1.0,1.0,4.0,10.0
10062,321104010081.0,321104010082.0,1.0,,,2009.0,321104010.0,81.0,321104010.0,82.0,321104.0,32.0,1.0,1.0,4.0,10.0
10063,321104011002.0,321104011003.0,,,,2009.0,321104011.0,2.0,321104011.0,3.0,321104.0,32.0,1.0,1.0,4.0,11.0
10074,321104011003.0,321104011082.0,1.0,,,2009.0,321104011.0,3.0,321104011.0,82.0,321104.0,32.0,1.0,1.0,4.0,11.0
