,idind_m,idind_c,s52,s54,s58,wave,hhid_m,line_m,hhid_c,line_c,commid,t1,t2,t3,t4,t5
7547,232203005002.0,232203005004.0,0.0,1.0,204.0,2009.0,232203005.0,2.0,232203005.0,4.0,232203.0,23.0,2.0,2.0,3.0,5.0
7554,232203005002.0,232203005801.0,,,,2009.0,232203005.0,2.0,232203005.0,801.0,232203.0,23.0,2.0,2.0,3.0,5.0
7559,232203005002.0,232203005802.0,,,,2009.0,232203005.0,2.0,232203005.0,802.0,232203.0,23.0,2.0,2.0,3.0,5.0
7566,232203010002.0,232203010003.0,0.0,1.0,180.0,2009.0,232203010.0,2.0,232203010.0,3.0,232203.0,23.0,2.0,2.0,3.0,10.0
7569,232203012002.0,232203012003.0,0.0,1.0,269.0,2009.0,232203012.0,2.0,232203012.0,3.0,232203.0,23.0,2.0,2.0,3.0,12.0
7575,232203012002.0,232203012004.0,0.0,1.0,246.0,2009.0,232203012.0,2.0,232203012.0,4.0,232203.0,23.0,2.0,2.0,3.0,12.0
7585,232203014002.0,232203014003.0,,,,2009.0,232203014.0,2.0,232203014.0,3.0,232203.0,23.0,2.0,2.0,3.0,14.0
7590,232203014002.0,232203014004.0,,,,2009.0,232203014.0,2.0,232203014.0,4.0,232203.0,23.0,2.0,2.0,3.0,14.0
7595,232203014002.0,232203014005.0,,,,2009.0,232203014.0,2.0,232203014.0,5.0,232203.0,23.0,2.0,2.0,3.0,14.0
7601,232203014002.0,232203014006.0,,,,2009.0,232203014.0,2.0,232203014.0,6.0,232203.0,23.0,2.0,2.0,3.0,14.0
7607,232203014002.0,232203014801.0,,,,2009.0,232203014.0,2.0,232203014.0,801.0,232203.0,23.0,2.0,2.0,3.0,14.0
7612,232203015002.0,232203015801.0,,,,2009.0,232203015.0,2.0,232203015.0,801.0,232203.0,23.0,2.0,2.0,3.0,15.0
7617,232203015002.0,232203015802.0,,,,2009.0,232203015.0,2.0,232203015.0,802.0,232203.0,23.0,2.0,2.0,3.0,15.0
7622,232203015002.0,232203015803.0,,,,2009.0,232203015.0,2.0,232203015.0,803.0,232203.0,23.0,2.0,2.0,3.0,15.0
7627,232203017002.0,232203017003.0,0.0,1.0,139.0,2009.0,232203017.0,2.0,232203017.0,3.0,232203.0,23.0,2.0,2.0,3.0,17.0
7635,232203017002.0,232203017121.0,1.0,,,2009.0,232203017.0,2.0,232203017.0,121.0,232203.0,23.0,2.0,2.0,3.0,17.0
7639,232203020002.0,232203020003.0,,,,2009.0,232203020.0,2.0,232203020.0,3.0,232203.0,23.0,2.0,2.0,3.0,20.0
7644,232203020002.0,232203020004.0,,,,2009.0,232203020.0,2.0,232203020.0,4.0,232203.0,23.0,2.0,2.0,3.0,20.0
7649,232203020121.0,232203020122.0,1.0,,,2009.0,232203020.0,121.0,232203020.0,122.0,232203.0,23.0,2.0,2.0,3.0,20.0
7664,232203083002.0,232203083003.0,0.0,1.0,207.0,2009.0,232203083.0,2.0,232203083.0,3.0,232203.0,23.0,2.0,2.0,3.0,83.0
7669,232203084002.0,232203084101.0,1.0,,,2009.0,232203084.0,2.0,232203084.0,101.0,232203.0,23.0,2.0,2.0,3.0,84.0
7674,232203101002.0,232203101003.0,1.0,,,2009.0,232203101.0,2.0,232203101.0,3.0,232203.0,23.0,2.0,2.0,3.0,101.0
7676,232203121002.0,232203121801.0,0.0,1.0,303.0,2009.0,232203121.0,2.0,232203121.0,801.0,232203.0,23.0,2.0,2.0,3.0,121.0
7677,232203121002.0,232203121802.0,,,,2009.0,232203121.0,2.0,232203121.0,802.0,232203.0,23.0,2.0,2.0,3.0,121.0
7679,232203121002.0,232203121803.0,,,,2009.0,232203121.0,2.0,232203121.0,803.0,232203.0,23.0,2.0,2.0,3.0,121.0
7682,232203123002.0,232203123003.0,1.0,,,2009.0,232203123.0,2.0,232203123.0,3.0,232203.0,23.0,2.0,2.0,3.0,123.0
7684,232203123002.0,232203123004.0,0.0,1.0,226.0,2009.0,232203123.0,2.0,232203123.0,4.0,232203.0,23.0,2.0,2.0,3.0,123.0
7686,232203124002.0,232203124003.0,1.0,,,2009.0,232203124.0,2.0,232203124.0,3.0,232203.0,23.0,2.0,2.0,3.0,124.0
7688,232203125002.0,232203125801.0,0.0,1.0,261.0,2009.0,232203125.0,2.0,232203125.0,801.0,232203.0,23.0,2.0,2.0,3.0,125.0
7690,232203125002.0,232203125802.0,0.0,1.0,252.0,2009.0,232203125.0,2.0,232203125.0,802.0,232203.0,23.0,2.0,2.0,3.0,125.0
7693,232204001002.0,232204001003.0,,,,2009.0,232204001.0,2.0,232204001.0,3.0,232204.0,23.0,2.0,2.0,4.0,1.0
7698,232204001002.0,232204001004.0,,,,2009.0,232204001.0,2.0,232204001.0,4.0,232204.0,23.0,2.0,2.0,4.0,1.0
7704,232204002002.0,232204002003.0,1.0,,,2009.0,232204002.0,2.0,232204002.0,3.0,232204.0,23.0,2.0,2.0,4.0,2.0
7708,232204003002.0,232204003003.0,0.0,1.0,210.0,2009.0,232204003.0,2.0,232204003.0,3.0,232204.0,23.0,2.0,2.0,4.0,3.0
7714,232204004002.0,232204004003.0,0.0,1.0,240.0,2009.0,232204004.0,2.0,232204004.0,3.0,232204.0,23.0,2.0,2.0,4.0,4.0
7719,232204004002.0,232204004004.0,0.0,1.0,210.0,2009.0,232204004.0,2.0,232204004.0,4.0,232204.0,23.0,2.0,2.0,4.0,4.0
7725,232204005002.0,232204005003.0,0.0,1.0,264.0,2009.0,232204005.0,2.0,232204005.0,3.0,232204.0,23.0,2.0,2.0,4.0,5.0
7729,232204005002.0,232204005004.0,0.0,1.0,279.0,2009.0,232204005.0,2.0,232204005.0,4.0,232204.0,23.0,2.0,2.0,4.0,5.0
7735,232204007002.0,232204007801.0,,,,2009.0,232204007.0,2.0,232204007.0,801.0,232204.0,23.0,2.0,2.0,4.0,7.0
7740,232204007002.0,232204007802.0,,,,2009.0,232204007.0,2.0,232204007.0,802.0,232204.0,23.0,2.0,2.0,4.0,7.0
7745,232204007002.0,232204007803.0,,,,2009.0,232204007.0,2.0,232204007.0,803.0,232204.0,23.0,2.0,2.0,4.0,7.0
7748,232204008002.0,232204008003.0,0.0,1.0,200.0,2009.0,232204008.0,2.0,232204008.0,3.0,232204.0,23.0,2.0,2.0,4.0,8.0
7763,232204010001.0,232204010002.0,,,,2009.0,232204010.0,1.0,232204010.0,2.0,232204.0,23.0,2.0,2.0,4.0,10.0
7768,232204010001.0,232204010003.0,,,,2009.0,232204010.0,1.0,232204010.0,3.0,232204.0,23.0,2.0,2.0,4.0,10.0
7773,232204010001.0,232204010004.0,,,,2009.0,232204010.0,1.0,232204010.0,4.0,232204.0,23.0,2.0,2.0,4.0,10.0
7778,232204010001.0,232204010801.0,,,,2009.0,232204010.0,1.0,232204010.0,801.0,232204.0,23.0,2.0,2.0,4.0,10.0
7786,232204013002.0,232204013003.0,0.0,1.0,264.0,2009.0,232204013.0,2.0,232204013.0,3.0,232204.0,23.0,2.0,2.0,4.0,13.0
7791,232204013002.0,232204013004.0,0.0,1.0,252.0,2009.0,232204013.0,2.0,232204013.0,4.0,232204.0,23.0,2.0,2.0,4.0,13.0
7799,232204015002.0,232204015003.0,,,,2009.0,232204015.0,2.0,232204015.0,3.0,232204.0,23.0,2.0,2.0,4.0,15.0
7804,232204015002.0,232204015004.0,,,,2009.0,232204015.0,2.0,232204015.0,4.0,232204.0,23.0,2.0,2.0,4.0,15.0
7806,232204016002.0,232204016003.0,,,,2009.0,232204016.0,2.0,232204016.0,3.0,232204.0,23.0,2.0,2.0,4.0,16.0
7812,232204016002.0,232204016801.0,,,,2009.0,232204016.0,2.0,232204016.0,801.0,232204.0,23.0,2.0,2.0,4.0,16.0
7819,232204017002.0,232204017003.0,0.0,1.0,268.0,2009.0,232204017.0,2.0,232204017.0,3.0,232204.0,23.0,2.0,2.0,4.0,17.0
7821,232204017002.0,232204017061.0,0.0,1.0,113.0,2009.0,232204017.0,2.0,232204017.0,61.0,232204.0,23.0,2.0,2.0,4.0,17.0
7827,232204018002.0,232204018003.0,0.0,1.0,262.0,2009.0,232204018.0,2.0,232204018.0,3.0,232204.0,23.0,2.0,2.0,4.0,18.0
7832,232204018002.0,232204018004.0,0.0,1.0,256.0,2009.0,232204018.0,2.0,232204018.0,4.0,232204.0,23.0,2.0,2.0,4.0,18.0
7838,232204019002.0,232204019003.0,0.0,1.0,306.0,2009.0,232204019.0,2.0,232204019.0,3.0,232204.0,23.0,2.0,2.0,4.0,19.0
7842,232204020002.0,232204020003.0,,,,2009.0,232204020.0,2.0,232204020.0,3.0,232204.0,23.0,2.0,2.0,4.0,20.0
7846,232204020002.0,232204020004.0,,,,2009.0,232204020.0,2.0,232204020.0,4.0,232204.0,23.0,2.0,2.0,4.0,20.0
7854,232204086002.0,232204086801.0,,,,2009.0,232204086.0,2.0,232204086.0,801.0,232204.0,23.0,2.0,2.0,4.0,86.0
7857,232204086002.0,232204086802.0,,,,2009.0,232204086.0,2.0,232204086.0,802.0,232204.0,23.0,2.0,2.0,4.0,86.0
7861,232204087002.0,232204087801.0,,,,2009.0,232204087.0,2.0,232204087.0,801.0,232204.0,23.0,2.0,2.0,4.0,87.0
7865,232204087002.0,232204087802.0,,,,2009.0,232204087.0,2.0,232204087.0,802.0,232204.0,23.0,2.0,2.0,4.0,87.0
7869,232204088002.0,232204088003.0,,,,2009.0,232204088.0,2.0,232204088.0,3.0,232204.0,23.0,2.0,2.0,4.0,88.0
7874,232204088002.0,232204088004.0,,,,2009.0,232204088.0,2.0,232204088.0,4.0,232204.0,23.0,2.0,2.0,4.0,88.0
7890,232205064002.0,232205064003.0,,,,2009.0,232205064.0,2.0,232205064.0,3.0,232205.0,23.0,2.0,2.0,5.0,64.0
7893,232205064121.0,232205064122.0,1.0,,,2009.0,232205064.0,121.0,232205064.0,122.0,232205.0,23.0,2.0,2.0,5.0,64.0
7895,232205065003.0,232205065004.0,0.0,1.0,216.0,2009.0,232205065.0,3.0,232205065.0,4.0,232205.0,23.0,2.0,2.0,5.0,65.0
7902,232205065003.0,232205065005.0,1.0,,,2009.0,232205065.0,3.0,232205065.0,5.0,232205.0,23.0,2.0,2.0,5.0,65.0
7907,232205066002.0,232205066003.0,,,,2009.0,232205066.0,2.0,232205066.0,3.0,232205.0,23.0,2.0,2.0,5.0,66.0
7922,232205069002.0,232205069003.0,1.0,,,2009.0,232205069.0,2.0,232205069.0,3.0,232205.0,23.0,2.0,2.0,5.0,69.0
7932,232205072002.0,232205072003.0,1.0,,,2009.0,232205072.0,2.0,232205072.0,3.0,232205.0,23.0,2.0,2.0,5.0,72.0
7937,232205074002.0,232205074801.0,,,,2009.0,232205074.0,2.0,232205074.0,801.0,232205.0,23.0,2.0,2.0,5.0,74.0
7941,232205075002.0,232205075801.0,,,,2009.0,232205075.0,2.0,232205075.0,801.0,232205.0,23.0,2.0,2.0,5.0,75.0
7946,232205075002.0,232205075802.0,,,,2009.0,232205075.0,2.0,232205075.0,802.0,232205.0,23.0,2.0,2.0,5.0,75.0
7953,232205076002.0,232205076003.0,1.0,,,2009.0,232205076.0,2.0,232205076.0,3.0,232205.0,23.0,2.0,2.0,5.0,76.0
7957,232205079002.0,232205079003.0,,,,2009.0,232205079.0,2.0,232205079.0,3.0,232205.0,23.0,2.0,2.0,5.0,79.0
7962,232205080002.0,232205080003.0,,,,2009.0,232205080.0,2.0,232205080.0,3.0,232205.0,23.0,2.0,2.0,5.0,80.0
7970,232205081002.0,232205081101.0,1.0,,,2009.0,232205081.0,2.0,232205081.0,101.0,232205.0,23.0,2.0,2.0,5.0,81.0
7973,232205122002.0,232205122801.0,0.0,1.0,240.0,2009.0,232205122.0,2.0,232205122.0,801.0,232205.0,23.0,2.0,2.0,5.0,122.0
7976,232205123002.0,232205123003.0,1.0,,,2009.0,232205123.0,2.0,232205123.0,3.0,232205.0,23.0,2.0,2.0,5.0,123.0
7978,232205124001.0,232205124002.0,1.0,,,2009.0,232205124.0,1.0,232205124.0,2.0,232205.0,23.0,2.0,2.0,5.0,124.0
7980,232205124001.0,232205124801.0,,,,2009.0,232205124.0,1.0,232205124.0,801.0,232205.0,23.0,2.0,2.0,5.0,124.0
7983,232301001002.0,232301001003.0,0.0,1.0,227.0,2009.0,232301001.0,2.0,232301001.0,3.0,232301.0,23.0,2.0,3.0,1.0,1.0
7992,232301002002.0,232301002003.0,1.0,,,2009.0,232301002.0,2.0,232301002.0,3.0,232301.0,23.0,2.0,3.0,1.0,2.0
7997,232301003002.0,232301003003.0,1.0,,,2009.0,232301003.0,2.0,232301003.0,3.0,232301.0,23.0,2.0,3.0,1.0,3.0
8005,232301005002.0,232301005003.0,1.0,,,2009.0,232301005.0,2.0,232301005.0,3.0,232301.0,23.0,2.0,3.0,1.0,5.0
8010,232301007002.0,232301007003.0,1.0,,,2009.0,232301007.0,2.0,232301007.0,3.0,232301.0,23.0,2.0,3.0,1.0,7.0
8016,232301008002.0,232301008003.0,1.0,,,2009.0,232301008.0,2.0,232301008.0,3.0,232301.0,23.0,2.0,3.0,1.0,8.0
8020,232301008002.0,232301008801.0,,,,2009.0,232301008.0,2.0,232301008.0,801.0,232301.0,23.0,2.0,3.0,1.0,8.0
8026,232301010002.0,232301010003.0,1.0,,,2009.0,232301010.0,2.0,232301010.0,3.0,232301.0,23.0,2.0,3.0,1.0,10.0
8029,232301011002.0,232301011003.0,0.0,1.0,222.0,2009.0,232301011.0,2.0,232301011.0,3.0,232301.0,23.0,2.0,3.0,1.0,11.0
8037,232301012002.0,232301012003.0,1.0,,,2009.0,232301012.0,2.0,232301012.0,3.0,232301.0,23.0,2.0,3.0,1.0,12.0
8042,232301013001.0,232301013002.0,1.0,,,2009.0,232301013.0,1.0,232301013.0,2.0,232301.0,23.0,2.0,3.0,1.0,13.0
8043,232301014002.0,232301014003.0,0.0,1.0,231.0,2009.0,232301014.0,2.0,232301014.0,3.0,232301.0,23.0,2.0,3.0,1.0,14.0
8048,232301015002.0,232301015003.0,,,,2009.0,232301015.0,2.0,232301015.0,3.0,232301.0,23.0,2.0,3.0,1.0,15.0
8056,232301016002.0,232301016003.0,0.0,1.0,260.0,2009.0,232301016.0,2.0,232301016.0,3.0,232301.0,23.0,2.0,3.0,1.0,16.0
8061,232301016002.0,232301016801.0,,,,2009.0,232301016.0,2.0,232301016.0,801.0,232301.0,23.0,2.0,3.0,1.0,16.0
8066,232301017002.0,232301017003.0,0.0,1.0,246.0,2009.0,232301017.0,2.0,232301017.0,3.0,232301.0,23.0,2.0,3.0,1.0,17.0
8073,232301018002.0,232301018061.0,1.0,,,2009.0,232301018.0,2.0,232301018.0,61.0,232301.0,23.0,2.0,3.0,1.0,18.0
8076,232301019002.0,232301019003.0,0.0,1.0,224.0,2009.0,232301019.0,2.0,232301019.0,3.0,232301.0,23.0,2.0,3.0,1.0,19.0
8080,232301020002.0,232301020003.0,0.0,1.0,236.0,2009.0,232301020.0,2.0,232301020.0,3.0,232301.0,23.0,2.0,3.0,1.0,20.0
8085,232301121002.0,232301121003.0,1.0,,,2009.0,232301121.0,2.0,232301121.0,3.0,232301.0,23.0,2.0,3.0,1.0,121.0
8087,232301123002.0,232301123801.0,0.0,1.0,223.0,2009.0,232301123.0,2.0,232301123.0,801.0,232301.0,23.0,2.0,3.0,1.0,123.0
8101,232302002002.0,232302002801.0,,,,2009.0,232302002.0,2.0,232302002.0,801.0,232302.0,23.0,2.0,3.0,2.0,2.0
8106,232302002061.0,232302002062.0,,,,2009.0,232302002.0,61.0,232302002.0,62.0,232302.0,23.0,2.0,3.0,2.0,2.0
8109,232302003002.0,232302003003.0,0.0,1.0,191.0,2009.0,232302003.0,2.0,232302003.0,3.0,232302.0,23.0,2.0,3.0,2.0,3.0
8113,232302003002.0,232302003061.0,0.0,1.0,112.0,2009.0,232302003.0,2.0,232302003.0,61.0,232302.0,23.0,2.0,3.0,2.0,3.0
8117,232302005002.0,232302005003.0,,,,2009.0,232302005.0,2.0,232302005.0,3.0,232302.0,23.0,2.0,3.0,2.0,5.0
8123,232302005002.0,232302005801.0,,,,2009.0,232302005.0,2.0,232302005.0,801.0,232302.0,23.0,2.0,3.0,2.0,5.0
8135,232302007002.0,232302007003.0,1.0,,,2009.0,232302007.0,2.0,232302007.0,3.0,232302.0,23.0,2.0,3.0,2.0,7.0
8136,232302007002.0,232302143002.0,0.0,1.0,273.0,2009.0,232302007.0,2.0,232302007.0,4.0,232302.0,23.0,2.0,3.0,2.0,7.0
8143,232302008002.0,232302008003.0,,,,2009.0,232302008.0,2.0,232302008.0,3.0,232302.0,23.0,2.0,3.0,2.0,8.0
8147,232302008002.0,232302008004.0,,,,2009.0,232302008.0,2.0,232302008.0,4.0,232302.0,23.0,2.0,3.0,2.0,8.0
8152,232302010002.0,232302010061.0,1.0,,,2009.0,232302010.0,2.0,232302010.0,61.0,232302.0,23.0,2.0,3.0,2.0,10.0
8154,232302011002.0,232302011003.0,0.0,1.0,183.0,2009.0,232302011.0,2.0,232302011.0,3.0,232302.0,23.0,2.0,3.0,2.0,11.0
8162,232302012002.0,232302012003.0,1.0,,,2009.0,232302012.0,2.0,232302012.0,3.0,232302.0,23.0,2.0,3.0,2.0,12.0
8166,232302013001.0,232302013002.0,,,,2009.0,232302013.0,1.0,232302013.0,2.0,232302.0,23.0,2.0,3.0,2.0,13.0
8171,232302013001.0,232302013003.0,,,,2009.0,232302013.0,1.0,232302013.0,3.0,232302.0,23.0,2.0,3.0,2.0,13.0
8177,232302014002.0,232302014801.0,,,,2009.0,232302014.0,2.0,232302014.0,801.0,232302.0,23.0,2.0,3.0,2.0,14.0
8182,232302014002.0,232302014802.0,,,,2009.0,232302014.0,2.0,232302014.0,802.0,232302.0,23.0,2.0,3.0,2.0,14.0
8187,232302014002.0,232302014803.0,,,,2009.0,232302014.0,2.0,232302014.0,803.0,232302.0,23.0,2.0,3.0,2.0,14.0
8193,232302015002.0,232302015003.0,1.0,,,2009.0,232302015.0,2.0,232302015.0,3.0,232302.0,23.0,2.0,3.0,2.0,15.0
8201,232302015002.0,232302015061.0,1.0,,,2009.0,232302015.0,2.0,232302015.0,61.0,232302.0,23.0,2.0,3.0,2.0,15.0
8205,232302017002.0,232302017003.0,0.0,1.0,265.0,2009.0,232302017.0,2.0,232302017.0,3.0,232302.0,23.0,2.0,3.0,2.0,17.0
8210,232302017002.0,232302141001.0,0.0,1.0,248.0,2009.0,232302017.0,2.0,232302017.0,4.0,232302.0,23.0,2.0,3.0,2.0,17.0
8214,232302018002.0,232302018003.0,0.0,1.0,151.0,2009.0,232302018.0,2.0,232302018.0,3.0,232302.0,23.0,2.0,3.0,2.0,18.0
8223,232302018002.0,232302018101.0,1.0,,,2009.0,232302018.0,2.0,232302018.0,101.0,232302.0,23.0,2.0,3.0,2.0,18.0
8230,232302019002.0,232302019003.0,1.0,,,2009.0,232302019.0,2.0,232302019.0,3.0,232302.0,23.0,2.0,3.0,2.0,19.0
8235,232302019002.0,232302019101.0,1.0,,,2009.0,232302019.0,2.0,232302019.0,101.0,232302.0,23.0,2.0,3.0,2.0,19.0
8241,232302081002.0,232302081101.0,1.0,,,2009.0,232302081.0,2.0,232302081.0,101.0,232302.0,23.0,2.0,3.0,2.0,81.0
8244,232302082002.0,232302082003.0,1.0,,,2009.0,232302082.0,2.0,232302082.0,3.0,232302.0,23.0,2.0,3.0,2.0,82.0
8247,232302121002.0,232302121801.0,0.0,1.0,235.0,2009.0,232302121.0,2.0,232302121.0,801.0,232302.0,23.0,2.0,3.0,2.0,121.0
8255,232302143002.0,232302143003.0,,,,2009.0,232302007.0,4.0,232302143.0,3.0,232302.0,23.0,2.0,3.0,2.0,7.0
8262,232303003002.0,232303003003.0,0.0,1.0,274.0,2009.0,232303003.0,2.0,232303003.0,3.0,232303.0,23.0,2.0,3.0,3.0,3.0
8267,232303003002.0,232303003801.0,,,,2009.0,232303003.0,2.0,232303003.0,801.0,232303.0,23.0,2.0,3.0,3.0,3.0
8274,232303004002.0,232303004003.0,1.0,,,2009.0,232303004.0,2.0,232303004.0,3.0,232303.0,23.0,2.0,3.0,3.0,4.0
8276,232303005002.0,232303005003.0,,,,2009.0,232303005.0,2.0,232303005.0,3.0,232303.0,23.0,2.0,3.0,3.0,5.0
8281,232303005002.0,232303005801.0,,,,2009.0,232303005.0,2.0,232303005.0,801.0,232303.0,23.0,2.0,3.0,3.0,5.0
8286,232303005002.0,232303005802.0,,,,2009.0,232303005.0,2.0,232303005.0,802.0,232303.0,23.0,2.0,3.0,3.0,5.0
8292,232303006002.0,232303006003.0,,,,2009.0,232303006.0,2.0,232303006.0,3.0,232303.0,23.0,2.0,3.0,3.0,6.0
8296,232303006002.0,232303006801.0,,,,2009.0,232303006.0,2.0,232303006.0,801.0,232303.0,23.0,2.0,3.0,3.0,6.0
8300,232303006002.0,232303006802.0,,,,2009.0,232303006.0,2.0,232303006.0,802.0,232303.0,23.0,2.0,3.0,3.0,6.0
8304,232303006002.0,232303006803.0,,,,2009.0,232303006.0,2.0,232303006.0,803.0,232303.0,23.0,2.0,3.0,3.0,6.0
8308,232303006002.0,232303006804.0,,,,2009.0,232303006.0,2.0,232303006.0,804.0,232303.0,23.0,2.0,3.0,3.0,6.0
8312,232303006002.0,232303006805.0,,,,2009.0,232303006.0,2.0,232303006.0,805.0,232303.0,23.0,2.0,3.0,3.0,6.0
8316,232303007002.0,232303007003.0,0.0,1.0,200.0,2009.0,232303007.0,2.0,232303007.0,3.0,232303.0,23.0,2.0,3.0,3.0,7.0
8324,232303007002.0,232303007061.0,1.0,,,2009.0,232303007.0,2.0,232303007.0,61.0,232303.0,23.0,2.0,3.0,3.0,7.0
8329,232303008002.0,232303008003.0,1.0,,,2009.0,232303008.0,2.0,232303008.0,3.0,232303.0,23.0,2.0,3.0,3.0,8.0
8335,232303009002.0,232303009801.0,0.0,1.0,269.0,2009.0,232303009.0,2.0,232303009.0,801.0,232303.0,23.0,2.0,3.0,3.0,9.0
8337,232303009002.0,232303081001.0,,,,2009.0,232303009.0,2.0,232303081.0,1.0,232303.0,23.0,2.0,3.0,3.0,9.0
8343,232303011002.0,232303011003.0,0.0,1.0,146.0,2009.0,232303011.0,2.0,232303011.0,3.0,232303.0,23.0,2.0,3.0,3.0,11.0
8363,232303014002.0,232303014003.0,0.0,1.0,239.0,2009.0,232303014.0,2.0,232303014.0,3.0,232303.0,23.0,2.0,3.0,3.0,14.0
8370,232303015002.0,232303015003.0,1.0,,,2009.0,232303015.0,2.0,232303015.0,3.0,232303.0,23.0,2.0,3.0,3.0,15.0
8372,232303015002.0,232303015004.0,0.0,1.0,217.0,2009.0,232303015.0,2.0,232303015.0,4.0,232303.0,23.0,2.0,3.0,3.0,15.0
8377,232303016002.0,232303016003.0,0.0,1.0,234.0,2009.0,232303016.0,2.0,232303016.0,3.0,232303.0,23.0,2.0,3.0,3.0,16.0
8382,232303019002.0,232303019003.0,,,,2009.0,232303019.0,2.0,232303019.0,3.0,232303.0,23.0,2.0,3.0,3.0,19.0
8389,232303020002.0,232303020801.0,,,,2009.0,232303020.0,2.0,232303020.0,801.0,232303.0,23.0,2.0,3.0,3.0,20.0
8394,232303020002.0,232303020802.0,,,,2009.0,232303020.0,2.0,232303020.0,802.0,232303.0,23.0,2.0,3.0,3.0,20.0
8400,232303081002.0,232303081003.0,1.0,,248.0,2009.0,232303081.0,2.0,232303081.0,3.0,232303.0,23.0,2.0,3.0,3.0,81.0
8401,232303101002.0,232303101003.0,,,,2009.0,232303101.0,2.0,232303101.0,3.0,232303.0,23.0,2.0,3.0,3.0,101.0
8405,232303121002.0,232303121801.0,,,,2009.0,232303121.0,2.0,232303121.0,801.0,232303.0,23.0,2.0,3.0,3.0,121.0
8410,232303121002.0,232303141001.0,1.0,,,2009.0,232303121.0,2.0,232303121.0,3.0,232303.0,23.0,2.0,3.0,3.0,121.0
8412,232303121002.0,232303141002.0,0.0,1.0,240.0,2009.0,232303121.0,2.0,232303121.0,4.0,232303.0,23.0,2.0,3.0,3.0,121.0
8413,232303141002.0,232303141003.0,,,,2009.0,232303121.0,4.0,232303141.0,3.0,232303.0,23.0,2.0,3.0,3.0,121.0
8422,232304001002.0,232304001003.0,0.0,1.0,158.0,2009.0,232304001.0,2.0,232304001.0,3.0,232304.0,23.0,2.0,3.0,4.0,1.0
8429,232304001002.0,232304001101.0,1.0,,,2009.0,232304001.0,2.0,232304001.0,101.0,232304.0,23.0,2.0,3.0,4.0,1.0
8434,232304002081.0,232304002082.0,1.0,,,2009.0,232304002.0,81.0,232304002.0,82.0,232304.0,23.0,2.0,3.0,4.0,2.0
8440,232304003002.0,232304003003.0,1.0,,,2009.0,232304003.0,2.0,232304003.0,3.0,232304.0,23.0,2.0,3.0,4.0,3.0
8444,232304004002.0,232304004003.0,0.0,1.0,213.0,2009.0,232304004.0,2.0,232304004.0,3.0,232304.0,23.0,2.0,3.0,4.0,4.0
8449,232304005002.0,232304005003.0,1.0,,,2009.0,232304005.0,2.0,232304005.0,3.0,232304.0,23.0,2.0,3.0,4.0,5.0
8451,232304005121.0,232304005141.0,,,,2009.0,232304005.0,121.0,232304005.0,141.0,232304.0,23.0,2.0,3.0,4.0,5.0
8457,232304007002.0,232304007003.0,0.0,1.0,151.0,2009.0,232304007.0,2.0,232304007.0,3.0,232304.0,23.0,2.0,3.0,4.0,7.0
8462,232304008002.0,232304008003.0,0.0,1.0,150.0,2009.0,232304008.0,2.0,232304008.0,3.0,232304.0,23.0,2.0,3.0,4.0,8.0
8468,232304010002.0,232304010003.0,0.0,1.0,140.0,2009.0,232304010.0,2.0,232304010.0,3.0,232304.0,23.0,2.0,3.0,4.0,10.0
8476,232304010002.0,232304010061.0,0.0,1.0,68.0,2009.0,232304010.0,2.0,232304010.0,61.0,232304.0,23.0,2.0,3.0,4.0,10.0
8481,232304010002.0,232304010081.0,,,,2009.0,232304010.0,2.0,232304010.0,81.0,232304.0,23.0,2.0,3.0,4.0,10.0
8487,232304011002.0,232304011003.0,0.0,1.0,207.0,2009.0,232304011.0,2.0,232304011.0,3.0,232304.0,23.0,2.0,3.0,4.0,11.0
8491,232304012002.0,232304012003.0,0.0,1.0,194.0,2009.0,232304012.0,2.0,232304012.0,3.0,232304.0,23.0,2.0,3.0,4.0,12.0
8497,232304012002.0,232304012004.0,0.0,1.0,219.0,2009.0,232304012.0,2.0,232304012.0,4.0,232304.0,23.0,2.0,3.0,4.0,12.0
8513,232304019002.0,232304019003.0,,,,2009.0,232304019.0,2.0,232304019.0,3.0,232304.0,23.0,2.0,3.0,4.0,19.0
8518,232304019002.0,232304019801.0,,,,2009.0,232304019.0,2.0,232304019.0,801.0,232304.0,23.0,2.0,3.0,4.0,19.0
8523,232304019002.0,232304019802.0,,,,2009.0,232304019.0,2.0,232304019.0,802.0,232304.0,23.0,2.0,3.0,4.0,19.0
8527,232304020002.0,232304020003.0,,,,2009.0,232304020.0,2.0,232304020.0,3.0,232304.0,23.0,2.0,3.0,4.0,20.0
8532,232304020081.0,232304020101.0,1.0,,,2009.0,232304020.0,81.0,232304020.0,101.0,232304.0,23.0,2.0,3.0,4.0,20.0
8535,232304121002.0,232304121801.0,0.0,1.0,70.0,2009.0,232304121.0,2.0,232304121.0,801.0,232304.0,23.0,2.0,3.0,4.0,121.0
8537,232304121002.0,232304121802.0,0.0,1.0,57.0,2009.0,232304121.0,2.0,232304121.0,802.0,232304.0,23.0,2.0,3.0,4.0,121.0
8538,232304122002.0,232304122003.0,1.0,,,2009.0,232304122.0,2.0,232304122.0,3.0,232304.0,23.0,2.0,3.0,4.0,122.0
8555,232401001002.0,232401001003.0,1.0,,,2009.0,232401001.0,2.0,232401001.0,3.0,232401.0,23.0,2.0,4.0,1.0,1.0
