,idind,b2d,c3,c5,c6,c7,c7b,c8,i18,i19,job,wave,c2,c4_89,c5_89,c6_89,c7_89,i100,i101,i102,i103,wage89_imp,c8_cln,i19_cln,hhid,line,commid,t1,t2,t3,t4,t5
34734,412402003121.0,,-9.0,4.0,-9.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402003.0,121.0,412402.0,41.0,2.0,4.0,2.0,3.0
34738,412402004001.0,,6.0,3.0,4.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402004.0,1.0,412402.0,41.0,2.0,4.0,2.0,4.0
34741,412402004002.0,,6.0,3.0,4.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402004.0,2.0,412402.0,41.0,2.0,4.0,2.0,4.0
34773,412402006001.0,,3.0,2.0,2.0,7.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402006.0,1.0,412402.0,41.0,2.0,4.0,2.0,6.0
34776,412402006002.0,,3.0,2.0,2.0,7.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402006.0,2.0,412402.0,41.0,2.0,4.0,2.0,6.0
34781,412402006005.0,,12.0,5.0,8.0,40.0,1.0,1150.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402006.0,5.0,412402.0,41.0,2.0,4.0,2.0,6.0
34787,412402006041.0,,10.0,5.0,8.0,40.0,1.0,850.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402006.0,41.0,412402.0,41.0,2.0,4.0,2.0,6.0
34795,412402007003.0,,6.0,3.0,4.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,11000.0,0.0,,,,,412402007.0,3.0,412402.0,41.0,2.0,4.0,2.0,7.0
34796,412402007003.0,,6.0,5.0,8.0,32.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412402007.0,3.0,412402.0,41.0,2.0,4.0,2.0,7.0
34801,412402007004.0,,5.0,2.0,3.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402007.0,4.0,412402.0,41.0,2.0,4.0,2.0,7.0
34812,412402008001.0,,8.0,3.0,2.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,4000.0,0.0,,,,,412402008.0,1.0,412402.0,41.0,2.0,4.0,2.0,8.0
34813,412402008001.0,,7.0,7.0,10.0,70.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412402008.0,1.0,412402.0,41.0,2.0,4.0,2.0,8.0
34818,412402008002.0,,8.0,4.0,3.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402008.0,2.0,412402.0,41.0,2.0,4.0,2.0,8.0
34834,412402009002.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402009.0,2.0,412402.0,41.0,2.0,4.0,2.0,9.0
34845,412402010001.0,,4.0,3.0,3.0,8.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,2400.0,0.0,,,,,412402010.0,1.0,412402.0,41.0,2.0,4.0,2.0,10.0
34846,412402010001.0,,6.0,4.0,6.0,24.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412402010.0,1.0,412402.0,41.0,2.0,4.0,2.0,10.0
34850,412402010002.0,,4.0,3.0,3.0,8.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402010.0,2.0,412402.0,41.0,2.0,4.0,2.0,10.0
34859,412402011021.0,,5.0,5.0,4.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402011.0,21.0,412402.0,41.0,2.0,4.0,2.0,11.0
34875,412402012061.0,,9.0,5.0,8.0,60.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402012.0,61.0,412402.0,41.0,2.0,4.0,2.0,12.0
34881,412402013001.0,,8.0,4.0,3.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402013.0,1.0,412402.0,41.0,2.0,4.0,2.0,13.0
34885,412402013002.0,,-9.0,4.0,2.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402013.0,2.0,412402.0,41.0,2.0,4.0,2.0,13.0
34894,412402014001.0,,8.0,6.0,9.0,54.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402014.0,1.0,412402.0,41.0,2.0,4.0,2.0,14.0
34930,412402017081.0,,8.0,5.0,5.0,25.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402017.0,81.0,412402.0,41.0,2.0,4.0,2.0,17.0
34933,412402018001.0,,1.0,3.0,4.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402018.0,1.0,412402.0,41.0,2.0,4.0,2.0,18.0
34942,412402018004.0,,3.0,5.0,6.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402018.0,4.0,412402.0,41.0,2.0,4.0,2.0,18.0
34957,412402019004.0,,3.0,5.0,7.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402019.0,4.0,412402.0,41.0,2.0,4.0,2.0,19.0
34961,412402019081.0,,9.0,4.0,5.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402019.0,81.0,412402.0,41.0,2.0,4.0,2.0,19.0
34964,412402020001.0,,5.0,5.0,2.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402020.0,1.0,412402.0,41.0,2.0,4.0,2.0,20.0
34970,412402020002.0,837.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402020.0,2.0,412402.0,41.0,2.0,4.0,2.0,20.0
34983,412402031002.0,,-9.0,3.0,2.0,99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402031.0,2.0,412402.0,41.0,2.0,4.0,2.0,31.0
34984,412402031002.0,,12.0,7.0,6.0,75.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412402031.0,2.0,412402.0,41.0,2.0,4.0,2.0,31.0
34994,412402041001.0,,7.0,5.0,8.0,40.0,1.0,1400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402041.0,1.0,412402.0,41.0,2.0,4.0,2.0,41.0
35005,412402061002.0,,-9.0,6.0,10.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402061.0,2.0,412402.0,41.0,2.0,4.0,2.0,61.0
35010,412402081001.0,,-9.0,9.0,-9.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,8000.0,0.0,,,,,412402081.0,1.0,412402.0,41.0,2.0,4.0,2.0,81.0
35011,412402081001.0,,5.0,5.0,10.0,70.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412402081.0,1.0,412402.0,41.0,2.0,4.0,2.0,81.0
35014,412402081002.0,,6.0,7.0,9.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402081.0,2.0,412402.0,41.0,2.0,4.0,2.0,81.0
35021,412402082001.0,,8.0,5.0,2.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,2000.0,0.0,,,,,412402082.0,1.0,412402.0,41.0,2.0,4.0,2.0,82.0
35022,412402082001.0,,5.0,7.0,10.0,70.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412402082.0,1.0,412402.0,41.0,2.0,4.0,2.0,82.0
35025,412402082002.0,,8.0,3.0,3.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402082.0,2.0,412402.0,41.0,2.0,4.0,2.0,82.0
35031,412402083003.0,,2.0,4.0,5.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402083.0,3.0,412402.0,41.0,2.0,4.0,2.0,83.0
35038,412402083031.0,,12.0,7.0,9.0,63.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412402083.0,31.0,412402.0,41.0,2.0,4.0,2.0,83.0
35047,412403001001.0,,7.0,2.0,1.0,4.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403001.0,1.0,412403.0,41.0,2.0,4.0,3.0,1.0
35052,412403001003.0,,9.0,4.0,2.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403001.0,3.0,412403.0,41.0,2.0,4.0,3.0,1.0
35056,412403001021.0,,9.0,3.0,4.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403001.0,21.0,412403.0,41.0,2.0,4.0,3.0,1.0
35065,412403002005.0,,9.0,5.0,4.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403002.0,5.0,412403.0,41.0,2.0,4.0,3.0,2.0
35066,412403002061.0,,9.0,3.0,2.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403002.0,61.0,412403.0,41.0,2.0,4.0,3.0,2.0
35077,412403004002.0,,9.0,5.0,4.0,47.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403004.0,2.0,412403.0,41.0,2.0,4.0,3.0,4.0
35081,412403004004.0,,8.0,3.0,2.0,19.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403004.0,4.0,412403.0,41.0,2.0,4.0,3.0,4.0
35085,412403004081.0,,9.0,4.0,2.0,2.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403004.0,81.0,412403.0,41.0,2.0,4.0,3.0,4.0
35089,412403005001.0,,9.0,5.0,3.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,5000.0,0.0,,,,,412403005.0,1.0,412403.0,41.0,2.0,4.0,3.0,5.0
35090,412403005001.0,,6.0,4.0,10.0,30.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412403005.0,1.0,412403.0,41.0,2.0,4.0,3.0,5.0
35094,412403005002.0,,9.0,5.0,3.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403005.0,2.0,412403.0,41.0,2.0,4.0,3.0,5.0
35104,412403006001.0,,9.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403006.0,1.0,412403.0,41.0,2.0,4.0,3.0,6.0
35108,412403006002.0,,9.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403006.0,2.0,412403.0,41.0,2.0,4.0,3.0,6.0
35114,412403007001.0,,7.0,5.0,7.0,72.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403007.0,1.0,412403.0,41.0,2.0,4.0,3.0,7.0
35120,412403008001.0,,4.0,7.0,9.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403008.0,1.0,412403.0,41.0,2.0,4.0,3.0,8.0
35134,412403009001.0,,9.0,4.0,3.0,50.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403009.0,1.0,412403.0,41.0,2.0,4.0,3.0,9.0
35137,412403009002.0,,9.0,5.0,3.0,46.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403009.0,2.0,412403.0,41.0,2.0,4.0,3.0,9.0
35151,412403010001.0,,9.0,3.0,2.0,12.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403010.0,1.0,412403.0,41.0,2.0,4.0,3.0,10.0
35156,412403010002.0,,9.0,4.0,3.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403010.0,2.0,412403.0,41.0,2.0,4.0,3.0,10.0
35162,412403010004.0,,9.0,3.0,2.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,5000.0,0.0,,,,,412403010.0,4.0,412403.0,41.0,2.0,4.0,3.0,10.0
35163,412403010004.0,,5.0,4.0,8.0,50.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412403010.0,4.0,412403.0,41.0,2.0,4.0,3.0,10.0
35168,412403010082.0,,9.0,4.0,2.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,2000.0,0.0,,,,,412403010.0,82.0,412403.0,41.0,2.0,4.0,3.0,10.0
35169,412403010082.0,,12.0,2.0,1.0,-99.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412403010.0,82.0,412403.0,41.0,2.0,4.0,3.0,10.0
35175,412403011001.0,,9.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403011.0,1.0,412403.0,41.0,2.0,4.0,3.0,11.0
35178,412403011002.0,,9.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403011.0,2.0,412403.0,41.0,2.0,4.0,3.0,11.0
35184,412403011004.0,,9.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403011.0,4.0,412403.0,41.0,2.0,4.0,3.0,11.0
35194,412403012001.0,,9.0,7.0,7.0,51.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403012.0,1.0,412403.0,41.0,2.0,4.0,3.0,12.0
35200,412403012002.0,,9.0,7.0,7.0,49.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403012.0,2.0,412403.0,41.0,2.0,4.0,3.0,12.0
35205,412403012003.0,,9.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403012.0,3.0,412403.0,41.0,2.0,4.0,3.0,12.0
35211,412403012101.0,,9.0,7.0,7.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403012.0,101.0,412403.0,41.0,2.0,4.0,3.0,12.0
35219,412403013001.0,,7.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403013.0,1.0,412403.0,41.0,2.0,4.0,3.0,13.0
35231,412403014001.0,,9.0,7.0,6.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403014.0,1.0,412403.0,41.0,2.0,4.0,3.0,14.0
35234,412403014002.0,,8.0,6.0,7.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403014.0,2.0,412403.0,41.0,2.0,4.0,3.0,14.0
35241,412403015001.0,,10.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403015.0,1.0,412403.0,41.0,2.0,4.0,3.0,15.0
35244,412403015002.0,,10.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403015.0,2.0,412403.0,41.0,2.0,4.0,3.0,15.0
35282,412403018061.0,,7.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403018.0,61.0,412403.0,41.0,2.0,4.0,3.0,18.0
35297,412403019081.0,,7.0,5.0,8.0,40.0,1.0,900.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403019.0,81.0,412403.0,41.0,2.0,4.0,3.0,19.0
35317,412403041001.0,,11.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403041.0,1.0,412403.0,41.0,2.0,4.0,3.0,41.0
35324,412403121001.0,,8.0,7.0,8.0,56.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403121.0,1.0,412403.0,41.0,2.0,4.0,3.0,121.0
35328,412403121002.0,,6.0,7.0,5.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412403121.0,2.0,412403.0,41.0,2.0,4.0,3.0,121.0
35336,412404001001.0,,8.0,6.0,7.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404001.0,1.0,412404.0,41.0,2.0,4.0,4.0,1.0
35340,412404001005.0,,3.0,4.0,9.0,32.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404001.0,5.0,412404.0,41.0,2.0,4.0,4.0,1.0
35341,412404001021.0,,4.0,6.0,10.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404001.0,21.0,412404.0,41.0,2.0,4.0,4.0,1.0
35345,412404002001.0,,8.0,3.0,2.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404002.0,1.0,412404.0,41.0,2.0,4.0,4.0,2.0
35352,412404002002.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,5500.0,0.0,,,,,412404002.0,2.0,412404.0,41.0,2.0,4.0,4.0,2.0
35355,412404003002.0,,7.0,3.0,2.0,5.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404003.0,2.0,412404.0,41.0,2.0,4.0,4.0,3.0
35358,412404003003.0,,8.0,4.0,3.0,9.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,1.0,6000.0,0.0,,,,,412404003.0,3.0,412404.0,41.0,2.0,4.0,4.0,3.0
35359,412404003003.0,,3.0,3.0,8.0,46.0,1.0,1200.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412404003.0,3.0,412404.0,41.0,2.0,4.0,4.0,3.0
35362,412404003021.0,,8.0,4.0,2.0,9.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404003.0,21.0,412404.0,41.0,2.0,4.0,4.0,3.0
35378,412404005002.0,,4.0,3.0,2.0,8.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,6000.0,0.0,,,,,412404005.0,2.0,412404.0,41.0,2.0,4.0,4.0,5.0
35392,412404006041.0,,3.0,4.0,5.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404006.0,41.0,412404.0,41.0,2.0,4.0,4.0,6.0
35407,412404009001.0,,3.0,4.0,5.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404009.0,1.0,412404.0,41.0,2.0,4.0,4.0,9.0
35412,412404009002.0,,3.0,4.0,5.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404009.0,2.0,412404.0,41.0,2.0,4.0,4.0,9.0
35440,412404011001.0,,8.0,4.0,3.0,9.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,6000.0,0.0,,,,,412404011.0,1.0,412404.0,41.0,2.0,4.0,4.0,11.0
35441,412404011001.0,,2.0,7.0,8.0,0.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412404011.0,1.0,412404.0,41.0,2.0,4.0,4.0,11.0
35445,412404011002.0,,8.0,4.0,3.0,9.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404011.0,2.0,412404.0,41.0,2.0,4.0,4.0,11.0
35458,412404012001.0,,6.0,5.0,6.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404012.0,1.0,412404.0,41.0,2.0,4.0,4.0,12.0
35465,412404012005.0,,10.0,6.0,8.0,48.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404012.0,5.0,412404.0,41.0,2.0,4.0,4.0,12.0
35475,412404014003.0,,3.0,4.0,6.0,24.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404014.0,3.0,412404.0,41.0,2.0,4.0,4.0,14.0
35491,412404015005.0,,8.0,3.0,3.0,,0.0,,,,1.0,2009.0,1.0,,,,,1.0,7000.0,0.0,,,,,412404015.0,5.0,412404.0,41.0,2.0,4.0,4.0,15.0
35492,412404015005.0,,6.0,6.0,8.0,48.0,1.0,7000.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412404015.0,5.0,412404.0,41.0,2.0,4.0,4.0,15.0
35494,412404015061.0,,8.0,4.0,3.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404015.0,61.0,412404.0,41.0,2.0,4.0,4.0,15.0
35495,412404015061.0,,6.0,6.0,8.0,48.0,1.0,700.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412404015.0,61.0,412404.0,41.0,2.0,4.0,4.0,15.0
35512,412404017002.0,,8.0,3.0,2.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404017.0,2.0,412404.0,41.0,2.0,4.0,4.0,17.0
35516,412404017003.0,,8.0,2.0,1.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404017.0,3.0,412404.0,41.0,2.0,4.0,4.0,17.0
35521,412404017004.0,,8.0,2.0,7.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404017.0,4.0,412404.0,41.0,2.0,4.0,4.0,17.0
35522,412404017004.0,,8.0,6.0,9.0,63.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412404017.0,4.0,412404.0,41.0,2.0,4.0,4.0,17.0
35523,412404017121.0,,7.0,2.0,1.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404017.0,121.0,412404.0,41.0,2.0,4.0,4.0,17.0
35537,412404019001.0,,8.0,4.0,1.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404019.0,1.0,412404.0,41.0,2.0,4.0,4.0,19.0
35545,412404019062.0,,8.0,3.0,2.0,12.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404019.0,62.0,412404.0,41.0,2.0,4.0,4.0,19.0
35554,412404031001.0,,7.0,5.0,8.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404031.0,1.0,412404.0,41.0,2.0,4.0,4.0,31.0
35559,412404031002.0,,7.0,5.0,8.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404031.0,2.0,412404.0,41.0,2.0,4.0,4.0,31.0
35570,412404032001.0,,8.0,3.0,2.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404032.0,1.0,412404.0,41.0,2.0,4.0,4.0,32.0
35571,412404032001.0,,6.0,3.0,9.0,40.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,412404032.0,1.0,412404.0,41.0,2.0,4.0,4.0,32.0
35576,412404032002.0,,8.0,3.0,2.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404032.0,2.0,412404.0,41.0,2.0,4.0,4.0,32.0
35584,412404033001.0,,8.0,3.0,2.0,10.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404033.0,1.0,412404.0,41.0,2.0,4.0,4.0,33.0
35588,412404033002.0,,8.0,4.0,2.0,12.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404033.0,2.0,412404.0,41.0,2.0,4.0,4.0,33.0
35601,412404034002.0,,8.0,2.0,8.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404034.0,2.0,412404.0,41.0,2.0,4.0,4.0,34.0
35605,412404034003.0,,8.0,7.0,8.0,48.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,1.0,5000.0,0.0,,,,,412404034.0,3.0,412404.0,41.0,2.0,4.0,4.0,34.0
35613,412404041001.0,,8.0,4.0,3.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,9000.0,0.0,,,,,412404041.0,1.0,412404.0,41.0,2.0,4.0,4.0,41.0
35614,412404041001.0,,4.0,6.0,8.0,22.0,1.0,900.0,0.0,,2.0,2009.0,2.0,,,,,,,,,,,,412404041.0,1.0,412404.0,41.0,2.0,4.0,4.0,41.0
35620,412404041002.0,,8.0,4.0,2.0,8.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,7000.0,0.0,,,,,412404041.0,2.0,412404.0,41.0,2.0,4.0,4.0,41.0
35631,412404101001.0,,10.0,5.0,8.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,412404101.0,1.0,412404.0,41.0,2.0,4.0,4.0,101.0
35679,421101004002.0,,12.0,5.0,7.0,35.0,1.0,2000.0,1.0,2500.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101004.0,2.0,421101.0,42.0,1.0,1.0,1.0,4.0
35697,421101006001.0,1100.0,12.0,6.0,8.0,48.0,1.0,1400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101006.0,1.0,421101.0,42.0,1.0,1.0,1.0,6.0
35705,421101006002.0,850.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101006.0,2.0,421101.0,42.0,1.0,1.0,1.0,6.0
35724,421101009001.0,,12.0,5.0,7.0,35.0,1.0,2000.0,1.0,2000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101009.0,1.0,421101.0,42.0,1.0,1.0,1.0,9.0
35732,421101009002.0,200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101009.0,2.0,421101.0,42.0,1.0,1.0,1.0,9.0
35740,421101010001.0,1300.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101010.0,1.0,421101.0,42.0,1.0,1.0,1.0,10.0
35745,421101010002.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101010.0,2.0,421101.0,42.0,1.0,1.0,1.0,10.0
35760,421101011001.0,1800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101011.0,1.0,421101.0,42.0,1.0,1.0,1.0,11.0
35764,421101011002.0,1100.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101011.0,2.0,421101.0,42.0,1.0,1.0,1.0,11.0
35772,421101012001.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101012.0,1.0,421101.0,42.0,1.0,1.0,1.0,12.0
35781,421101012002.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101012.0,2.0,421101.0,42.0,1.0,1.0,1.0,12.0
35810,421101014001.0,,12.0,7.0,7.0,49.0,1.0,3000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101014.0,1.0,421101.0,42.0,1.0,1.0,1.0,14.0
35820,421101014002.0,,12.0,5.0,7.0,35.0,1.0,2500.0,1.0,5000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101014.0,2.0,421101.0,42.0,1.0,1.0,1.0,14.0
35829,421101015001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101015.0,1.0,421101.0,42.0,1.0,1.0,1.0,15.0
35837,421101015002.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101015.0,2.0,421101.0,42.0,1.0,1.0,1.0,15.0
35842,421101015003.0,,12.0,7.0,10.0,70.0,1.0,3500.0,1.0,4400.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,421101015.0,3.0,421101.0,42.0,1.0,1.0,1.0,15.0
