,f11,f14,f15a,f15,f16,f17,f18,f19,f20,f21,wave,f13,f19_cln,f14_cln,f15_cln,f17_cln,f11_new,hhid,commid,t1,t2,t3,t4,t5
20537,3.0,,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521107016.0,521107.0,52.0,1.0,1.0,7.0,16.0
20550,2.0,-999.0,0.0,,1.0,750.0,1.0,220.0,0.0,,2009.0,,,,,,2.0,521107018.0,521107.0,52.0,1.0,1.0,7.0,18.0
20559,2.0,,1.0,600.0,1.0,450.0,1.0,500.0,0.0,,2009.0,,,,,,2.0,521107020.0,521107.0,52.0,1.0,1.0,7.0,20.0
20564,1.0,800.0,0.0,,1.0,3000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,521107061.0,521107.0,52.0,1.0,1.0,7.0,61.0
20565,2.0,180.0,0.0,,1.0,300.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,521107061.0,521107.0,52.0,1.0,1.0,7.0,61.0
20667,1.0,2000.0,1.0,8000.0,1.0,20000.0,1.0,2600.0,1.0,200.0,2009.0,,,,,,1.0,521203001.0,521203.0,52.0,1.0,2.0,3.0,1.0
20668,2.0,25.0,1.0,200.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,521203001.0,521203.0,52.0,1.0,2.0,3.0,1.0
20707,1.0,1000.0,1.0,500.0,0.0,,1.0,1500.0,0.0,,2009.0,,,,,,1.0,521203003.0,521203.0,52.0,1.0,2.0,3.0,3.0
20751,1.0,1100.0,1.0,800.0,1.0,2000.0,1.0,2000.0,1.0,60.0,2009.0,,,,,,1.0,521203006.0,521203.0,52.0,1.0,2.0,3.0,6.0
20761,1.0,600.0,1.0,800.0,0.0,,1.0,1600.0,1.0,300.0,2009.0,,,,,,1.0,521203007.0,521203.0,52.0,1.0,2.0,3.0,7.0
20772,1.0,800.0,1.0,1000.0,1.0,2000.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,521203008.0,521203.0,52.0,1.0,2.0,3.0,8.0
20773,3.0,500.0,1.0,800.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521203008.0,521203.0,52.0,1.0,2.0,3.0,8.0
20793,1.0,600.0,1.0,500.0,0.0,,1.0,800.0,0.0,,2009.0,,,,,,1.0,521203009.0,521203.0,52.0,1.0,2.0,3.0,9.0
20800,1.0,3000.0,1.0,2000.0,1.0,6200.0,1.0,2000.0,1.0,200.0,2009.0,,,,,,1.0,521203010.0,521203.0,52.0,1.0,2.0,3.0,10.0
20819,1.0,2000.0,1.0,1000.0,1.0,4000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,521203011.0,521203.0,52.0,1.0,2.0,3.0,11.0
20820,2.0,700.0,1.0,500.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,2.0,521203011.0,521203.0,52.0,1.0,2.0,3.0,11.0
20821,3.0,100.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521203011.0,521203.0,52.0,1.0,2.0,3.0,11.0
20842,1.0,1300.0,1.0,800.0,1.0,1600.0,1.0,2700.0,1.0,100.0,2009.0,,,,,,1.0,521203012.0,521203.0,52.0,1.0,2.0,3.0,12.0
20869,1.0,600.0,1.0,500.0,0.0,,1.0,1800.0,0.0,,2009.0,,,,,,1.0,521203014.0,521203.0,52.0,1.0,2.0,3.0,14.0
20886,1.0,200.0,1.0,1000.0,1.0,2300.0,1.0,2300.0,0.0,,2009.0,,,,,,1.0,521203015.0,521203.0,52.0,1.0,2.0,3.0,15.0
20887,3.0,600.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521203015.0,521203.0,52.0,1.0,2.0,3.0,15.0
20910,2.0,100.0,1.0,60.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,521203018.0,521203.0,52.0,1.0,2.0,3.0,18.0
20928,1.0,1000.0,1.0,500.0,1.0,2000.0,1.0,1000.0,1.0,300.0,2009.0,,,,,,1.0,521203019.0,521203.0,52.0,1.0,2.0,3.0,19.0
20929,2.0,100.0,1.0,50.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,521203019.0,521203.0,52.0,1.0,2.0,3.0,19.0
20930,3.0,500.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521203019.0,521203.0,52.0,1.0,2.0,3.0,19.0
20947,1.0,600.0,1.0,300.0,1.0,1500.0,0.0,,0.0,,2009.0,,,,,,1.0,521203081.0,521203.0,52.0,1.0,2.0,3.0,81.0
20948,2.0,1004.0,1.0,40.0,0.0,,1.0,6.0,0.0,,2009.0,,,,,,2.0,521203081.0,521203.0,52.0,1.0,2.0,3.0,81.0
20951,1.0,200.0,1.0,300.0,1.0,1000.0,1.0,600.0,0.0,,2009.0,,,,,,1.0,521203082.0,521203.0,52.0,1.0,2.0,3.0,82.0
20953,1.0,700.0,1.0,400.0,0.0,,1.0,1500.0,0.0,,2009.0,,,,,,1.0,521203101.0,521203.0,52.0,1.0,2.0,3.0,101.0
20955,2.0,-999.0,1.0,-999.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,521203122.0,521203.0,52.0,1.0,2.0,3.0,122.0
21012,1.0,2000.0,1.0,1000.0,1.0,3000.0,1.0,2500.0,0.0,,2009.0,,,,,,1.0,521204004.0,521204.0,52.0,1.0,2.0,4.0,4.0
21013,2.0,100.0,1.0,80.0,0.0,,1.0,180.0,1.0,100.0,2009.0,,,,,,2.0,521204004.0,521204.0,52.0,1.0,2.0,4.0,4.0
21014,3.0,800.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521204004.0,521204.0,52.0,1.0,2.0,4.0,4.0
21036,1.0,2000.0,1.0,1500.0,0.0,,1.0,2500.0,1.0,100.0,2009.0,,,,,,1.0,521204005.0,521204.0,52.0,1.0,2.0,4.0,5.0
21037,3.0,200.0,1.0,2000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521204005.0,521204.0,52.0,1.0,2.0,4.0,5.0
21048,1.0,800.0,1.0,400.0,0.0,,1.0,1500.0,0.0,,2009.0,,,,,,1.0,521204006.0,521204.0,52.0,1.0,2.0,4.0,6.0
21067,1.0,1800.0,1.0,250.0,0.0,,1.0,2000.0,1.0,50.0,2009.0,,,,,,1.0,521204007.0,521204.0,52.0,1.0,2.0,4.0,7.0
21090,1.0,400.0,1.0,200.0,0.0,,1.0,800.0,0.0,,2009.0,,,,,,1.0,521204008.0,521204.0,52.0,1.0,2.0,4.0,8.0
21102,1.0,9000.0,1.0,400.0,1.0,40000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,521204009.0,521204.0,52.0,1.0,2.0,4.0,9.0
21124,1.0,1960.0,1.0,2600.0,0.0,,1.0,3300.0,1.0,1100.0,2009.0,,,,,,1.0,521204010.0,521204.0,52.0,1.0,2.0,4.0,10.0
21125,3.0,100.0,1.0,1800.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521204010.0,521204.0,52.0,1.0,2.0,4.0,10.0
21143,3.0,7200.0,1.0,2000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521204011.0,521204.0,52.0,1.0,2.0,4.0,11.0
21165,1.0,300.0,1.0,500.0,0.0,,1.0,3750.0,0.0,,2009.0,,,,,,1.0,521204012.0,521204.0,52.0,1.0,2.0,4.0,12.0
21166,3.0,200.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,521204012.0,521204.0,52.0,1.0,2.0,4.0,12.0
21181,1.0,1200.0,1.0,300.0,1.0,3000.0,1.0,1000.0,1.0,100.0,2009.0,,,,,,1.0,521204013.0,521204.0,52.0,1.0,2.0,4.0,13.0
21202,1.0,-999.0,1.0,-999.0,1.0,8000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,521204014.0,521204.0,52.0,1.0,2.0,4.0,14.0
21203,2.0,-999.0,1.0,-999.0,1.0,200.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,521204014.0,521204.0,52.0,1.0,2.0,4.0,14.0
21238,1.0,250.0,1.0,100.0,0.0,,1.0,600.0,0.0,,2009.0,,,,,,1.0,521204017.0,521204.0,52.0,1.0,2.0,4.0,17.0
21275,1.0,1200.0,1.0,300.0,0.0,,1.0,2100.0,1.0,300.0,2009.0,,,,,,1.0,521204081.0,521204.0,52.0,1.0,2.0,4.0,81.0
21278,1.0,2000.0,1.0,1000.0,0.0,,1.0,2300.0,1.0,1000.0,2009.0,,,,,,1.0,521204121.0,521204.0,52.0,1.0,2.0,4.0,121.0
21279,2.0,800.0,1.0,600.0,0.0,,1.0,1700.0,0.0,,2009.0,,,,,,2.0,521204121.0,521204.0,52.0,1.0,2.0,4.0,121.0
21306,1.0,500.0,1.0,300.0,1.0,3000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522102001.0,522102.0,52.0,2.0,1.0,2.0,1.0
21307,2.0,400.0,1.0,200.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522102001.0,522102.0,52.0,2.0,1.0,2.0,1.0
21344,1.0,2000.0,1.0,1500.0,1.0,2200.0,1.0,2200.0,0.0,,2009.0,,,,,,1.0,522102004.0,522102.0,52.0,2.0,1.0,2.0,4.0
21345,3.0,1000.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522102004.0,522102.0,52.0,2.0,1.0,2.0,4.0
21465,1.0,1500.0,1.0,1000.0,1.0,1300.0,1.0,1300.0,0.0,,2009.0,,,,,,1.0,522102015.0,522102.0,52.0,2.0,1.0,2.0,15.0
21466,2.0,200.0,1.0,100.0,0.0,,1.0,250.0,0.0,,2009.0,,,,,,2.0,522102015.0,522102.0,52.0,2.0,1.0,2.0,15.0
21481,1.0,300.0,1.0,500.0,1.0,7000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522102016.0,522102.0,52.0,2.0,1.0,2.0,16.0
21482,3.0,200.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522102016.0,522102.0,52.0,2.0,1.0,2.0,16.0
21497,1.0,1500.0,1.0,100.0,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,1.0,522102017.0,522102.0,52.0,2.0,1.0,2.0,17.0
21519,1.0,550.0,1.0,600.0,1.0,1000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522102018.0,522102.0,52.0,2.0,1.0,2.0,18.0
21520,2.0,80.0,1.0,300.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522102018.0,522102.0,52.0,2.0,1.0,2.0,18.0
21521,3.0,600.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522102018.0,522102.0,52.0,2.0,1.0,2.0,18.0
21540,1.0,300.0,1.0,500.0,0.0,,1.0,1300.0,0.0,,2009.0,,,,,,1.0,522102019.0,522102.0,52.0,2.0,1.0,2.0,19.0
21541,2.0,80.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522102019.0,522102.0,52.0,2.0,1.0,2.0,19.0
21581,1.0,1500.0,1.0,800.0,1.0,3000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522103002.0,522103.0,52.0,2.0,1.0,3.0,2.0
21591,2.0,200.0,1.0,300.0,1.0,500.0,1.0,350.0,0.0,,2009.0,,,,,,2.0,522103003.0,522103.0,52.0,2.0,1.0,3.0,3.0
21592,3.0,100.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522103003.0,522103.0,52.0,2.0,1.0,3.0,3.0
21610,1.0,1500.0,1.0,500.0,1.0,4000.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522103004.0,522103.0,52.0,2.0,1.0,3.0,4.0
21611,2.0,500.0,1.0,300.0,1.0,1500.0,1.0,700.0,0.0,,2009.0,,,,,,2.0,522103004.0,522103.0,52.0,2.0,1.0,3.0,4.0
21643,1.0,400.0,1.0,1000.0,0.0,,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522103007.0,522103.0,52.0,2.0,1.0,3.0,7.0
21644,2.0,250.0,1.0,300.0,0.0,,1.0,800.0,0.0,,2009.0,,,,,,2.0,522103007.0,522103.0,52.0,2.0,1.0,3.0,7.0
21655,1.0,260.0,1.0,800.0,0.0,,1.0,1100.0,0.0,,2009.0,,,,,,1.0,522103008.0,522103.0,52.0,2.0,1.0,3.0,8.0
21672,2.0,80.0,1.0,300.0,1.0,500.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,522103009.0,522103.0,52.0,2.0,1.0,3.0,9.0
21714,1.0,300.0,1.0,1000.0,0.0,,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522103012.0,522103.0,52.0,2.0,1.0,3.0,12.0
21715,2.0,150.0,1.0,300.0,0.0,,1.0,700.0,0.0,,2009.0,,,,,,2.0,522103012.0,522103.0,52.0,2.0,1.0,3.0,12.0
21792,1.0,1200.0,1.0,600.0,1.0,3500.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522103017.0,522103.0,52.0,2.0,1.0,3.0,17.0
21793,2.0,500.0,1.0,300.0,1.0,1200.0,1.0,400.0,0.0,,2009.0,,,,,,2.0,522103017.0,522103.0,52.0,2.0,1.0,3.0,17.0
21823,1.0,500.0,1.0,900.0,0.0,,1.0,1600.0,0.0,,2009.0,,,,,,1.0,522103019.0,522103.0,52.0,2.0,1.0,3.0,19.0
21838,1.0,200.0,1.0,500.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522103020.0,522103.0,52.0,2.0,1.0,3.0,20.0
21868,1.0,300.0,1.0,200.0,0.0,,1.0,860.0,0.0,,2009.0,,,,,,1.0,522104003.0,522104.0,52.0,2.0,1.0,4.0,3.0
21898,1.0,1000.0,1.0,300.0,1.0,1200.0,1.0,700.0,1.0,500.0,2009.0,,,,,,1.0,522104005.0,522104.0,52.0,2.0,1.0,4.0,5.0
21917,1.0,300.0,1.0,1500.0,1.0,1000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522104006.0,522104.0,52.0,2.0,1.0,4.0,6.0
21918,2.0,100.0,1.0,300.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522104006.0,522104.0,52.0,2.0,1.0,4.0,6.0
21966,1.0,160.0,1.0,290.0,1.0,850.0,1.0,200.0,0.0,,2009.0,,,,,,1.0,522104011.0,522104.0,52.0,2.0,1.0,4.0,11.0
21984,1.0,250.0,1.0,700.0,1.0,960.0,0.0,,0.0,,2009.0,,,,,,1.0,522104012.0,522104.0,52.0,2.0,1.0,4.0,12.0
22021,1.0,180.0,1.0,450.0,1.0,950.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522104015.0,522104.0,52.0,2.0,1.0,4.0,15.0
22022,2.0,100.0,1.0,300.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,522104015.0,522104.0,52.0,2.0,1.0,4.0,15.0
22038,1.0,1000.0,1.0,500.0,1.0,2000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522104016.0,522104.0,52.0,2.0,1.0,4.0,16.0
22053,1.0,4000.0,1.0,3000.0,1.0,8000.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522104017.0,522104.0,52.0,2.0,1.0,4.0,17.0
22102,2.0,50.0,1.0,500.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522104020.0,522104.0,52.0,2.0,1.0,4.0,20.0
22116,1.0,200.0,1.0,500.0,0.0,,1.0,800.0,0.0,,2009.0,,,,,,1.0,522104041.0,522104.0,52.0,2.0,1.0,4.0,41.0
22132,1.0,210.0,1.0,500.0,0.0,,1.0,1100.0,0.0,,2009.0,,,,,,1.0,522104042.0,522104.0,52.0,2.0,1.0,4.0,42.0
22144,1.0,1000.0,1.0,400.0,1.0,1000.0,1.0,1100.0,0.0,,2009.0,,,,,,1.0,522104061.0,522104.0,52.0,2.0,1.0,4.0,61.0
22145,2.0,2500.0,0.0,,1.0,5000.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,522104061.0,522104.0,52.0,2.0,1.0,4.0,61.0
22217,1.0,300.0,1.0,1200.0,0.0,,1.0,2500.0,0.0,,2009.0,,,,,,1.0,522202008.0,522202.0,52.0,2.0,2.0,2.0,8.0
22237,1.0,900.0,1.0,1800.0,1.0,2700.0,0.0,,0.0,,2009.0,,,,,,1.0,522202010.0,522202.0,52.0,2.0,2.0,2.0,10.0
22238,3.0,-999.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522202010.0,522202.0,52.0,2.0,2.0,2.0,10.0
22322,1.0,400.0,0.0,,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522202082.0,522202.0,52.0,2.0,2.0,2.0,82.0
22340,1.0,1800.0,1.0,1500.0,1.0,1800.0,1.0,1000.0,1.0,200.0,2009.0,,,,,,1.0,522203001.0,522203.0,52.0,2.0,2.0,3.0,1.0
22341,3.0,400.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522203001.0,522203.0,52.0,2.0,2.0,3.0,1.0
22356,1.0,-999.0,1.0,-999.0,1.0,1200.0,1.0,-999.0,1.0,-999.0,2009.0,,,,,,1.0,522203002.0,522203.0,52.0,2.0,2.0,3.0,2.0
22372,3.0,100.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522203003.0,522203.0,52.0,2.0,2.0,3.0,3.0
22387,1.0,1272.0,1.0,800.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,522203004.0,522203.0,52.0,2.0,2.0,3.0,4.0
22388,3.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522203004.0,522203.0,52.0,2.0,2.0,3.0,4.0
22408,1.0,800.0,1.0,500.0,1.0,1800.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522203005.0,522203.0,52.0,2.0,2.0,3.0,5.0
22449,1.0,80.0,1.0,800.0,0.0,,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522203007.0,522203.0,52.0,2.0,2.0,3.0,7.0
22450,2.0,10.0,1.0,30.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,522203007.0,522203.0,52.0,2.0,2.0,3.0,7.0
22486,1.0,-999.0,1.0,-999.0,1.0,800.0,1.0,800.0,1.0,200.0,2009.0,,,,,,1.0,522203009.0,522203.0,52.0,2.0,2.0,3.0,9.0
22555,1.0,2000.0,1.0,1000.0,1.0,1800.0,1.0,1600.0,0.0,,2009.0,,,,,,1.0,522203013.0,522203.0,52.0,2.0,2.0,3.0,13.0
22556,2.0,1000.0,1.0,800.0,1.0,1000.0,1.0,800.0,0.0,,2009.0,,,,,,2.0,522203013.0,522203.0,52.0,2.0,2.0,3.0,13.0
22557,3.0,600.0,1.0,400.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522203013.0,522203.0,52.0,2.0,2.0,3.0,13.0
22588,1.0,300.0,1.0,800.0,0.0,,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522203015.0,522203.0,52.0,2.0,2.0,3.0,15.0
22589,2.0,80.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,522203015.0,522203.0,52.0,2.0,2.0,3.0,15.0
22590,3.0,300.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522203015.0,522203.0,52.0,2.0,2.0,3.0,15.0
22602,1.0,2500.0,1.0,2000.0,0.0,,1.0,3000.0,1.0,2500.0,2009.0,,,,,,1.0,522203016.0,522203.0,52.0,2.0,2.0,3.0,16.0
22616,1.0,2000.0,1.0,1000.0,1.0,2000.0,1.0,1800.0,1.0,500.0,2009.0,,,,,,1.0,522203017.0,522203.0,52.0,2.0,2.0,3.0,17.0
22631,1.0,150.0,0.0,,0.0,,1.0,1000.0,1.0,300.0,2009.0,,,,,,1.0,522203018.0,522203.0,52.0,2.0,2.0,3.0,18.0
22632,2.0,100.0,0.0,,1.0,200.0,1.0,150.0,0.0,,2009.0,,,,,,2.0,522203018.0,522203.0,52.0,2.0,2.0,3.0,18.0
22633,3.0,150.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522203018.0,522203.0,52.0,2.0,2.0,3.0,18.0
22672,1.0,1800.0,1.0,800.0,0.0,,1.0,2350.0,0.0,,2009.0,,,,,,1.0,522204001.0,522204.0,52.0,2.0,2.0,4.0,1.0
22727,1.0,600.0,1.0,800.0,1.0,2100.0,0.0,,0.0,,2009.0,,,,,,1.0,522204006.0,522204.0,52.0,2.0,2.0,4.0,6.0
22728,2.0,5.0,1.0,70.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,522204006.0,522204.0,52.0,2.0,2.0,4.0,6.0
22781,1.0,600.0,1.0,700.0,0.0,,1.0,1300.0,0.0,,2009.0,,,,,,1.0,522204010.0,522204.0,52.0,2.0,2.0,4.0,10.0
22807,1.0,100.0,0.0,,1.0,350.0,0.0,,0.0,,2009.0,,,,,,1.0,522204012.0,522204.0,52.0,2.0,2.0,4.0,12.0
22808,3.0,200.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522204012.0,522204.0,52.0,2.0,2.0,4.0,12.0
22857,1.0,3000.0,1.0,2000.0,1.0,10000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522204017.0,522204.0,52.0,2.0,2.0,4.0,17.0
22867,1.0,1000.0,1.0,500.0,1.0,4000.0,1.0,800.0,0.0,,2009.0,,,,,,1.0,522204018.0,522204.0,52.0,2.0,2.0,4.0,18.0
22868,2.0,,1.0,300.0,0.0,,1.0,250.0,0.0,,2009.0,,,,,,2.0,522204018.0,522204.0,52.0,2.0,2.0,4.0,18.0
22895,1.0,8001.0,1.0,4000.0,0.0,,1.0,1300.0,0.0,,2009.0,,,,,,1.0,522204061.0,522204.0,52.0,2.0,2.0,4.0,61.0
22896,3.0,50.0,1.0,30.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522204061.0,522204.0,52.0,2.0,2.0,4.0,61.0
22931,1.0,3500.0,1.0,1500.0,1.0,6000.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522302001.0,522302.0,52.0,2.0,3.0,2.0,1.0
22932,2.0,200.0,1.0,100.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,522302001.0,522302.0,52.0,2.0,3.0,2.0,1.0
22933,3.0,400.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522302001.0,522302.0,52.0,2.0,3.0,2.0,1.0
22951,1.0,3600.0,1.0,1500.0,1.0,3100.0,1.0,1600.0,0.0,,2009.0,,,,,,1.0,522302002.0,522302.0,52.0,2.0,3.0,2.0,2.0
22952,2.0,300.0,1.0,200.0,1.0,600.0,1.0,100.0,0.0,,2009.0,,,,,,2.0,522302002.0,522302.0,52.0,2.0,3.0,2.0,2.0
22953,3.0,1000.0,1.0,900.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522302002.0,522302.0,52.0,2.0,3.0,2.0,2.0
22971,1.0,1500.0,1.0,1000.0,1.0,2400.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522302003.0,522302.0,52.0,2.0,3.0,2.0,3.0
22972,2.0,100.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522302003.0,522302.0,52.0,2.0,3.0,2.0,3.0
22988,1.0,3000.0,1.0,1000.0,1.0,4500.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522302004.0,522302.0,52.0,2.0,3.0,2.0,4.0
22989,2.0,400.0,1.0,100.0,1.0,500.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,522302004.0,522302.0,52.0,2.0,3.0,2.0,4.0
22990,3.0,60.0,1.0,100.0,1.0,300.0,0.0,,0.0,,2009.0,,,,,,3.0,522302004.0,522302.0,52.0,2.0,3.0,2.0,4.0
23023,1.0,800.0,1.0,200.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,522302006.0,522302.0,52.0,2.0,3.0,2.0,6.0
23024,2.0,100.0,1.0,50.0,0.0,,1.0,150.0,0.0,,2009.0,,,,,,2.0,522302006.0,522302.0,52.0,2.0,3.0,2.0,6.0
23045,1.0,5000.0,1.0,2000.0,1.0,8000.0,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522302008.0,522302.0,52.0,2.0,3.0,2.0,8.0
23046,2.0,400.0,1.0,100.0,1.0,500.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,522302008.0,522302.0,52.0,2.0,3.0,2.0,8.0
23047,3.0,800.0,1.0,700.0,1.0,7200.0,0.0,,0.0,,2009.0,,,,,,3.0,522302008.0,522302.0,52.0,2.0,3.0,2.0,8.0
23080,1.0,1100.0,1.0,800.0,1.0,1500.0,0.0,,0.0,,2009.0,,,,,,1.0,522302011.0,522302.0,52.0,2.0,3.0,2.0,11.0
23081,2.0,100.0,1.0,70.0,1.0,200.0,0.0,,0.0,,2009.0,,,,,,2.0,522302011.0,522302.0,52.0,2.0,3.0,2.0,11.0
23094,1.0,3800.0,1.0,2000.0,1.0,9000.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522302012.0,522302.0,52.0,2.0,3.0,2.0,12.0
23095,2.0,200.0,1.0,150.0,1.0,700.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,522302012.0,522302.0,52.0,2.0,3.0,2.0,12.0
23112,1.0,1500.0,1.0,300.0,0.0,,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522302013.0,522302.0,52.0,2.0,3.0,2.0,13.0
23133,1.0,600.0,1.0,400.0,0.0,,1.0,1300.0,0.0,,2009.0,,,,,,1.0,522302014.0,522302.0,52.0,2.0,3.0,2.0,14.0
23134,2.0,200.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,522302014.0,522302.0,52.0,2.0,3.0,2.0,14.0
23135,3.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,522302014.0,522302.0,52.0,2.0,3.0,2.0,14.0
23144,1.0,2000.0,1.0,1800.0,1.0,1800.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,522302015.0,522302.0,52.0,2.0,3.0,2.0,15.0
23145,2.0,400.0,1.0,200.0,1.0,900.0,1.0,150.0,0.0,,2009.0,,,,,,2.0,522302015.0,522302.0,52.0,2.0,3.0,2.0,15.0
23161,1.0,800.0,1.0,500.0,0.0,,1.0,2000.0,0.0,,2009.0,,,,,,1.0,522302016.0,522302.0,52.0,2.0,3.0,2.0,16.0
23162,2.0,100.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,522302016.0,522302.0,52.0,2.0,3.0,2.0,16.0
23172,1.0,800.0,1.0,500.0,0.0,,1.0,1400.0,0.0,,2009.0,,,,,,1.0,522302017.0,522302.0,52.0,2.0,3.0,2.0,17.0
23173,2.0,300.0,1.0,100.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,522302017.0,522302.0,52.0,2.0,3.0,2.0,17.0
23185,1.0,400.0,1.0,200.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,522302018.0,522302.0,52.0,2.0,3.0,2.0,18.0
23186,2.0,100.0,1.0,100.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,522302018.0,522302.0,52.0,2.0,3.0,2.0,18.0
23202,1.0,600.0,1.0,300.0,0.0,,1.0,1100.0,0.0,,2009.0,,,,,,1.0,522302019.0,522302.0,52.0,2.0,3.0,2.0,19.0
23222,1.0,2300.0,1.0,1000.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,522302020.0,522302.0,52.0,2.0,3.0,2.0,20.0
