,f11,f14,f15a,f15,f16,f17,f18,f19,f20,f21,wave,f13,f19_cln,f14_cln,f15_cln,f17_cln,f11_new,hhid,commid,t1,t2,t3,t4,t5
8169,2.0,20.0,1.0,200.0,0.0,,1.0,80.0,0.0,,2009.0,,,,,,2.0,372404019.0,372404.0,37.0,2.0,4.0,4.0,19.0
8178,2.0,200.0,1.0,300.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,372404020.0,372404.0,37.0,2.0,4.0,4.0,20.0
8182,2.0,-999.0,1.0,120.0,0.0,,1.0,80.0,0.0,,2009.0,,,,,,2.0,372404041.0,372404.0,37.0,2.0,4.0,4.0,41.0
8439,1.0,600.0,0.0,,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,1.0,411204003.0,411204.0,41.0,1.0,2.0,4.0,3.0
8440,2.0,100.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,411204003.0,411204.0,41.0,1.0,2.0,4.0,3.0
8441,3.0,400.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,411204003.0,411204.0,41.0,1.0,2.0,4.0,3.0
8448,1.0,5000.0,0.0,,1.0,90000.0,0.0,,0.0,,2009.0,,,,,,1.0,411204004.0,411204.0,41.0,1.0,2.0,4.0,4.0
8575,2.0,-999.0,1.0,-999.0,0.0,,1.0,45.0,0.0,,2009.0,,,,,,2.0,411204121.0,411204.0,41.0,1.0,2.0,4.0,121.0
8576,3.0,5000.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,411204121.0,411204.0,41.0,1.0,2.0,4.0,121.0
8578,3.0,80.0,9.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,411204123.0,411204.0,41.0,1.0,2.0,4.0,123.0
8633,1.0,5000.0,0.0,,1.0,84000.0,0.0,,0.0,,2009.0,,,,,,1.0,412102007.0,412102.0,41.0,2.0,1.0,2.0,7.0
8707,1.0,1500.0,0.0,,1.0,45000.0,0.0,,0.0,,2009.0,,,,,,1.0,412103002.0,412103.0,41.0,2.0,1.0,3.0,2.0
8715,1.0,5000.0,1.0,4000.0,1.0,1500.0,0.0,,0.0,,2009.0,,,,,,1.0,412103003.0,412103.0,41.0,2.0,1.0,3.0,3.0
8716,2.0,3000.0,0.0,,0.0,,1.0,600.0,1.0,300.0,2009.0,,,,,,2.0,412103003.0,412103.0,41.0,2.0,1.0,3.0,3.0
8746,2.0,400.0,0.0,,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,412103006.0,412103.0,41.0,2.0,1.0,3.0,6.0
8764,2.0,1200.0,0.0,,0.0,,1.0,150.0,0.0,,2009.0,,,,,,2.0,412103007.0,412103.0,41.0,2.0,1.0,3.0,7.0
8786,1.0,500.0,1.0,1000.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,412103009.0,412103.0,41.0,2.0,1.0,3.0,9.0
8827,1.0,1000.0,1.0,500.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,412103012.0,412103.0,41.0,2.0,1.0,3.0,12.0
8884,1.0,500.0,1.0,3500.0,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,1.0,412103017.0,412103.0,41.0,2.0,1.0,3.0,17.0
8892,1.0,3000.0,0.0,,1.0,6000.0,0.0,,0.0,,2009.0,,,,,,1.0,412103018.0,412103.0,41.0,2.0,1.0,3.0,18.0
8893,2.0,100.0,0.0,,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,412103018.0,412103.0,41.0,2.0,1.0,3.0,18.0
8899,1.0,2000.0,1.0,1000.0,1.0,40000.0,0.0,,0.0,,2009.0,,,,,,1.0,412103019.0,412103.0,41.0,2.0,1.0,3.0,19.0
8948,1.0,,1.0,3000.0,1.0,30000.0,1.0,400.0,0.0,,2009.0,,,,,,1.0,412104005.0,412104.0,41.0,2.0,1.0,4.0,5.0
8954,2.0,20.0,1.0,100.0,0.0,,1.0,450.0,1.0,100.0,2009.0,,,,,,2.0,412104006.0,412104.0,41.0,2.0,1.0,4.0,6.0
9040,1.0,1000.0,1.0,700.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,412104122.0,412104.0,41.0,2.0,1.0,4.0,122.0
9139,1.0,-999.0,1.0,1200.0,1.0,3000.0,1.0,800.0,1.0,600.0,2009.0,,,,,,1.0,412202006.0,412202.0,41.0,2.0,2.0,2.0,6.0
9167,1.0,500.0,1.0,300.0,0.0,,1.0,900.0,1.0,400.0,2009.0,,,,,,1.0,412202009.0,412202.0,41.0,2.0,2.0,2.0,9.0
9176,1.0,2500.0,0.0,,1.0,6000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,412202010.0,412202.0,41.0,2.0,2.0,2.0,10.0
9177,2.0,-999.0,0.0,,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,412202010.0,412202.0,41.0,2.0,2.0,2.0,10.0
9222,2.0,90.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,412202015.0,412202.0,41.0,2.0,2.0,2.0,15.0
9223,3.0,-999.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412202015.0,412202.0,41.0,2.0,2.0,2.0,15.0
9242,1.0,700.0,1.0,600.0,1.0,2000.0,1.0,800.0,0.0,,2009.0,,,,,,1.0,412202016.0,412202.0,41.0,2.0,2.0,2.0,16.0
9260,3.0,100.0,1.0,800.0,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,3.0,412202017.0,412202.0,41.0,2.0,2.0,2.0,17.0
9282,3.0,-999.0,1.0,120.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412202020.0,412202.0,41.0,2.0,2.0,2.0,20.0
9288,2.0,180.0,1.0,150.0,0.0,,1.0,220.0,0.0,,2009.0,,,,,,2.0,412202081.0,412202.0,41.0,2.0,2.0,2.0,81.0
9289,3.0,-999.0,1.0,120.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412202081.0,412202.0,41.0,2.0,2.0,2.0,81.0
9295,1.0,2000.0,1.0,800.0,1.0,2000.0,1.0,1500.0,0.0,,2009.0,,,,,,1.0,412202084.0,412202.0,41.0,2.0,2.0,2.0,84.0
9296,2.0,300.0,1.0,200.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,412202084.0,412202.0,41.0,2.0,2.0,2.0,84.0
9529,1.0,400.0,1.0,800.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,1.0,412203047.0,412203.0,41.0,2.0,2.0,3.0,47.0
9530,2.0,300.0,1.0,500.0,0.0,,1.0,800.0,0.0,,2009.0,,,,,,2.0,412203047.0,412203.0,41.0,2.0,2.0,3.0,47.0
9561,1.0,400.0,1.0,600.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,412203064.0,412203.0,41.0,2.0,2.0,3.0,64.0
9565,1.0,1200.0,1.0,800.0,0.0,,1.0,2000.0,0.0,,2009.0,,,,,,1.0,412203081.0,412203.0,41.0,2.0,2.0,3.0,81.0
9566,2.0,80.0,1.0,60.0,0.0,,1.0,240.0,0.0,,2009.0,,,,,,2.0,412203081.0,412203.0,41.0,2.0,2.0,3.0,81.0
9575,1.0,3078.0,1.0,2650.0,0.0,,1.0,5130.0,0.0,,2009.0,,,,,,1.0,412203083.0,412203.0,41.0,2.0,2.0,3.0,83.0
9576,2.0,260.0,1.0,200.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,412203083.0,412203.0,41.0,2.0,2.0,3.0,83.0
9589,1.0,500.0,1.0,200.0,1.0,800.0,1.0,800.0,0.0,,2009.0,,,,,,1.0,412203087.0,412203.0,41.0,2.0,2.0,3.0,87.0
9590,2.0,200.0,1.0,200.0,1.0,300.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,412203087.0,412203.0,41.0,2.0,2.0,3.0,87.0
9596,2.0,-999.0,1.0,300.0,0.0,,1.0,560.0,0.0,,2009.0,,,,,,2.0,412203088.0,412203.0,41.0,2.0,2.0,3.0,88.0
9601,1.0,1600.0,1.0,600.0,1.0,1200.0,1.0,1600.0,0.0,,2009.0,,,,,,1.0,412203121.0,412203.0,41.0,2.0,2.0,3.0,121.0
9602,2.0,100.0,1.0,100.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,412203121.0,412203.0,41.0,2.0,2.0,3.0,121.0
9608,1.0,1800.0,1.0,1200.0,1.0,2300.0,1.0,1600.0,0.0,,2009.0,,,,,,1.0,412203122.0,412203.0,41.0,2.0,2.0,3.0,122.0
9609,2.0,300.0,1.0,300.0,0.0,,1.0,800.0,0.0,,2009.0,,,,,,2.0,412203122.0,412203.0,41.0,2.0,2.0,3.0,122.0
9637,1.0,1400.0,1.0,600.0,0.0,,1.0,2100.0,0.0,,2009.0,,,,,,1.0,412204001.0,412204.0,41.0,2.0,2.0,4.0,1.0
9674,1.0,3000.0,1.0,2000.0,1.0,7000.0,1.0,700.0,0.0,,2009.0,,,,,,1.0,412204003.0,412204.0,41.0,2.0,2.0,4.0,3.0
9703,1.0,900.0,1.0,500.0,1.0,1000.0,1.0,1300.0,0.0,,2009.0,,,,,,1.0,412204005.0,412204.0,41.0,2.0,2.0,4.0,5.0
9729,3.0,-999.0,1.0,150.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412204007.0,412204.0,41.0,2.0,2.0,4.0,7.0
9879,1.0,1400.0,0.0,,1.0,4200.0,1.0,200.0,0.0,,2009.0,,,,,,1.0,412204018.0,412204.0,41.0,2.0,2.0,4.0,18.0
9880,2.0,50.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,412204018.0,412204.0,41.0,2.0,2.0,4.0,18.0
9881,3.0,-999.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412204018.0,412204.0,41.0,2.0,2.0,4.0,18.0
9927,1.0,-999.0,0.0,,0.0,,0.0,,1.0,700.0,2009.0,,,,,,1.0,412204081.0,412204.0,41.0,2.0,2.0,4.0,81.0
9939,1.0,300.0,0.0,,1.0,1200.0,0.0,,0.0,,2009.0,,,,,,1.0,412204083.0,412204.0,41.0,2.0,2.0,4.0,83.0
9941,1.0,1300.0,1.0,600.0,1.0,2500.0,1.0,1300.0,0.0,,2009.0,,,,,,1.0,412204122.0,412204.0,41.0,2.0,2.0,4.0,122.0
9994,2.0,10.0,1.0,5.0,0.0,,1.0,30.0,0.0,,2009.0,,,,,,2.0,412302006.0,412302.0,41.0,2.0,3.0,2.0,6.0
9996,2.0,100.0,1.0,80.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412302007.0,412302.0,41.0,2.0,3.0,2.0,7.0
10002,2.0,20.0,1.0,460.0,0.0,,1.0,460.0,0.0,,2009.0,,,,,,2.0,412302008.0,412302.0,41.0,2.0,3.0,2.0,8.0
10013,3.0,20.0,1.0,900.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412302009.0,412302.0,41.0,2.0,3.0,2.0,9.0
10059,1.0,20.0,1.0,50.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412302017.0,412302.0,41.0,2.0,3.0,2.0,17.0
10066,2.0,200.0,0.0,,1.0,15000.0,1.0,150.0,0.0,,2009.0,,,,,,2.0,412302019.0,412302.0,41.0,2.0,3.0,2.0,19.0
10077,3.0,100.0,1.0,200.0,1.0,3500.0,0.0,,0.0,,2009.0,,,,,,3.0,412302020.0,412302.0,41.0,2.0,3.0,2.0,20.0
10080,1.0,800.0,1.0,200.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,412302081.0,412302.0,41.0,2.0,3.0,2.0,81.0
10111,2.0,100.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,412303005.0,412303.0,41.0,2.0,3.0,3.0,5.0
10130,1.0,60.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412303008.0,412303.0,41.0,2.0,3.0,3.0,8.0
10135,1.0,60.0,1.0,450.0,1.0,1000.0,0.0,,0.0,,2009.0,,,,,,1.0,412303009.0,412303.0,41.0,2.0,3.0,3.0,9.0
10151,2.0,50.0,1.0,30.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,412303011.0,412303.0,41.0,2.0,3.0,3.0,11.0
10152,3.0,20.0,1.0,20.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412303011.0,412303.0,41.0,2.0,3.0,3.0,11.0
10170,1.0,400.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412303013.0,412303.0,41.0,2.0,3.0,3.0,13.0
10205,2.0,30.0,1.0,70.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412303019.0,412303.0,41.0,2.0,3.0,3.0,19.0
10214,2.0,120.0,1.0,120.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412304001.0,412304.0,41.0,2.0,3.0,4.0,1.0
10215,3.0,200.0,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412304001.0,412304.0,41.0,2.0,3.0,4.0,1.0
10251,2.0,10.0,1.0,150.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412304010.0,412304.0,41.0,2.0,3.0,4.0,10.0
10270,2.0,4000.0,1.0,1000.0,1.0,10000.0,1.0,200.0,1.0,300.0,2009.0,,,,,,2.0,412304013.0,412304.0,41.0,2.0,3.0,4.0,13.0
10305,2.0,20.0,1.0,100.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,412304123.0,412304.0,41.0,2.0,3.0,4.0,123.0
10310,3.0,100.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412401001.0,412401.0,41.0,2.0,4.0,1.0,1.0
10358,3.0,2000.0,0.0,,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,3.0,412401012.0,412401.0,41.0,2.0,4.0,1.0,12.0
10385,3.0,200.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412401015.0,412401.0,41.0,2.0,4.0,1.0,15.0
10482,1.0,9900.0,0.0,,1.0,12000.0,0.0,,0.0,,2009.0,,,,,,1.0,412402011.0,412402.0,41.0,2.0,4.0,2.0,11.0
10510,1.0,500.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412402017.0,412402.0,41.0,2.0,4.0,2.0,17.0
10527,1.0,3000.0,0.0,,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,1.0,412402019.0,412402.0,41.0,2.0,4.0,2.0,19.0
10534,3.0,40.0,1.0,190.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412402031.0,412402.0,41.0,2.0,4.0,2.0,31.0
10543,3.0,300.0,1.0,260.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412402082.0,412402.0,41.0,2.0,4.0,2.0,82.0
10559,1.0,30.0,0.0,,1.0,-9999.0,0.0,,0.0,,2009.0,,,,,,1.0,412403001.0,412403.0,41.0,2.0,4.0,3.0,1.0
10560,2.0,200.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412403001.0,412403.0,41.0,2.0,4.0,3.0,1.0
10561,3.0,400.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403001.0,412403.0,41.0,2.0,4.0,3.0,1.0
10582,3.0,3000.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403002.0,412403.0,41.0,2.0,4.0,3.0,2.0
10592,2.0,3000.0,1.0,800.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412403003.0,412403.0,41.0,2.0,4.0,3.0,3.0
10606,1.0,1200.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412403004.0,412403.0,41.0,2.0,4.0,3.0,4.0
10607,2.0,20.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412403004.0,412403.0,41.0,2.0,4.0,3.0,4.0
10608,3.0,360.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403004.0,412403.0,41.0,2.0,4.0,3.0,4.0
10621,3.0,300.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403005.0,412403.0,41.0,2.0,4.0,3.0,5.0
10641,3.0,1000.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403006.0,412403.0,41.0,2.0,4.0,3.0,6.0
10671,2.0,200.0,1.0,300.0,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,2.0,412403008.0,412403.0,41.0,2.0,4.0,3.0,8.0
10672,3.0,300.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403008.0,412403.0,41.0,2.0,4.0,3.0,8.0
10688,1.0,40.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412403009.0,412403.0,41.0,2.0,4.0,3.0,9.0
10689,2.0,100.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412403009.0,412403.0,41.0,2.0,4.0,3.0,9.0
10690,3.0,130.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403009.0,412403.0,41.0,2.0,4.0,3.0,9.0
10711,1.0,9990.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412403010.0,412403.0,41.0,2.0,4.0,3.0,10.0
10712,2.0,500.0,0.0,,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,2.0,412403010.0,412403.0,41.0,2.0,4.0,3.0,10.0
10713,3.0,4000.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403010.0,412403.0,41.0,2.0,4.0,3.0,10.0
10728,3.0,700.0,1.0,800.0,1.0,3800.0,0.0,,0.0,,2009.0,,,,,,3.0,412403011.0,412403.0,41.0,2.0,4.0,3.0,11.0
10743,1.0,800.0,1.0,3000.0,1.0,18000.0,1.0,400.0,1.0,450.0,2009.0,,,,,,1.0,412403012.0,412403.0,41.0,2.0,4.0,3.0,12.0
10757,3.0,-999.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403013.0,412403.0,41.0,2.0,4.0,3.0,13.0
10772,1.0,100.0,1.0,200.0,1.0,600.0,0.0,,0.0,,2009.0,,,,,,1.0,412403014.0,412403.0,41.0,2.0,4.0,3.0,14.0
10800,2.0,-999.0,1.0,300.0,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,2.0,412403016.0,412403.0,41.0,2.0,4.0,3.0,16.0
10817,3.0,1500.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403017.0,412403.0,41.0,2.0,4.0,3.0,17.0
10830,2.0,-999.0,1.0,200.0,0.0,,1.0,-999.0,0.0,,2009.0,,,,,,2.0,412403018.0,412403.0,41.0,2.0,4.0,3.0,18.0
10852,1.0,200.0,1.0,300.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412403019.0,412403.0,41.0,2.0,4.0,3.0,19.0
10853,3.0,2000.0,1.0,1500.0,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,3.0,412403019.0,412403.0,41.0,2.0,4.0,3.0,19.0
10867,3.0,3000.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412403020.0,412403.0,41.0,2.0,4.0,3.0,20.0
10871,1.0,1000.0,1.0,500.0,0.0,,1.0,500.0,1.0,200.0,2009.0,,,,,,1.0,412403041.0,412403.0,41.0,2.0,4.0,3.0,41.0
10900,1.0,10.0,1.0,50.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,412404002.0,412404.0,41.0,2.0,4.0,4.0,2.0
10901,2.0,10.0,1.0,30.0,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412404002.0,412404.0,41.0,2.0,4.0,4.0,2.0
10902,3.0,10.0,1.0,120.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412404002.0,412404.0,41.0,2.0,4.0,4.0,2.0
10996,1.0,600.0,0.0,,1.0,2500.0,0.0,,0.0,,2009.0,,,,,,1.0,412404014.0,412404.0,41.0,2.0,4.0,4.0,14.0
11023,2.0,10.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,412404017.0,412404.0,41.0,2.0,4.0,4.0,17.0
11040,1.0,1000.0,0.0,,1.0,400.0,0.0,,0.0,,2009.0,,,,,,1.0,412404019.0,412404.0,41.0,2.0,4.0,4.0,19.0
11049,3.0,30.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412404031.0,412404.0,41.0,2.0,4.0,4.0,31.0
11052,3.0,1030.0,1.0,100.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,412404032.0,412404.0,41.0,2.0,4.0,4.0,32.0
11060,1.0,4000.0,1.0,2500.0,1.0,7000.0,0.0,,0.0,,2009.0,,,,,,1.0,412404041.0,412404.0,41.0,2.0,4.0,4.0,41.0
11061,2.0,100.0,1.0,300.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,412404041.0,412404.0,41.0,2.0,4.0,4.0,41.0
11076,2.0,200.0,1.0,200.0,1.0,1000.0,1.0,400.0,1.0,50.0,2009.0,,,,,,2.0,421103001.0,421103.0,42.0,1.0,1.0,3.0,1.0
11137,2.0,-999.0,1.0,-999.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,421103007.0,421103.0,42.0,1.0,1.0,3.0,7.0
11138,3.0,-999.0,1.0,-999.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,421103007.0,421103.0,42.0,1.0,1.0,3.0,7.0
11152,2.0,,1.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,421103010.0,421103.0,42.0,1.0,1.0,3.0,10.0
11153,3.0,300.0,1.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,421103010.0,421103.0,42.0,1.0,1.0,3.0,10.0
11199,2.0,20.0,1.0,50.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,421103015.0,421103.0,42.0,1.0,1.0,3.0,15.0
11212,2.0,100.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,421103016.0,421103.0,42.0,1.0,1.0,3.0,16.0
11222,2.0,600.0,1.0,300.0,1.0,200.0,1.0,600.0,0.0,,2009.0,,,,,,2.0,421103017.0,421103.0,42.0,1.0,1.0,3.0,17.0
11223,3.0,20.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,421103017.0,421103.0,42.0,1.0,1.0,3.0,17.0
11238,2.0,100.0,1.0,-999.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,421103018.0,421103.0,42.0,1.0,1.0,3.0,18.0
11296,2.0,2000.0,0.0,,0.0,,1.0,350.0,0.0,,2009.0,,,,,,2.0,421203007.0,421203.0,42.0,1.0,2.0,3.0,7.0
11402,2.0,100.0,0.0,,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,421204010.0,421204.0,42.0,1.0,2.0,4.0,10.0
11450,1.0,40.0,1.0,400.0,1.0,1500.0,1.0,100.0,0.0,,2009.0,,,,,,1.0,421204016.0,421204.0,42.0,1.0,2.0,4.0,16.0
11451,2.0,200.0,9.0,,0.0,,1.0,560.0,0.0,,2009.0,,,,,,2.0,421204016.0,421204.0,42.0,1.0,2.0,4.0,16.0
11452,3.0,300.0,1.0,100.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,421204016.0,421204.0,42.0,1.0,2.0,4.0,16.0
11464,1.0,9999.0,9.0,,9.0,,9.0,,9.0,,2009.0,,,,,,1.0,421204018.0,421204.0,42.0,1.0,2.0,4.0,18.0
11465,2.0,9999.0,9.0,,9.0,,9.0,,9.0,,2009.0,,,,,,2.0,421204018.0,421204.0,42.0,1.0,2.0,4.0,18.0
11466,3.0,9999.0,9.0,,9.0,,9.0,,9.0,,2009.0,,,,,,3.0,421204018.0,421204.0,42.0,1.0,2.0,4.0,18.0
11467,4.0,9999.0,9.0,,9.0,,9.0,,9.0,,2009.0,,,,,,4.0,421204018.0,421204.0,42.0,1.0,2.0,4.0,18.0
11554,2.0,700.0,1.0,400.0,0.0,,1.0,600.0,1.0,100.0,2009.0,,,,,,2.0,422104005.0,422104.0,42.0,2.0,1.0,4.0,5.0
11555,3.0,,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,422104005.0,422104.0,42.0,2.0,1.0,4.0,5.0
11568,2.0,-999.0,1.0,-999.0,0.0,,1.0,700.0,0.0,,2009.0,,,,,,2.0,422104006.0,422104.0,42.0,2.0,1.0,4.0,6.0
11577,2.0,300.0,1.0,200.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,422104007.0,422104.0,42.0,2.0,1.0,4.0,7.0
11605,2.0,-999.0,1.0,-999.0,0.0,,1.0,700.0,0.0,,2009.0,,,,,,2.0,422104011.0,422104.0,42.0,2.0,1.0,4.0,11.0
11633,2.0,120.0,1.0,400.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,422104014.0,422104.0,42.0,2.0,1.0,4.0,14.0
11647,2.0,50.0,1.0,150.0,0.0,,1.0,450.0,0.0,,2009.0,,,,,,2.0,422104016.0,422104.0,42.0,2.0,1.0,4.0,16.0
11659,2.0,390.0,1.0,500.0,0.0,,1.0,1000.0,1.0,90.0,2009.0,,,,,,2.0,422104017.0,422104.0,42.0,2.0,1.0,4.0,17.0
11660,3.0,,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,422104017.0,422104.0,42.0,2.0,1.0,4.0,17.0
11680,2.0,600.0,1.0,-999.0,0.0,,1.0,600.0,0.0,,2009.0,,,,,,2.0,422104019.0,422104.0,42.0,2.0,1.0,4.0,19.0
11692,2.0,150.0,1.0,300.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,422104020.0,422104.0,42.0,2.0,1.0,4.0,20.0
11698,2.0,,1.0,200.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,422104081.0,422104.0,42.0,2.0,1.0,4.0,81.0
11699,3.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,422104081.0,422104.0,42.0,2.0,1.0,4.0,81.0
11759,1.0,1680.0,0.0,,1.0,2460.0,1.0,1200.0,0.0,,2009.0,,,,,,1.0,422202002.0,422202.0,42.0,2.0,2.0,2.0,2.0
11833,2.0,100.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,422202010.0,422202.0,42.0,2.0,2.0,2.0,10.0
11847,2.0,100.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,422202011.0,422202.0,42.0,2.0,2.0,2.0,11.0
11896,2.0,200.0,1.0,120.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,422202017.0,422202.0,42.0,2.0,2.0,2.0,17.0
11906,2.0,50.0,1.0,150.0,0.0,,1.0,250.0,0.0,,2009.0,,,,,,2.0,422202018.0,422202.0,42.0,2.0,2.0,2.0,18.0
11949,2.0,400.0,1.0,100.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,422203003.0,422203.0,42.0,2.0,2.0,3.0,3.0
11972,2.0,100.0,1.0,50.0,0.0,,1.0,350.0,1.0,60.0,2009.0,,,,,,2.0,422203005.0,422203.0,42.0,2.0,2.0,3.0,5.0
11989,1.0,200.0,1.0,700.0,0.0,,1.0,1100.0,0.0,,2009.0,,,,,,1.0,422203006.0,422203.0,42.0,2.0,2.0,3.0,6.0
11990,2.0,50.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,422203006.0,422203.0,42.0,2.0,2.0,3.0,6.0
12007,2.0,200.0,1.0,200.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,422203007.0,422203.0,42.0,2.0,2.0,3.0,7.0
