,idind,f2a,f4a,f4b,f4c,f5,f6,f7,f8,f9,f10,wave,f4d,f4,hhid,line,commid,t1,t2,t3,t4,t5
13051,452102007022.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102007.0,22.0,452102.0,45.0,2.0,1.0,2.0,7.0
13059,452102008001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102008.0,1.0,452102.0,45.0,2.0,1.0,2.0,8.0
13082,452102009001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102009.0,1.0,452102.0,45.0,2.0,1.0,2.0,9.0
13086,452102009002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452102009.0,2.0,452102.0,45.0,2.0,1.0,2.0,9.0
13089,452102010001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452102010.0,1.0,452102.0,45.0,2.0,1.0,2.0,10.0
13090,452102010121.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102010.0,121.0,452102.0,45.0,2.0,1.0,2.0,10.0
13098,452102011002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102011.0,2.0,452102.0,45.0,2.0,1.0,2.0,11.0
13103,452102011004.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452102011.0,4.0,452102.0,45.0,2.0,1.0,2.0,11.0
13127,452102013002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102013.0,2.0,452102.0,45.0,2.0,1.0,2.0,13.0
13140,452102015002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102015.0,2.0,452102.0,45.0,2.0,1.0,2.0,15.0
13157,452102017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102017.0,2.0,452102.0,45.0,2.0,1.0,2.0,17.0
13175,452102018001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102018.0,1.0,452102.0,45.0,2.0,1.0,2.0,18.0
13212,452102041001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102041.0,1.0,452102.0,45.0,2.0,1.0,2.0,41.0
13224,452102042002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102042.0,2.0,452102.0,45.0,2.0,1.0,2.0,42.0
13236,452102061001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452102061.0,1.0,452102.0,45.0,2.0,1.0,2.0,61.0
13241,452102102001.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,452102102.0,1.0,452102.0,45.0,2.0,1.0,2.0,102.0
13243,452102103001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,452102103.0,1.0,452102.0,45.0,2.0,1.0,2.0,103.0
13257,452103002001.0,1.0,10.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452103002.0,1.0,452103.0,45.0,2.0,1.0,3.0,2.0
13265,452103002002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103002.0,2.0,452103.0,45.0,2.0,1.0,3.0,2.0
13280,452103003002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103003.0,2.0,452103.0,45.0,2.0,1.0,3.0,3.0
13284,452103003121.0,1.0,10.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452103003.0,121.0,452103.0,45.0,2.0,1.0,3.0,3.0
13294,452103004002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103004.0,2.0,452103.0,45.0,2.0,1.0,3.0,4.0
13302,452103005001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452103005.0,1.0,452103.0,45.0,2.0,1.0,3.0,5.0
13315,452103006001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452103006.0,1.0,452103.0,45.0,2.0,1.0,3.0,6.0
13323,452103006002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103006.0,2.0,452103.0,45.0,2.0,1.0,3.0,6.0
13336,452103007001.0,1.0,12.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,452103007.0,1.0,452103.0,45.0,2.0,1.0,3.0,7.0
13346,452103007083.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452103007.0,83.0,452103.0,45.0,2.0,1.0,3.0,7.0
13360,452103008002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103008.0,2.0,452103.0,45.0,2.0,1.0,3.0,8.0
13371,452103009001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103009.0,1.0,452103.0,45.0,2.0,1.0,3.0,9.0
13392,452103010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103010.0,2.0,452103.0,45.0,2.0,1.0,3.0,10.0
13397,452103010003.0,1.0,4.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452103010.0,3.0,452103.0,45.0,2.0,1.0,3.0,10.0
13421,452103013001.0,1.0,8.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452103013.0,1.0,452103.0,45.0,2.0,1.0,3.0,13.0
13430,452103013002.0,1.0,7.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103013.0,2.0,452103.0,45.0,2.0,1.0,3.0,13.0
13438,452103014001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103014.0,1.0,452103.0,45.0,2.0,1.0,3.0,14.0
13446,452103014002.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,452103014.0,2.0,452103.0,45.0,2.0,1.0,3.0,14.0
13464,452103016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103016.0,2.0,452103.0,45.0,2.0,1.0,3.0,16.0
13480,452103017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103017.0,2.0,452103.0,45.0,2.0,1.0,3.0,17.0
13485,452103018002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103018.0,2.0,452103.0,45.0,2.0,1.0,3.0,18.0
13490,452103019001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103019.0,1.0,452103.0,45.0,2.0,1.0,3.0,19.0
13499,452103020001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103020.0,1.0,452103.0,45.0,2.0,1.0,3.0,20.0
13503,452103041001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452103041.0,1.0,452103.0,45.0,2.0,1.0,3.0,41.0
13504,452103041002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103041.0,2.0,452103.0,45.0,2.0,1.0,3.0,41.0
13506,452103041004.0,1.0,3.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,452103041.0,4.0,452103.0,45.0,2.0,1.0,3.0,41.0
13514,452103043001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103043.0,1.0,452103.0,45.0,2.0,1.0,3.0,43.0
13519,452103043002.0,1.0,12.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,452103043.0,2.0,452103.0,45.0,2.0,1.0,3.0,43.0
13528,452103061001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103061.0,1.0,452103.0,45.0,2.0,1.0,3.0,61.0
13531,452103061002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103061.0,2.0,452103.0,45.0,2.0,1.0,3.0,61.0
13539,452103062001.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103062.0,1.0,452103.0,45.0,2.0,1.0,3.0,62.0
13545,452103062003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452103062.0,3.0,452103.0,45.0,2.0,1.0,3.0,62.0
13554,452103063001.0,1.0,12.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,452103063.0,1.0,452103.0,45.0,2.0,1.0,3.0,63.0
13558,452103063002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103063.0,2.0,452103.0,45.0,2.0,1.0,3.0,63.0
13560,452103063003.0,1.0,1.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452103063.0,3.0,452103.0,45.0,2.0,1.0,3.0,63.0
13563,452103063004.0,1.0,1.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452103063.0,4.0,452103.0,45.0,2.0,1.0,3.0,63.0
13568,452103081001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452103081.0,1.0,452103.0,45.0,2.0,1.0,3.0,81.0
13570,452103081002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103081.0,2.0,452103.0,45.0,2.0,1.0,3.0,81.0
13574,452103141002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452103005.0,121.0,452103.0,45.0,2.0,1.0,3.0,5.0
13598,452104003001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452104003.0,1.0,452104.0,45.0,2.0,1.0,4.0,3.0
13604,452104003002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104003.0,2.0,452104.0,45.0,2.0,1.0,4.0,3.0
13618,452104005002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104005.0,2.0,452104.0,45.0,2.0,1.0,4.0,5.0
13636,452104006062.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,452104006.0,62.0,452104.0,45.0,2.0,1.0,4.0,6.0
13638,452104006081.0,1.0,12.0,5.0,-9.0,2.0,,,,,0.0,2009.0,,,452104006.0,81.0,452104.0,45.0,2.0,1.0,4.0,6.0
13648,452104007005.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104007.0,5.0,452104.0,45.0,2.0,1.0,4.0,7.0
13657,452104008001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104008.0,1.0,452104.0,45.0,2.0,1.0,4.0,8.0
13668,452104008081.0,1.0,1.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452104008.0,81.0,452104.0,45.0,2.0,1.0,4.0,8.0
13686,452104010001.0,1.0,6.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452104010.0,1.0,452104.0,45.0,2.0,1.0,4.0,10.0
13695,452104010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104010.0,2.0,452104.0,45.0,2.0,1.0,4.0,10.0
13714,452104012004.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104012.0,4.0,452104.0,45.0,2.0,1.0,4.0,12.0
13723,452104013001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452104013.0,1.0,452104.0,45.0,2.0,1.0,4.0,13.0
13733,452104013004.0,1.0,8.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,452104013.0,4.0,452104.0,45.0,2.0,1.0,4.0,13.0
13746,452104014002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104014.0,2.0,452104.0,45.0,2.0,1.0,4.0,14.0
13750,452104014121.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452104014.0,121.0,452104.0,45.0,2.0,1.0,4.0,14.0
13761,452104016001.0,1.0,8.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452104016.0,1.0,452104.0,45.0,2.0,1.0,4.0,16.0
13769,452104016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104016.0,2.0,452104.0,45.0,2.0,1.0,4.0,16.0
13770,452104016121.0,1.0,4.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452104016.0,121.0,452104.0,45.0,2.0,1.0,4.0,16.0
13777,452104017001.0,1.0,12.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,452104017.0,1.0,452104.0,45.0,2.0,1.0,4.0,17.0
13787,452104017003.0,1.0,6.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452104017.0,3.0,452104.0,45.0,2.0,1.0,4.0,17.0
13805,452104018002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452104018.0,2.0,452104.0,45.0,2.0,1.0,4.0,18.0
13824,452104019002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104019.0,2.0,452104.0,45.0,2.0,1.0,4.0,19.0
13828,452104019008.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452104019.0,8.0,452104.0,45.0,2.0,1.0,4.0,19.0
13829,452104019081.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452104019.0,81.0,452104.0,45.0,2.0,1.0,4.0,19.0
13831,452104019101.0,1.0,1.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452104019.0,101.0,452104.0,45.0,2.0,1.0,4.0,19.0
13845,452104020002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104020.0,2.0,452104.0,45.0,2.0,1.0,4.0,20.0
13850,452104041002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452104041.0,2.0,452104.0,45.0,2.0,1.0,4.0,41.0
13852,452104041003.0,1.0,5.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452104041.0,3.0,452104.0,45.0,2.0,1.0,4.0,41.0
13861,452104121004.0,1.0,12.0,2.0,-9.0,2.0,,,,,0.0,2009.0,,,452104121.0,4.0,452104.0,45.0,2.0,1.0,4.0,121.0
13863,452104121005.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452104121.0,5.0,452104.0,45.0,2.0,1.0,4.0,121.0
13873,452105084002.0,1.0,12.0,7.0,1.0,1.0,0.0,,0.0,,1.0,2009.0,,,452105084.0,2.0,452105.0,45.0,2.0,1.0,5.0,84.0
13875,452105084004.0,1.0,12.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,452105084.0,4.0,452105.0,45.0,2.0,1.0,5.0,84.0
13933,452201014003.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452201014.0,3.0,452201.0,45.0,2.0,2.0,1.0,14.0
13956,452201043002.0,1.0,8.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,452201043.0,2.0,452201.0,45.0,2.0,2.0,1.0,43.0
13968,452201128001.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452201128.0,1.0,452201.0,45.0,2.0,2.0,1.0,128.0
13969,452201129001.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,452201129.0,1.0,452201.0,45.0,2.0,2.0,1.0,129.0
13971,452201129005.0,1.0,2.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,452201129.0,5.0,452201.0,45.0,2.0,2.0,1.0,129.0
14047,452202008001.0,1.0,6.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452202008.0,1.0,452202.0,45.0,2.0,2.0,2.0,8.0
14054,452202008002.0,1.0,6.0,4.0,1.0,2.0,,,,,1.0,2009.0,,,452202008.0,2.0,452202.0,45.0,2.0,2.0,2.0,8.0
14076,452202010001.0,1.0,8.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452202010.0,1.0,452202.0,45.0,2.0,2.0,2.0,10.0
14084,452202010002.0,1.0,8.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452202010.0,2.0,452202.0,45.0,2.0,2.0,2.0,10.0
14125,452202015001.0,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452202015.0,1.0,452202.0,45.0,2.0,2.0,2.0,15.0
14132,452202015002.0,1.0,5.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,452202015.0,2.0,452202.0,45.0,2.0,2.0,2.0,15.0
14147,452202016041.0,1.0,9.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452202016.0,41.0,452202.0,45.0,2.0,2.0,2.0,16.0
14161,452202017002.0,1.0,2.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,452202017.0,2.0,452202.0,45.0,2.0,2.0,2.0,17.0
14189,452202020002.0,1.0,5.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,452202020.0,2.0,452202.0,45.0,2.0,2.0,2.0,20.0
14193,452202020031.0,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452202020.0,31.0,452202.0,45.0,2.0,2.0,2.0,20.0
14197,452202020103.0,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452202020.0,103.0,452202.0,45.0,2.0,2.0,2.0,20.0
14202,452202041001.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452202041.0,1.0,452202.0,45.0,2.0,2.0,2.0,41.0
14230,452202081001.0,1.0,3.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452202081.0,1.0,452202.0,45.0,2.0,2.0,2.0,81.0
14246,452202082002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,452202082.0,2.0,452202.0,45.0,2.0,2.0,2.0,82.0
14261,452202101001.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452202101.0,1.0,452202.0,45.0,2.0,2.0,2.0,101.0
14264,452202101002.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,452202101.0,2.0,452202.0,45.0,2.0,2.0,2.0,101.0
14266,452202121001.0,1.0,6.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,452202121.0,1.0,452202.0,45.0,2.0,2.0,2.0,121.0
14268,452202121002.0,1.0,6.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,452202121.0,2.0,452202.0,45.0,2.0,2.0,2.0,121.0
14271,452202122001.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452202122.0,1.0,452202.0,45.0,2.0,2.0,2.0,122.0
14273,452202122002.0,1.0,10.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452202122.0,2.0,452202.0,45.0,2.0,2.0,2.0,122.0
14314,452203003002.0,1.0,6.0,3.0,1.0,2.0,,,,,1.0,2009.0,,,452203003.0,2.0,452203.0,45.0,2.0,2.0,3.0,3.0
14319,452203004001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203004.0,1.0,452203.0,45.0,2.0,2.0,3.0,4.0
14326,452203004002.0,1.0,5.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203004.0,2.0,452203.0,45.0,2.0,2.0,3.0,4.0
14353,452203006002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203006.0,2.0,452203.0,45.0,2.0,2.0,3.0,6.0
14362,452203007001.0,1.0,7.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452203007.0,1.0,452203.0,45.0,2.0,2.0,3.0,7.0
14389,452203009001.0,1.0,6.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,452203009.0,1.0,452203.0,45.0,2.0,2.0,3.0,9.0
14396,452203009002.0,1.0,6.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,452203009.0,2.0,452203.0,45.0,2.0,2.0,3.0,9.0
14432,452203012002.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203012.0,2.0,452203.0,45.0,2.0,2.0,3.0,12.0
14453,452203014001.0,1.0,10.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,452203014.0,1.0,452203.0,45.0,2.0,2.0,3.0,14.0
14468,452203014006.0,1.0,10.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,452203014.0,6.0,452203.0,45.0,2.0,2.0,3.0,14.0
14482,452203015004.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452203015.0,4.0,452203.0,45.0,2.0,2.0,3.0,15.0
14484,452203015005.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,452203015.0,5.0,452203.0,45.0,2.0,2.0,3.0,15.0
14489,452203015062.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,452203015.0,62.0,452203.0,45.0,2.0,2.0,3.0,15.0
14491,452203015063.0,1.0,12.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,452203015.0,63.0,452203.0,45.0,2.0,2.0,3.0,15.0
14506,452203017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203017.0,2.0,452203.0,45.0,2.0,2.0,3.0,17.0
14513,452203018001.0,1.0,5.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452203018.0,1.0,452203.0,45.0,2.0,2.0,3.0,18.0
14520,452203018002.0,1.0,5.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,452203018.0,2.0,452203.0,45.0,2.0,2.0,3.0,18.0
14548,452203041001.0,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452203041.0,1.0,452203.0,45.0,2.0,2.0,3.0,41.0
14550,452203041002.0,1.0,5.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,452203041.0,2.0,452203.0,45.0,2.0,2.0,3.0,41.0
14553,452203041003.0,1.0,7.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,452203041.0,3.0,452203.0,45.0,2.0,2.0,3.0,41.0
14555,452203041004.0,1.0,7.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,452203041.0,4.0,452203.0,45.0,2.0,2.0,3.0,41.0
14566,452203062001.0,1.0,7.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452203062.0,1.0,452203.0,45.0,2.0,2.0,3.0,62.0
14572,452203062002.0,1.0,7.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203062.0,2.0,452203.0,45.0,2.0,2.0,3.0,62.0
14583,452203102001.0,1.0,9.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,452203102.0,1.0,452203.0,45.0,2.0,2.0,3.0,102.0
14586,452203102002.0,1.0,6.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,452203102.0,2.0,452203.0,45.0,2.0,2.0,3.0,102.0
14587,452203102003.0,1.0,4.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,452203102.0,3.0,452203.0,45.0,2.0,2.0,3.0,102.0
14590,452203121002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203121.0,2.0,452203.0,45.0,2.0,2.0,3.0,121.0
14600,452203123002.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203123.0,2.0,452203.0,45.0,2.0,2.0,3.0,123.0
14607,452203124002.0,1.0,5.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203124.0,2.0,452203.0,45.0,2.0,2.0,3.0,124.0
14610,452203125001.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203125.0,1.0,452203.0,45.0,2.0,2.0,3.0,125.0
14618,452203126002.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,452203126.0,2.0,452203.0,45.0,2.0,2.0,3.0,126.0
14624,452203127002.0,1.0,8.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452203127.0,2.0,452203.0,45.0,2.0,2.0,3.0,127.0
14625,452203127003.0,1.0,8.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452203127.0,3.0,452203.0,45.0,2.0,2.0,3.0,127.0
14674,452204004002.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452204004.0,2.0,452204.0,45.0,2.0,2.0,4.0,4.0
14743,452204010001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452204010.0,1.0,452204.0,45.0,2.0,2.0,4.0,10.0
14811,452204017002.0,1.0,5.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,452204017.0,2.0,452204.0,45.0,2.0,2.0,4.0,17.0
14813,452204017121.0,1.0,5.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452204017.0,121.0,452204.0,45.0,2.0,2.0,4.0,17.0
14830,452204019001.0,1.0,6.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,452204019.0,1.0,452204.0,45.0,2.0,2.0,4.0,19.0
14838,452204019002.0,1.0,6.0,4.0,1.0,2.0,,,,,1.0,2009.0,,,452204019.0,2.0,452204.0,45.0,2.0,2.0,4.0,19.0
14851,452204061002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452204061.0,2.0,452204.0,45.0,2.0,2.0,4.0,61.0
14856,452204081001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,452204081.0,1.0,452204.0,45.0,2.0,2.0,4.0,81.0
14860,452204081002.0,1.0,8.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452204081.0,2.0,452204.0,45.0,2.0,2.0,4.0,81.0
14866,452204081121.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452204081.0,121.0,452204.0,45.0,2.0,2.0,4.0,81.0
14908,452301016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452301016.0,2.0,452301.0,45.0,2.0,3.0,1.0,16.0
14910,452301016121.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452301016.0,121.0,452301.0,45.0,2.0,3.0,1.0,16.0
14917,452301017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452301017.0,2.0,452301.0,45.0,2.0,3.0,1.0,17.0
14939,452301082002.0,1.0,12.0,7.0,6.0,2.0,,,,,1.0,2009.0,,,452301082.0,2.0,452301.0,45.0,2.0,3.0,1.0,82.0
14944,452302001001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452302001.0,1.0,452302.0,45.0,2.0,3.0,2.0,1.0
14949,452302001002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452302001.0,2.0,452302.0,45.0,2.0,3.0,2.0,1.0
14952,452302001003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452302001.0,3.0,452302.0,45.0,2.0,3.0,2.0,1.0
14960,452302002001.0,1.0,12.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,452302002.0,1.0,452302.0,45.0,2.0,3.0,2.0,2.0
14970,452302002002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452302002.0,2.0,452302.0,45.0,2.0,3.0,2.0,2.0
14989,452302003043.0,1.0,10.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,452302003.0,43.0,452302.0,45.0,2.0,3.0,2.0,3.0
15020,452302006001.0,1.0,10.0,4.0,1.0,2.0,,,,,1.0,2009.0,,,452302006.0,1.0,452302.0,45.0,2.0,3.0,2.0,6.0
15032,452302006061.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,452302006.0,61.0,452302.0,45.0,2.0,3.0,2.0,6.0
15036,452302007001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452302007.0,1.0,452302.0,45.0,2.0,3.0,2.0,7.0
15042,452302008001.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,452302008.0,1.0,452302.0,45.0,2.0,3.0,2.0,8.0
15055,452302008003.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,452302008.0,3.0,452302.0,45.0,2.0,3.0,2.0,8.0
15061,452302008082.0,1.0,6.0,3.0,2.0,2.0,,,,,0.0,2009.0,,,452302008.0,82.0,452302.0,45.0,2.0,3.0,2.0,8.0
15062,452302008121.0,1.0,6.0,3.0,2.0,2.0,,,,,0.0,2009.0,,,452302008.0,121.0,452302.0,45.0,2.0,3.0,2.0,8.0
15100,452302010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,452302010.0,2.0,452302.0,45.0,2.0,3.0,2.0,10.0
