,idind,f2a,f4a,f4b,f4c,f5,f6,f7,f8,f9,f10,wave,f4d,f4,hhid,line,commid,t1,t2,t3,t4,t5
3773,322302019002.0,1.0,8.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,322302019.0,2.0,322302.0,32.0,2.0,3.0,2.0,19.0
3779,322302020001.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,322302020.0,1.0,322302.0,32.0,2.0,3.0,2.0,20.0
3786,322302020002.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,322302020.0,2.0,322302.0,32.0,2.0,3.0,2.0,20.0
3795,322302082002.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,322302082.0,2.0,322302.0,32.0,2.0,3.0,2.0,82.0
3801,322303002001.0,1.0,8.0,3.0,1.0,2.0,,,,,1.0,2009.0,,,322303002.0,1.0,322303.0,32.0,2.0,3.0,3.0,2.0
3807,322303002002.0,1.0,8.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,322303002.0,2.0,322303.0,32.0,2.0,3.0,3.0,2.0
3816,322303003001.0,1.0,11.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,322303003.0,1.0,322303.0,32.0,2.0,3.0,3.0,3.0
3827,322303004001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303004.0,1.0,322303.0,32.0,2.0,3.0,3.0,4.0
3836,322303004002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,322303004.0,2.0,322303.0,32.0,2.0,3.0,3.0,4.0
3850,322303006001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303006.0,1.0,322303.0,32.0,2.0,3.0,3.0,6.0
3864,322303008001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303008.0,1.0,322303.0,32.0,2.0,3.0,3.0,8.0
3873,322303009002.0,1.0,10.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,322303009.0,2.0,322303.0,32.0,2.0,3.0,3.0,9.0
3887,322303011002.0,1.0,12.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,322303011.0,2.0,322303.0,32.0,2.0,3.0,3.0,11.0
3900,322303012002.0,1.0,10.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,322303012.0,2.0,322303.0,32.0,2.0,3.0,3.0,12.0
3907,322303014001.0,1.0,10.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,322303014.0,1.0,322303.0,32.0,2.0,3.0,3.0,14.0
3916,322303014002.0,1.0,10.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,322303014.0,2.0,322303.0,32.0,2.0,3.0,3.0,14.0
3924,322303015001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303015.0,1.0,322303.0,32.0,2.0,3.0,3.0,15.0
3931,322303015002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303015.0,2.0,322303.0,32.0,2.0,3.0,3.0,15.0
3944,322303016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303016.0,2.0,322303.0,32.0,2.0,3.0,3.0,16.0
3956,322303017003.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303017.0,3.0,322303.0,32.0,2.0,3.0,3.0,17.0
3959,322303018001.0,1.0,12.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,322303018.0,1.0,322303.0,32.0,2.0,3.0,3.0,18.0
3963,322303020001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303020.0,1.0,322303.0,32.0,2.0,3.0,3.0,20.0
3972,322303031002.0,1.0,10.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,322303031.0,2.0,322303.0,32.0,2.0,3.0,3.0,31.0
3978,322303041002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,322303041.0,2.0,322303.0,32.0,2.0,3.0,3.0,41.0
3984,322303062002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322303062.0,2.0,322303.0,32.0,2.0,3.0,3.0,62.0
3991,322304001001.0,1.0,10.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,322304001.0,1.0,322304.0,32.0,2.0,3.0,4.0,1.0
4000,322304001002.0,1.0,10.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,322304001.0,2.0,322304.0,32.0,2.0,3.0,4.0,1.0
4011,322304002002.0,1.0,12.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,322304002.0,2.0,322304.0,32.0,2.0,3.0,4.0,2.0
4022,322304004002.0,1.0,12.0,4.0,1.0,2.0,,,,,1.0,2009.0,,,322304004.0,2.0,322304.0,32.0,2.0,3.0,4.0,4.0
4038,322304007001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322304007.0,1.0,322304.0,32.0,2.0,3.0,4.0,7.0
4048,322304008001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322304008.0,1.0,322304.0,32.0,2.0,3.0,4.0,8.0
4053,322304008002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322304008.0,2.0,322304.0,32.0,2.0,3.0,4.0,8.0
4065,322304009002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322304009.0,2.0,322304.0,32.0,2.0,3.0,4.0,9.0
4066,322304009003.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,322304009.0,3.0,322304.0,32.0,2.0,3.0,4.0,9.0
4075,322304011001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,322304011.0,1.0,322304.0,32.0,2.0,3.0,4.0,11.0
4082,322304011002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322304011.0,2.0,322304.0,32.0,2.0,3.0,4.0,11.0
4103,322304014001.0,1.0,11.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,322304014.0,1.0,322304.0,32.0,2.0,3.0,4.0,14.0
4110,322304014002.0,1.0,11.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,322304014.0,2.0,322304.0,32.0,2.0,3.0,4.0,14.0
4136,322304019001.0,1.0,6.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,322304019.0,1.0,322304.0,32.0,2.0,3.0,4.0,19.0
4143,322304019002.0,1.0,12.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,322304019.0,2.0,322304.0,32.0,2.0,3.0,4.0,19.0
4153,322304020002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,322304020.0,2.0,322304.0,32.0,2.0,3.0,4.0,20.0
4163,322304061002.0,1.0,12.0,3.0,2.0,2.0,,,,,1.0,2009.0,,,322304061.0,2.0,322304.0,32.0,2.0,3.0,4.0,61.0
4168,322304062002.0,1.0,12.0,4.0,1.0,2.0,,,,,1.0,2009.0,,,322304062.0,2.0,322304.0,32.0,2.0,3.0,4.0,62.0
4171,322304121001.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,322304121.0,1.0,322304.0,32.0,2.0,3.0,4.0,121.0
4174,322304121002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322304121.0,2.0,322304.0,32.0,2.0,3.0,4.0,121.0
4177,322304122001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322304122.0,1.0,322304.0,32.0,2.0,3.0,4.0,122.0
4209,322402003002.0,1.0,7.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322402003.0,2.0,322402.0,32.0,2.0,4.0,2.0,3.0
4388,322402084002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322402084.0,2.0,322402.0,32.0,2.0,4.0,2.0,84.0
4401,322403001002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322403001.0,2.0,322403.0,32.0,2.0,4.0,3.0,1.0
4404,322403002001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322403002.0,1.0,322403.0,32.0,2.0,4.0,3.0,2.0
4413,322403002002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,322403002.0,2.0,322403.0,32.0,2.0,4.0,3.0,2.0
4431,322403005004.0,1.0,12.0,7.0,2.0,3.0,0.0,,0.0,,1.0,2009.0,,,322403005.0,4.0,322403.0,32.0,2.0,4.0,3.0,5.0
4455,322403008002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322403008.0,2.0,322403.0,32.0,2.0,4.0,3.0,8.0
4469,322403010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322403010.0,2.0,322403.0,32.0,2.0,4.0,3.0,10.0
4479,322403011002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322403011.0,2.0,322403.0,32.0,2.0,4.0,3.0,11.0
4487,322403012002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322403012.0,2.0,322403.0,32.0,2.0,4.0,3.0,12.0
4498,322403014002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322403014.0,2.0,322403.0,32.0,2.0,4.0,3.0,14.0
4530,322403018002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,322403018.0,2.0,322403.0,32.0,2.0,4.0,3.0,18.0
4533,322403019001.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,322403019.0,1.0,322403.0,32.0,2.0,4.0,3.0,19.0
4543,322403019002.0,1.0,12.0,7.0,5.0,2.0,,,,,1.0,2009.0,,,322403019.0,2.0,322403.0,32.0,2.0,4.0,3.0,19.0
4558,322403082002.0,1.0,5.0,2.0,2.0,2.0,,,,,1.0,2009.0,,,322403082.0,2.0,322403.0,32.0,2.0,4.0,3.0,82.0
4564,322403086001.0,1.0,1.0,1.0,3.0,2.0,,,,,0.0,2009.0,,,322403086.0,1.0,322403.0,32.0,2.0,4.0,3.0,86.0
4567,322403086002.0,1.0,2.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,322403086.0,2.0,322403.0,32.0,2.0,4.0,3.0,86.0
4579,322404001002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404001.0,2.0,322404.0,32.0,2.0,4.0,4.0,1.0
4583,322404002001.0,1.0,8.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,322404002.0,1.0,322404.0,32.0,2.0,4.0,4.0,2.0
4591,322404002002.0,1.0,8.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,322404002.0,2.0,322404.0,32.0,2.0,4.0,4.0,2.0
4617,322404006002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404006.0,2.0,322404.0,32.0,2.0,4.0,4.0,6.0
4619,322404007001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404007.0,1.0,322404.0,32.0,2.0,4.0,4.0,7.0
4628,322404007002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404007.0,2.0,322404.0,32.0,2.0,4.0,4.0,7.0
4637,322404009001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,322404009.0,1.0,322404.0,32.0,2.0,4.0,4.0,9.0
4645,322404009002.0,1.0,12.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,322404009.0,2.0,322404.0,32.0,2.0,4.0,4.0,9.0
4677,322404014001.0,1.0,4.0,7.0,3.0,2.0,,,,,0.0,2009.0,,,322404014.0,1.0,322404.0,32.0,2.0,4.0,4.0,14.0
4685,322404014002.0,1.0,4.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,322404014.0,2.0,322404.0,32.0,2.0,4.0,4.0,14.0
4701,322404017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404017.0,2.0,322404.0,32.0,2.0,4.0,4.0,17.0
4706,322404018002.0,1.0,7.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404018.0,2.0,322404.0,32.0,2.0,4.0,4.0,18.0
4731,322404041002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404041.0,2.0,322404.0,32.0,2.0,4.0,4.0,41.0
4739,322404081001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,322404081.0,1.0,322404.0,32.0,2.0,4.0,4.0,81.0
4744,322404081002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404081.0,2.0,322404.0,32.0,2.0,4.0,4.0,81.0
4748,322404082002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,322404082.0,2.0,322404.0,32.0,2.0,4.0,4.0,82.0
4755,322404084002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404084.0,2.0,322404.0,32.0,2.0,4.0,4.0,84.0
4758,322404121001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,322404121.0,1.0,322404.0,32.0,2.0,4.0,4.0,121.0
4760,322404122002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,322404122.0,2.0,322404.0,32.0,2.0,4.0,4.0,122.0
4820,372102010001.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,372102010.0,1.0,372102.0,37.0,2.0,1.0,2.0,10.0
4858,372103003002.0,1.0,12.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,372103003.0,2.0,372103.0,37.0,2.0,1.0,3.0,3.0
4920,372103020002.0,1.0,12.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,372103020.0,2.0,372103.0,37.0,2.0,1.0,3.0,20.0
4923,372103081002.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,372103081.0,2.0,372103.0,37.0,2.0,1.0,3.0,81.0
4927,372103082002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372103082.0,2.0,372103.0,37.0,2.0,1.0,3.0,82.0
4990,372202002003.0,1.0,6.0,6.0,9.0,2.0,,,,,1.0,2009.0,,,372202002.0,3.0,372202.0,37.0,2.0,2.0,2.0,2.0
5064,372203002002.0,1.0,12.0,5.0,4.0,2.0,,,,,1.0,2009.0,,,372203002.0,2.0,372203.0,37.0,2.0,2.0,3.0,2.0
5067,372203002121.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,372203002.0,121.0,372203.0,37.0,2.0,2.0,3.0,2.0
5070,372203003002.0,1.0,2.0,6.0,7.0,2.0,,,,,1.0,2009.0,,,372203003.0,2.0,372203.0,37.0,2.0,2.0,3.0,3.0
5074,372203004001.0,1.0,11.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,372203004.0,1.0,372203.0,37.0,2.0,2.0,3.0,4.0
5078,372203004002.0,1.0,8.0,4.0,3.0,2.0,,,,,1.0,2009.0,,,372203004.0,2.0,372203.0,37.0,2.0,2.0,3.0,4.0
5082,372203004004.0,1.0,2.0,2.0,2.0,2.0,,,,,0.0,2009.0,,,372203004.0,4.0,372203.0,37.0,2.0,2.0,3.0,4.0
5083,372203004121.0,1.0,12.0,6.0,1.0,2.0,,,,,0.0,2009.0,,,372203004.0,121.0,372203.0,37.0,2.0,2.0,3.0,4.0
5086,372203005001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,372203005.0,1.0,372203.0,37.0,2.0,2.0,3.0,5.0
5092,372203005002.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,372203005.0,2.0,372203.0,37.0,2.0,2.0,3.0,5.0
5100,372203006009.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372203006.0,9.0,372203.0,37.0,2.0,2.0,3.0,6.0
5114,372203009003.0,1.0,5.0,6.0,10.0,2.0,,,,,1.0,2009.0,,,372203009.0,3.0,372203.0,37.0,2.0,2.0,3.0,9.0
5118,372203009041.0,1.0,5.0,7.0,6.0,2.0,,,,,1.0,2009.0,,,372203009.0,41.0,372203.0,37.0,2.0,2.0,3.0,9.0
5121,372203010001.0,1.0,12.0,9.0,1.0,2.0,,,,,0.0,2009.0,,,372203010.0,1.0,372203.0,37.0,2.0,2.0,3.0,10.0
5125,372203010002.0,1.0,12.0,7.0,-9.0,2.0,,,,,0.0,2009.0,,,372203010.0,2.0,372203.0,37.0,2.0,2.0,3.0,10.0
5134,372203011004.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372203011.0,4.0,372203.0,37.0,2.0,2.0,3.0,11.0
5135,372203011041.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,372203011.0,41.0,372203.0,37.0,2.0,2.0,3.0,11.0
5138,372203012001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372203012.0,1.0,372203.0,37.0,2.0,2.0,3.0,12.0
5145,372203012002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,372203012.0,2.0,372203.0,37.0,2.0,2.0,3.0,12.0
5150,372203012006.0,1.0,12.0,6.0,1.0,2.0,,,,,0.0,2009.0,,,372203012.0,6.0,372203.0,37.0,2.0,2.0,3.0,12.0
5166,372203014002.0,1.0,12.0,6.0,2.0,2.0,,,,,1.0,2009.0,,,372203014.0,2.0,372203.0,37.0,2.0,2.0,3.0,14.0
5172,372203015001.0,1.0,11.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,372203015.0,1.0,372203.0,37.0,2.0,2.0,3.0,15.0
5180,372203015002.0,1.0,3.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,372203015.0,2.0,372203.0,37.0,2.0,2.0,3.0,15.0
5194,372203016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372203016.0,2.0,372203.0,37.0,2.0,2.0,3.0,16.0
5206,372203018002.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372203018.0,2.0,372203.0,37.0,2.0,2.0,3.0,18.0
5208,372203019001.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,2009.0,,,372203019.0,1.0,372203.0,37.0,2.0,2.0,3.0,19.0
5213,372203019121.0,1.0,2.0,2.0,2.0,2.0,,,,,0.0,2009.0,,,372203019.0,121.0,372203.0,37.0,2.0,2.0,3.0,19.0
5220,372203020003.0,1.0,12.0,4.0,2.0,2.0,,,,,0.0,2009.0,,,372203020.0,3.0,372203.0,37.0,2.0,2.0,3.0,20.0
5221,372203020004.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,372203020.0,4.0,372203.0,37.0,2.0,2.0,3.0,20.0
5227,372203103001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372203103.0,1.0,372203.0,37.0,2.0,2.0,3.0,103.0
5229,372203103002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,372203103.0,2.0,372203.0,37.0,2.0,2.0,3.0,103.0
5395,372304003001.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,372304003.0,1.0,372304.0,37.0,2.0,3.0,4.0,3.0
5565,372402016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372402016.0,2.0,372402.0,37.0,2.0,4.0,2.0,16.0
5587,372402041002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372402041.0,2.0,372402.0,37.0,2.0,4.0,2.0,41.0
5599,372402123001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,372402123.0,1.0,372402.0,37.0,2.0,4.0,2.0,123.0
5600,372402123002.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,372402123.0,2.0,372402.0,37.0,2.0,4.0,2.0,123.0
5667,372403012002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372403012.0,2.0,372403.0,37.0,2.0,4.0,3.0,12.0
5678,372403014002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372403014.0,2.0,372403.0,37.0,2.0,4.0,3.0,14.0
5693,372403017001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372403017.0,1.0,372403.0,37.0,2.0,4.0,3.0,17.0
5722,372404001003.0,1.0,7.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,372404001.0,3.0,372404.0,37.0,2.0,4.0,4.0,1.0
5733,372404003002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372404003.0,2.0,372404.0,37.0,2.0,4.0,4.0,3.0
5745,372404005002.0,1.0,-9.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,372404005.0,2.0,372404.0,37.0,2.0,4.0,4.0,5.0
5766,372404008002.0,1.0,-9.0,4.0,-9.0,2.0,,,,,1.0,2009.0,,,372404008.0,2.0,372404.0,37.0,2.0,4.0,4.0,8.0
5774,372404010001.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,372404010.0,1.0,372404.0,37.0,2.0,4.0,4.0,10.0
5807,372404015002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372404015.0,2.0,372404.0,37.0,2.0,4.0,4.0,15.0
5821,372404019002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372404019.0,2.0,372404.0,37.0,2.0,4.0,4.0,19.0
5828,372404020002.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,372404020.0,2.0,372404.0,37.0,2.0,4.0,4.0,20.0
5832,372404041002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,372404041.0,2.0,372404.0,37.0,2.0,4.0,4.0,41.0
6036,411204003001.0,1.0,12.0,7.0,10.0,2.0,,,,,1.0,2009.0,,,411204003.0,1.0,411204.0,41.0,1.0,2.0,4.0,3.0
6043,411204004001.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,411204004.0,1.0,411204.0,41.0,1.0,2.0,4.0,4.0
6050,411204004002.0,1.0,12.0,7.0,4.0,2.0,,,,,0.0,2009.0,,,411204004.0,2.0,411204.0,41.0,1.0,2.0,4.0,4.0
6159,411204121001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,411204121.0,1.0,411204.0,41.0,1.0,2.0,4.0,121.0
6162,411204121002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,411204121.0,2.0,411204.0,41.0,1.0,2.0,4.0,121.0
6183,412102001001.0,1.0,8.0,3.0,9.0,2.0,,,,,1.0,2009.0,,,412102001.0,1.0,412102.0,41.0,2.0,1.0,2.0,1.0
6208,412102007001.0,1.0,12.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,412102007.0,1.0,412102.0,41.0,2.0,1.0,2.0,7.0
6212,412102007121.0,1.0,12.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,412102007.0,121.0,412102.0,41.0,2.0,1.0,2.0,7.0
6270,412103002002.0,1.0,11.0,5.0,4.0,2.0,,,,,1.0,2009.0,,,412103002.0,2.0,412103.0,41.0,2.0,1.0,3.0,2.0
6275,412103003003.0,1.0,2.0,4.0,6.0,2.0,,,,,1.0,2009.0,,,412103003.0,3.0,412103.0,41.0,2.0,1.0,3.0,3.0
6277,412103003041.0,1.0,3.0,4.0,5.0,2.0,,,,,1.0,2009.0,,,412103003.0,41.0,412103.0,41.0,2.0,1.0,3.0,3.0
6298,412103006061.0,1.0,8.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,412103006.0,61.0,412103.0,41.0,2.0,1.0,3.0,6.0
6309,412103007002.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412103007.0,2.0,412103.0,41.0,2.0,1.0,3.0,7.0
6316,412103009001.0,1.0,10.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,412103009.0,1.0,412103.0,41.0,2.0,1.0,3.0,9.0
6326,412103010001.0,1.0,12.0,5.0,2.0,2.0,,,,,1.0,2009.0,,,412103010.0,1.0,412103.0,41.0,2.0,1.0,3.0,10.0
6354,412103012003.0,1.0,5.0,3.0,3.0,2.0,,,,,1.0,2009.0,,,412103012.0,3.0,412103.0,41.0,2.0,1.0,3.0,12.0
6400,412103017002.0,1.0,12.0,6.0,2.0,2.0,,,,,0.0,2009.0,,,412103017.0,2.0,412103.0,41.0,2.0,1.0,3.0,17.0
6402,412103018001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,412103018.0,1.0,412103.0,41.0,2.0,1.0,3.0,18.0
6411,412103019001.0,1.0,8.0,6.0,9.0,2.0,,,,,1.0,2009.0,,,412103019.0,1.0,412103.0,41.0,2.0,1.0,3.0,19.0
6415,412103019002.0,1.0,8.0,6.0,9.0,2.0,,,,,1.0,2009.0,,,412103019.0,2.0,412103.0,41.0,2.0,1.0,3.0,19.0
6443,412104005001.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,412104005.0,1.0,412104.0,41.0,2.0,1.0,4.0,5.0
6449,412104005002.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,412104005.0,2.0,412104.0,41.0,2.0,1.0,4.0,5.0
6450,412104006002.0,1.0,3.0,4.0,4.0,2.0,,,,,1.0,2009.0,,,412104006.0,2.0,412104.0,41.0,2.0,1.0,4.0,6.0
6455,412104006005.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412104006.0,5.0,412104.0,41.0,2.0,1.0,4.0,6.0
6456,412104006081.0,1.0,3.0,3.0,4.0,2.0,,,,,0.0,2009.0,,,412104006.0,81.0,412104.0,41.0,2.0,1.0,4.0,6.0
6474,412104010002.0,1.0,12.0,7.0,4.0,2.0,,,,,1.0,2009.0,,,412104010.0,2.0,412104.0,41.0,2.0,1.0,4.0,10.0
6525,412104122001.0,1.0,3.0,4.0,4.0,2.0,,,,,1.0,2009.0,,,412104122.0,1.0,412104.0,41.0,2.0,1.0,4.0,122.0
6526,412104122002.0,1.0,3.0,2.0,3.0,2.0,,,,,1.0,2009.0,,,412104122.0,2.0,412104.0,41.0,2.0,1.0,4.0,122.0
6611,412202006041.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412202006.0,41.0,412202.0,41.0,2.0,2.0,2.0,6.0
6638,412202010002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412202010.0,2.0,412202.0,41.0,2.0,2.0,2.0,10.0
6671,412202015002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,412202015.0,2.0,412202.0,41.0,2.0,2.0,2.0,15.0
6673,412202015003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,412202015.0,3.0,412202.0,41.0,2.0,2.0,2.0,15.0
6674,412202016001.0,1.0,12.0,7.0,1.0,1.0,0.0,,0.0,,1.0,2009.0,,,412202016.0,1.0,412202.0,41.0,2.0,2.0,2.0,16.0
6681,412202016002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,412202016.0,2.0,412202.0,41.0,2.0,2.0,2.0,16.0
6685,412202017001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412202017.0,1.0,412202.0,41.0,2.0,2.0,2.0,17.0
6693,412202017002.0,1.0,12.0,7.0,3.0,2.0,,,,,0.0,2009.0,,,412202017.0,2.0,412202.0,41.0,2.0,2.0,2.0,17.0
6713,412202081002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,412202081.0,2.0,412202.0,41.0,2.0,2.0,2.0,81.0
6720,412202084002.0,1.0,10.0,3.0,2.0,2.0,,,,,1.0,2009.0,,,412202084.0,2.0,412202.0,41.0,2.0,2.0,2.0,84.0
