,idind,d2a,d3a,d3b,d3c,e2a,e4a,e4b,e4c,e5,e6,e7,e8,e9,e10,wave,source,e4d,e4,d3d,d3,hhid,line,commid,t1,t2,t3,t4,t5
16290,412103011002.0,0.0,,,,1.0,4.0,3.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103011.0,2.0,412103.0,41.0,2.0,1.0,3.0,11.0
16308,412103012003.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,412103012.0,3.0,412103.0,41.0,2.0,1.0,3.0,12.0
16314,412103012082.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,,,,,0.0,2009.0,3.0,,,,,412103012.0,82.0,412103.0,41.0,2.0,1.0,3.0,12.0
16322,412103013001.0,0.0,,,,1.0,4.0,3.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103013.0,1.0,412103.0,41.0,2.0,1.0,3.0,13.0
16329,412103013002.0,0.0,,,,1.0,4.0,3.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,412103013.0,2.0,412103.0,41.0,2.0,1.0,3.0,13.0
16346,412103014001.0,0.0,,,,1.0,3.0,3.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103014.0,1.0,412103.0,41.0,2.0,1.0,3.0,14.0
16355,412103014002.0,0.0,,,,1.0,3.0,3.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,412103014.0,2.0,412103.0,41.0,2.0,1.0,3.0,14.0
16368,412103014041.0,0.0,,,,1.0,2.0,3.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103014.0,41.0,412103.0,41.0,2.0,1.0,3.0,14.0
16375,412103015001.0,0.0,,,,1.0,3.0,3.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103015.0,1.0,412103.0,41.0,2.0,1.0,3.0,15.0
16383,412103015002.0,0.0,,,,1.0,4.0,4.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103015.0,2.0,412103.0,41.0,2.0,1.0,3.0,15.0
16393,412103015005.0,0.0,,,,1.0,4.0,3.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,412103015.0,5.0,412103.0,41.0,2.0,1.0,3.0,15.0
16397,412103015041.0,0.0,,,,1.0,4.0,5.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,412103015.0,41.0,412103.0,41.0,2.0,1.0,3.0,15.0
16405,412103016001.0,0.0,,,,1.0,3.0,6.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103016.0,1.0,412103.0,41.0,2.0,1.0,3.0,16.0
16414,412103016003.0,0.0,,,,1.0,2.0,6.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,412103016.0,3.0,412103.0,41.0,2.0,1.0,3.0,16.0
16434,412103017001.0,0.0,,,,1.0,5.0,2.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,412103017.0,1.0,412103.0,41.0,2.0,1.0,3.0,17.0
16451,412103018001.0,0.0,,,,1.0,2.0,1.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103018.0,1.0,412103.0,41.0,2.0,1.0,3.0,18.0
16460,412103018002.0,0.0,,,,1.0,2.0,9.0,-9.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103018.0,2.0,412103.0,41.0,2.0,1.0,3.0,18.0
16475,412103019001.0,0.0,,,,1.0,5.0,3.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103019.0,1.0,412103.0,41.0,2.0,1.0,3.0,19.0
16495,412103020002.0,0.0,,,,1.0,2.0,6.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,412103020.0,2.0,412103.0,41.0,2.0,1.0,3.0,20.0
16510,412103041001.0,0.0,,,,1.0,1.0,7.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103041.0,1.0,412103.0,41.0,2.0,1.0,3.0,41.0
16516,412103041002.0,0.0,,,,1.0,1.0,7.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103041.0,2.0,412103.0,41.0,2.0,1.0,3.0,41.0
16518,412103041003.0,0.0,,,,1.0,1.0,7.0,10.0,2.0,,,,,0.0,2009.0,1.0,,,,,412103041.0,3.0,412103.0,41.0,2.0,1.0,3.0,41.0
16520,412103042001.0,0.0,,,,1.0,1.0,7.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103042.0,1.0,412103.0,41.0,2.0,1.0,3.0,42.0
16524,412103042002.0,0.0,,,,1.0,1.0,7.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103042.0,2.0,412103.0,41.0,2.0,1.0,3.0,42.0
16528,412103061001.0,0.0,,,,1.0,4.0,3.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,412103061.0,1.0,412103.0,41.0,2.0,1.0,3.0,61.0
16550,412104001001.0,0.0,,,,1.0,4.0,7.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104001.0,1.0,412104.0,41.0,2.0,1.0,4.0,1.0
16611,412104004002.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,412104004.0,2.0,412104.0,41.0,2.0,1.0,4.0,4.0
16623,412104005001.0,0.0,,,,1.0,3.0,4.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104005.0,1.0,412104.0,41.0,2.0,1.0,4.0,5.0
16631,412104005002.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,412104005.0,2.0,412104.0,41.0,2.0,1.0,4.0,5.0
16635,412104005005.0,0.0,,,,1.0,2.0,2.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,412104005.0,5.0,412104.0,41.0,2.0,1.0,4.0,5.0
16637,412104005121.0,0.0,,,,1.0,3.0,3.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,412104005.0,121.0,412104.0,41.0,2.0,1.0,4.0,5.0
16644,412104006002.0,0.0,,,,1.0,4.0,5.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104006.0,2.0,412104.0,41.0,2.0,1.0,4.0,6.0
16651,412104006003.0,1.0,6.0,2.0,4.0,1.0,4.0,5.0,9.0,2.0,,,,,0.0,2009.0,3.0,,,,,412104006.0,3.0,412104.0,41.0,2.0,1.0,4.0,6.0
16655,412104006005.0,0.0,,,,1.0,3.0,5.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,412104006.0,5.0,412104.0,41.0,2.0,1.0,4.0,6.0
16661,412104006081.0,1.0,3.0,3.0,4.0,1.0,3.0,5.0,6.0,2.0,,,,,0.0,2009.0,3.0,,,,,412104006.0,81.0,412104.0,41.0,2.0,1.0,4.0,6.0
16671,412104007001.0,0.0,,,,1.0,4.0,7.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104007.0,1.0,412104.0,41.0,2.0,1.0,4.0,7.0
16677,412104007121.0,0.0,,,,1.0,2.0,7.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,412104007.0,121.0,412104.0,41.0,2.0,1.0,4.0,7.0
16702,412104009003.0,0.0,,,,1.0,1.0,7.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104009.0,3.0,412104.0,41.0,2.0,1.0,4.0,9.0
16704,412104009121.0,0.0,,,,1.0,1.0,7.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104009.0,121.0,412104.0,41.0,2.0,1.0,4.0,9.0
16716,412104010002.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412104010.0,2.0,412104.0,41.0,2.0,1.0,4.0,10.0
16727,412104011001.0,0.0,,,,1.0,4.0,7.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104011.0,1.0,412104.0,41.0,2.0,1.0,4.0,11.0
16734,412104011002.0,0.0,,,,1.0,2.0,7.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,412104011.0,2.0,412104.0,41.0,2.0,1.0,4.0,11.0
16767,412104013004.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,412104013.0,4.0,412104.0,41.0,2.0,1.0,4.0,13.0
16782,412104014003.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,412104014.0,3.0,412104.0,41.0,2.0,1.0,4.0,14.0
16800,412104016004.0,0.0,,,,1.0,2.0,1.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104016.0,4.0,412104.0,41.0,2.0,1.0,4.0,16.0
16815,412104017004.0,0.0,,,,1.0,2.0,1.0,6.0,2.0,,,,,0.0,2009.0,1.0,,,,,412104017.0,4.0,412104.0,41.0,2.0,1.0,4.0,17.0
16822,412104017021.0,0.0,,,,1.0,2.0,1.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104017.0,21.0,412104.0,41.0,2.0,1.0,4.0,17.0
16835,412104018004.0,0.0,,,,1.0,6.0,2.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104018.0,4.0,412104.0,41.0,2.0,1.0,4.0,18.0
16853,412104020001.0,0.0,,,,1.0,6.0,4.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104020.0,1.0,412104.0,41.0,2.0,1.0,4.0,20.0
16860,412104020002.0,0.0,,,,1.0,6.0,4.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104020.0,2.0,412104.0,41.0,2.0,1.0,4.0,20.0
16875,412104082001.0,0.0,,,,1.0,3.0,7.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104082.0,1.0,412104.0,41.0,2.0,1.0,4.0,82.0
16878,412104082002.0,0.0,,,,1.0,2.0,7.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,412104082.0,2.0,412104.0,41.0,2.0,1.0,4.0,82.0
16882,412104083001.0,0.0,,,,1.0,1.0,7.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104083.0,1.0,412104.0,41.0,2.0,1.0,4.0,83.0
16886,412104083002.0,0.0,,,,1.0,1.0,7.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104083.0,2.0,412104.0,41.0,2.0,1.0,4.0,83.0
16889,412104121001.0,0.0,,,,1.0,2.0,2.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,412104121.0,1.0,412104.0,41.0,2.0,1.0,4.0,121.0
16891,412104121002.0,0.0,,,,1.0,3.0,2.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,412104121.0,2.0,412104.0,41.0,2.0,1.0,4.0,121.0
16893,412104122001.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,412104122.0,1.0,412104.0,41.0,2.0,1.0,4.0,122.0
16895,412104122002.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,,,,,0.0,2009.0,3.0,,,,,412104122.0,2.0,412104.0,41.0,2.0,1.0,4.0,122.0
17074,412202004001.0,1.0,10.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202004.0,1.0,412202.0,41.0,2.0,2.0,2.0,4.0
17083,412202004002.0,1.0,10.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202004.0,2.0,412202.0,41.0,2.0,2.0,2.0,4.0
17089,412202004003.0,1.0,10.0,5.0,1.0,1.0,6.0,5.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202004.0,3.0,412202.0,41.0,2.0,2.0,2.0,4.0
17095,412202004004.0,1.0,10.0,4.0,1.0,1.0,6.0,5.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202004.0,4.0,412202.0,41.0,2.0,2.0,2.0,4.0
17132,412202007002.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412202007.0,2.0,412202.0,41.0,2.0,2.0,2.0,7.0
17142,412202008001.0,1.0,12.0,5.0,1.0,1.0,4.0,3.0,7.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202008.0,1.0,412202.0,41.0,2.0,2.0,2.0,8.0
17151,412202008002.0,1.0,12.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412202008.0,2.0,412202.0,41.0,2.0,2.0,2.0,8.0
17171,412202009002.0,1.0,3.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412202009.0,2.0,412202.0,41.0,2.0,2.0,2.0,9.0
17188,412202010002.0,0.0,,,,1.0,10.0,6.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,412202010.0,2.0,412202.0,41.0,2.0,2.0,2.0,10.0
17207,412202011002.0,1.0,10.0,5.0,1.0,1.0,5.0,4.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202011.0,2.0,412202.0,41.0,2.0,2.0,2.0,11.0
17224,412202012001.0,1.0,8.0,1.0,2.0,1.0,6.0,4.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202012.0,1.0,412202.0,41.0,2.0,2.0,2.0,12.0
17234,412202012003.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202012.0,3.0,412202.0,41.0,2.0,2.0,2.0,12.0
17236,412202012121.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202012.0,121.0,412202.0,41.0,2.0,2.0,2.0,12.0
17248,412202013002.0,1.0,8.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202013.0,2.0,412202.0,41.0,2.0,2.0,2.0,13.0
17259,412202015001.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202015.0,1.0,412202.0,41.0,2.0,2.0,2.0,15.0
17266,412202015002.0,1.0,3.0,2.0,2.0,1.0,4.0,6.0,8.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202015.0,2.0,412202.0,41.0,2.0,2.0,2.0,15.0
17268,412202015003.0,1.0,3.0,2.0,1.0,1.0,4.0,6.0,8.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202015.0,3.0,412202.0,41.0,2.0,2.0,2.0,15.0
17274,412202016001.0,1.0,9.0,5.0,4.0,1.0,6.0,3.0,20.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202016.0,1.0,412202.0,41.0,2.0,2.0,2.0,16.0
17283,412202016002.0,1.0,10.0,3.0,1.0,1.0,6.0,3.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202016.0,2.0,412202.0,41.0,2.0,2.0,2.0,16.0
17291,412202016005.0,1.0,5.0,1.0,2.0,1.0,6.0,5.0,5.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202016.0,5.0,412202.0,41.0,2.0,2.0,2.0,16.0
17294,412202016031.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202016.0,31.0,412202.0,41.0,2.0,2.0,2.0,16.0
17303,412202017001.0,1.0,1.0,1.0,2.0,1.0,12.0,3.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202017.0,1.0,412202.0,41.0,2.0,2.0,2.0,17.0
17312,412202017002.0,1.0,8.0,1.0,2.0,1.0,4.0,4.0,6.0,2.0,,,,,0.0,2009.0,3.0,,,,,412202017.0,2.0,412202.0,41.0,2.0,2.0,2.0,17.0
17342,412202020002.0,1.0,3.0,2.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412202020.0,2.0,412202.0,41.0,2.0,2.0,2.0,20.0
17348,412202031001.0,1.0,5.0,3.0,3.0,1.0,4.0,3.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202031.0,1.0,412202.0,41.0,2.0,2.0,2.0,31.0
17355,412202031002.0,1.0,10.0,4.0,1.0,1.0,10.0,7.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,412202031.0,2.0,412202.0,41.0,2.0,2.0,2.0,31.0
17362,412202081002.0,1.0,10.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412202081.0,2.0,412202.0,41.0,2.0,2.0,2.0,81.0
17375,412202121002.0,1.0,2.0,9.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412202121.0,2.0,412202.0,41.0,2.0,2.0,2.0,121.0
17416,412203003001.0,0.0,,,,1.0,10.0,7.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203003.0,1.0,412203.0,41.0,2.0,2.0,3.0,3.0
17425,412203003002.0,1.0,5.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203003.0,2.0,412203.0,41.0,2.0,2.0,3.0,3.0
17435,412203004001.0,0.0,,,,1.0,5.0,6.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203004.0,1.0,412203.0,41.0,2.0,2.0,3.0,4.0
17441,412203004002.0,1.0,4.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203004.0,2.0,412203.0,41.0,2.0,2.0,3.0,4.0
17530,412203019001.0,1.0,1.0,2.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203019.0,1.0,412203.0,41.0,2.0,2.0,3.0,19.0
17539,412203019002.0,1.0,3.0,5.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203019.0,2.0,412203.0,41.0,2.0,2.0,3.0,19.0
17557,412203041001.0,0.0,,,,1.0,5.0,7.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203041.0,1.0,412203.0,41.0,2.0,2.0,3.0,41.0
17564,412203041002.0,1.0,10.0,1.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203041.0,2.0,412203.0,41.0,2.0,2.0,3.0,41.0
17572,412203043001.0,1.0,-9.0,9.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203043.0,1.0,412203.0,41.0,2.0,2.0,3.0,43.0
17577,412203043002.0,1.0,3.0,4.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203043.0,2.0,412203.0,41.0,2.0,2.0,3.0,43.0
17584,412203045001.0,0.0,,,,1.0,3.0,7.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203045.0,1.0,412203.0,41.0,2.0,2.0,3.0,45.0
17589,412203045002.0,1.0,12.0,5.0,1.0,1.0,3.0,7.0,5.0,2.0,,,,,0.0,2009.0,3.0,,,,,412203045.0,2.0,412203.0,41.0,2.0,2.0,3.0,45.0
17599,412203047003.0,1.0,7.0,2.0,14.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203047.0,3.0,412203.0,41.0,2.0,2.0,3.0,47.0
17606,412203047004.0,1.0,8.0,2.0,16.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203047.0,4.0,412203.0,41.0,2.0,2.0,3.0,47.0
17610,412203048001.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203048.0,1.0,412203.0,41.0,2.0,2.0,3.0,48.0
17619,412203061001.0,0.0,,,,1.0,10.0,5.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203061.0,1.0,412203.0,41.0,2.0,2.0,3.0,61.0
17625,412203061002.0,1.0,6.0,5.0,4.0,1.0,10.0,5.0,8.0,2.0,,,,,0.0,2009.0,3.0,,,,,412203061.0,2.0,412203.0,41.0,2.0,2.0,3.0,61.0
17630,412203062001.0,1.0,12.0,1.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203062.0,1.0,412203.0,41.0,2.0,2.0,3.0,62.0
17636,412203063001.0,0.0,,,,1.0,3.0,7.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203063.0,1.0,412203.0,41.0,2.0,2.0,3.0,63.0
17638,412203063002.0,1.0,12.0,7.0,1.0,1.0,3.0,7.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,412203063.0,2.0,412203.0,41.0,2.0,2.0,3.0,63.0
17640,412203063122.0,1.0,12.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203063.0,122.0,412203.0,41.0,2.0,2.0,3.0,63.0
17644,412203064001.0,1.0,3.0,9.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203064.0,1.0,412203.0,41.0,2.0,2.0,3.0,64.0
17649,412203064002.0,1.0,8.0,3.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203064.0,2.0,412203.0,41.0,2.0,2.0,3.0,64.0
17656,412203081002.0,1.0,8.0,6.0,6.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203081.0,2.0,412203.0,41.0,2.0,2.0,3.0,81.0
17660,412203083001.0,0.0,,,,1.0,10.0,6.0,8.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203083.0,1.0,412203.0,41.0,2.0,2.0,3.0,83.0
17663,412203083002.0,1.0,2.0,2.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203083.0,2.0,412203.0,41.0,2.0,2.0,3.0,83.0
17669,412203087001.0,0.0,,,,1.0,3.0,7.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203087.0,1.0,412203.0,41.0,2.0,2.0,3.0,87.0
17673,412203087002.0,1.0,11.0,3.0,1.0,1.0,2.0,7.0,3.0,2.0,,,,,0.0,2009.0,3.0,,,,,412203087.0,2.0,412203.0,41.0,2.0,2.0,3.0,87.0
17682,412203121001.0,0.0,,,,1.0,3.0,7.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203121.0,1.0,412203.0,41.0,2.0,2.0,3.0,121.0
17685,412203121002.0,1.0,11.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203121.0,2.0,412203.0,41.0,2.0,2.0,3.0,121.0
17688,412203121004.0,1.0,-9.0,3.0,-9.0,1.0,3.0,7.0,5.0,2.0,,,,,0.0,2009.0,3.0,,,,,412203121.0,4.0,412203.0,41.0,2.0,2.0,3.0,121.0
17690,412203122001.0,0.0,,,,1.0,3.0,7.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,412203122.0,1.0,412203.0,41.0,2.0,2.0,3.0,122.0
17692,412203122002.0,1.0,12.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412203122.0,2.0,412203.0,41.0,2.0,2.0,3.0,122.0
17711,412204001001.0,1.0,8.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204001.0,1.0,412204.0,41.0,2.0,2.0,4.0,1.0
17728,412204001003.0,1.0,7.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204001.0,3.0,412204.0,41.0,2.0,2.0,4.0,1.0
17740,412204002001.0,1.0,12.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204002.0,1.0,412204.0,41.0,2.0,2.0,4.0,2.0
17769,412204003001.0,1.0,6.0,2.0,1.0,1.0,5.0,4.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204003.0,1.0,412204.0,41.0,2.0,2.0,4.0,3.0
17778,412204003002.0,1.0,12.0,5.0,1.0,1.0,5.0,5.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204003.0,2.0,412204.0,41.0,2.0,2.0,4.0,3.0
17781,412204003121.0,0.0,,,,1.0,3.0,3.0,2.0,2.0,,,,,0.0,2009.0,1.0,,,,,412204003.0,121.0,412204.0,41.0,2.0,2.0,4.0,3.0
17801,412204005001.0,1.0,10.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,0.0,2009.0,3.0,,,,,412204005.0,1.0,412204.0,41.0,2.0,2.0,4.0,5.0
17806,412204005002.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204005.0,2.0,412204.0,41.0,2.0,2.0,4.0,5.0
17815,412204006001.0,1.0,10.0,5.0,2.0,1.0,5.0,3.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204006.0,1.0,412204.0,41.0,2.0,2.0,4.0,6.0
17841,412204007002.0,1.0,10.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204007.0,2.0,412204.0,41.0,2.0,2.0,4.0,7.0
17869,412204009001.0,1.0,10.0,5.0,1.0,1.0,10.0,5.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204009.0,1.0,412204.0,41.0,2.0,2.0,4.0,9.0
17879,412204009002.0,1.0,12.0,5.0,1.0,1.0,10.0,5.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204009.0,2.0,412204.0,41.0,2.0,2.0,4.0,9.0
17890,412204010001.0,1.0,10.0,5.0,1.0,1.0,10.0,4.0,5.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204010.0,1.0,412204.0,41.0,2.0,2.0,4.0,10.0
17900,412204010002.0,1.0,10.0,5.0,1.0,1.0,6.0,3.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204010.0,2.0,412204.0,41.0,2.0,2.0,4.0,10.0
17933,412204012002.0,1.0,11.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204012.0,2.0,412204.0,41.0,2.0,2.0,4.0,12.0
17951,412204014002.0,1.0,3.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204014.0,2.0,412204.0,41.0,2.0,2.0,4.0,14.0
17965,412204016001.0,1.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204016.0,1.0,412204.0,41.0,2.0,2.0,4.0,16.0
17974,412204016002.0,1.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,0.0,2009.0,3.0,,,,,412204016.0,2.0,412204.0,41.0,2.0,2.0,4.0,16.0
17991,412204018001.0,1.0,5.0,2.0,1.0,1.0,3.0,7.0,-9.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204018.0,1.0,412204.0,41.0,2.0,2.0,4.0,18.0
18001,412204018002.0,1.0,4.0,3.0,2.0,1.0,3.0,7.0,8.0,2.0,,,,,0.0,2009.0,3.0,,,,,412204018.0,2.0,412204.0,41.0,2.0,2.0,4.0,18.0
18025,412204019002.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204019.0,2.0,412204.0,41.0,2.0,2.0,4.0,19.0
18052,412204081001.0,1.0,6.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204081.0,1.0,412204.0,41.0,2.0,2.0,4.0,81.0
18057,412204081002.0,1.0,10.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204081.0,2.0,412204.0,41.0,2.0,2.0,4.0,81.0
18061,412204082001.0,1.0,7.0,1.0,2.0,1.0,-9.0,1.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204082.0,1.0,412204.0,41.0,2.0,2.0,4.0,82.0
18066,412204082002.0,1.0,2.0,1.0,2.0,1.0,-9.0,1.0,1.0,2.0,,,,,0.0,2009.0,3.0,,,,,412204082.0,2.0,412204.0,41.0,2.0,2.0,4.0,82.0
18070,412204083001.0,1.0,3.0,2.0,2.0,1.0,4.0,7.0,7.0,2.0,,,,,1.0,2009.0,3.0,,,,,412204083.0,1.0,412204.0,41.0,2.0,2.0,4.0,83.0
18074,412204084001.0,1.0,8.0,1.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,412204084.0,1.0,412204.0,41.0,2.0,2.0,4.0,84.0
