,idind,d2a,d3a,d3b,d3c,e2a,e4a,e4b,e4c,e5,e6,e7,e8,e9,e10,wave,source,e4d,e4,d3d,d3,hhid,line,commid,t1,t2,t3,t4,t5
33639,452204083001.0,1.0,10.0,1.0,1.0,1.0,12.0,7.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,452204083.0,1.0,452204.0,45.0,2.0,2.0,4.0,83.0
33645,452204083002.0,1.0,10.0,3.0,1.0,1.0,12.0,7.0,8.0,2.0,,,,,1.0,2009.0,3.0,,,,,452204083.0,2.0,452204.0,45.0,2.0,2.0,4.0,83.0
33647,452204083003.0,0.0,,,,1.0,4.0,2.0,4.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204083.0,3.0,452204.0,45.0,2.0,2.0,4.0,83.0
33649,452204101001.0,0.0,,,,1.0,6.0,4.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,452204101.0,1.0,452204.0,45.0,2.0,2.0,4.0,101.0
33653,452204101002.0,0.0,,,,1.0,6.0,5.0,5.0,2.0,,,,,1.0,2009.0,1.0,,,,,452204101.0,2.0,452204.0,45.0,2.0,2.0,4.0,101.0
33679,452302001001.0,1.0,11.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302001.0,1.0,452302.0,45.0,2.0,3.0,2.0,1.0
33686,452302001002.0,1.0,11.0,3.0,3.0,1.0,8.0,5.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452302001.0,2.0,452302.0,45.0,2.0,3.0,2.0,1.0
33689,452302001003.0,1.0,11.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302001.0,3.0,452302.0,45.0,2.0,3.0,2.0,1.0
33699,452302002001.0,1.0,12.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302002.0,1.0,452302.0,45.0,2.0,3.0,2.0,2.0
33708,452302002002.0,1.0,10.0,6.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302002.0,2.0,452302.0,45.0,2.0,3.0,2.0,2.0
33718,452302003001.0,1.0,2.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302003.0,1.0,452302.0,45.0,2.0,3.0,2.0,3.0
33755,452302004002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302004.0,2.0,452302.0,45.0,2.0,3.0,2.0,4.0
33774,452302006001.0,1.0,10.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302006.0,1.0,452302.0,45.0,2.0,3.0,2.0,6.0
33786,452302006061.0,1.0,3.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302006.0,61.0,452302.0,45.0,2.0,3.0,2.0,6.0
33802,452302008001.0,1.0,6.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302008.0,1.0,452302.0,45.0,2.0,3.0,2.0,8.0
33816,452302008003.0,1.0,6.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302008.0,3.0,452302.0,45.0,2.0,3.0,2.0,8.0
33823,452302008004.0,1.0,5.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302008.0,4.0,452302.0,45.0,2.0,3.0,2.0,8.0
33826,452302008005.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302008.0,5.0,452302.0,45.0,2.0,3.0,2.0,8.0
33828,452302008082.0,1.0,6.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302008.0,82.0,452302.0,45.0,2.0,3.0,2.0,8.0
33829,452302008121.0,1.0,6.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302008.0,121.0,452302.0,45.0,2.0,3.0,2.0,8.0
33850,452302009003.0,1.0,12.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302009.0,3.0,452302.0,45.0,2.0,3.0,2.0,9.0
33862,452302009041.0,1.0,3.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302009.0,41.0,452302.0,45.0,2.0,3.0,2.0,9.0
33880,452302010002.0,1.0,1.0,6.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302010.0,2.0,452302.0,45.0,2.0,3.0,2.0,10.0
33884,452302010005.0,1.0,3.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302010.0,5.0,452302.0,45.0,2.0,3.0,2.0,10.0
33897,452302011003.0,1.0,12.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302011.0,3.0,452302.0,45.0,2.0,3.0,2.0,11.0
33905,452302011004.0,1.0,12.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302011.0,4.0,452302.0,45.0,2.0,3.0,2.0,11.0
33915,452302012001.0,1.0,10.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302012.0,1.0,452302.0,45.0,2.0,3.0,2.0,12.0
33935,452302013061.0,1.0,10.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302013.0,61.0,452302.0,45.0,2.0,3.0,2.0,13.0
33962,452302015002.0,1.0,10.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302015.0,2.0,452302.0,45.0,2.0,3.0,2.0,15.0
33967,452302015121.0,1.0,6.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302015.0,121.0,452302.0,45.0,2.0,3.0,2.0,15.0
33983,452302016003.0,1.0,12.0,6.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302016.0,3.0,452302.0,45.0,2.0,3.0,2.0,16.0
33990,452302016031.0,1.0,10.0,6.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302016.0,31.0,452302.0,45.0,2.0,3.0,2.0,16.0
33992,452302016041.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302016.0,41.0,452302.0,45.0,2.0,3.0,2.0,16.0
33994,452302016042.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302016.0,42.0,452302.0,45.0,2.0,3.0,2.0,16.0
34003,452302019001.0,1.0,12.0,6.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302019.0,1.0,452302.0,45.0,2.0,3.0,2.0,19.0
34013,452302019002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302019.0,2.0,452302.0,45.0,2.0,3.0,2.0,19.0
34045,452302041003.0,1.0,10.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302041.0,3.0,452302.0,45.0,2.0,3.0,2.0,41.0
34062,452302043002.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302043.0,2.0,452302.0,45.0,2.0,3.0,2.0,43.0
34069,452302043004.0,1.0,3.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302043.0,4.0,452302.0,45.0,2.0,3.0,2.0,43.0
34076,452302081001.0,1.0,10.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302081.0,1.0,452302.0,45.0,2.0,3.0,2.0,81.0
34080,452302081002.0,1.0,10.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302081.0,2.0,452302.0,45.0,2.0,3.0,2.0,81.0
34088,452302082001.0,1.0,6.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452302082.0,1.0,452302.0,45.0,2.0,3.0,2.0,82.0
34109,452303002001.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303002.0,1.0,452303.0,45.0,2.0,3.0,3.0,2.0
34118,452303002002.0,1.0,12.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303002.0,2.0,452303.0,45.0,2.0,3.0,3.0,2.0
34129,452303002005.0,1.0,5.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303002.0,5.0,452303.0,45.0,2.0,3.0,3.0,2.0
34131,452303002121.0,1.0,12.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303002.0,121.0,452303.0,45.0,2.0,3.0,3.0,2.0
34155,452303005101.0,1.0,12.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303005.0,101.0,452303.0,45.0,2.0,3.0,3.0,5.0
34164,452303006002.0,0.0,,,,1.0,6.0,2.0,4.0,2.0,,,,,1.0,2009.0,1.0,,,,,452303006.0,2.0,452303.0,45.0,2.0,3.0,3.0,6.0
34185,452303007001.0,1.0,10.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303007.0,1.0,452303.0,45.0,2.0,3.0,3.0,7.0
34194,452303007002.0,1.0,10.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303007.0,2.0,452303.0,45.0,2.0,3.0,3.0,7.0
34199,452303007006.0,1.0,10.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303007.0,6.0,452303.0,45.0,2.0,3.0,3.0,7.0
34201,452303007121.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303007.0,121.0,452303.0,45.0,2.0,3.0,3.0,7.0
34222,452303009003.0,1.0,8.0,6.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303009.0,3.0,452303.0,45.0,2.0,3.0,3.0,9.0
34231,452303009041.0,1.0,12.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303009.0,41.0,452303.0,45.0,2.0,3.0,3.0,9.0
34240,452303010001.0,1.0,11.0,6.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303010.0,1.0,452303.0,45.0,2.0,3.0,3.0,10.0
34262,452303011001.0,1.0,4.0,2.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303011.0,1.0,452303.0,45.0,2.0,3.0,3.0,11.0
34289,452303012002.0,1.0,4.0,4.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303012.0,2.0,452303.0,45.0,2.0,3.0,3.0,12.0
34298,452303012003.0,1.0,4.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303012.0,3.0,452303.0,45.0,2.0,3.0,3.0,12.0
34310,452303012041.0,1.0,6.0,2.0,5.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303012.0,41.0,452303.0,45.0,2.0,3.0,3.0,12.0
34321,452303013001.0,1.0,10.0,6.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303013.0,1.0,452303.0,45.0,2.0,3.0,3.0,13.0
34333,452303013121.0,1.0,2.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303013.0,121.0,452303.0,45.0,2.0,3.0,3.0,13.0
34341,452303014001.0,1.0,8.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303014.0,1.0,452303.0,45.0,2.0,3.0,3.0,14.0
34351,452303014002.0,1.0,9.0,6.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303014.0,2.0,452303.0,45.0,2.0,3.0,3.0,14.0
34367,452303015003.0,1.0,4.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303015.0,3.0,452303.0,45.0,2.0,3.0,3.0,15.0
34372,452303015121.0,1.0,8.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303015.0,121.0,452303.0,45.0,2.0,3.0,3.0,15.0
34392,452303016002.0,1.0,11.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303016.0,2.0,452303.0,45.0,2.0,3.0,3.0,16.0
34398,452303016004.0,1.0,8.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303016.0,4.0,452303.0,45.0,2.0,3.0,3.0,16.0
34401,452303016005.0,1.0,8.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303016.0,5.0,452303.0,45.0,2.0,3.0,3.0,16.0
34410,452303017001.0,1.0,6.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303017.0,1.0,452303.0,45.0,2.0,3.0,3.0,17.0
34450,452303019004.0,1.0,8.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303019.0,4.0,452303.0,45.0,2.0,3.0,3.0,19.0
34453,452303019005.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303019.0,5.0,452303.0,45.0,2.0,3.0,3.0,19.0
34467,452303020002.0,1.0,11.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303020.0,2.0,452303.0,45.0,2.0,3.0,3.0,20.0
34484,452303041001.0,1.0,10.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303041.0,1.0,452303.0,45.0,2.0,3.0,3.0,41.0
34489,452303041002.0,1.0,10.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303041.0,2.0,452303.0,45.0,2.0,3.0,3.0,41.0
34499,452303041084.0,1.0,10.0,7.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303041.0,84.0,452303.0,45.0,2.0,3.0,3.0,41.0
34503,452303042001.0,1.0,12.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303042.0,1.0,452303.0,45.0,2.0,3.0,3.0,42.0
34511,452303042101.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303042.0,101.0,452303.0,45.0,2.0,3.0,3.0,42.0
34518,452303081002.0,1.0,12.0,6.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303081.0,2.0,452303.0,45.0,2.0,3.0,3.0,81.0
34523,452303082002.0,1.0,10.0,6.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303082.0,2.0,452303.0,45.0,2.0,3.0,3.0,82.0
34527,452303101001.0,1.0,8.0,5.0,1.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,3.0,,,,,452303101.0,1.0,452303.0,45.0,2.0,3.0,3.0,101.0
34530,452303101002.0,1.0,8.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303101.0,2.0,452303.0,45.0,2.0,3.0,3.0,101.0
34532,452303101003.0,1.0,10.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303101.0,3.0,452303.0,45.0,2.0,3.0,3.0,101.0
34533,452303101004.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452303101.0,4.0,452303.0,45.0,2.0,3.0,3.0,101.0
34570,452304002041.0,1.0,5.0,3.0,3.0,1.0,12.0,4.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452304002.0,41.0,452304.0,45.0,2.0,3.0,4.0,2.0
34573,452304002042.0,1.0,2.0,1.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304002.0,42.0,452304.0,45.0,2.0,3.0,4.0,2.0
34574,452304002121.0,1.0,2.0,1.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304002.0,121.0,452304.0,45.0,2.0,3.0,4.0,2.0
34584,452304004001.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304004.0,1.0,452304.0,45.0,2.0,3.0,4.0,4.0
34593,452304004002.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304004.0,2.0,452304.0,45.0,2.0,3.0,4.0,4.0
34615,452304006001.0,1.0,10.0,4.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304006.0,1.0,452304.0,45.0,2.0,3.0,4.0,6.0
34624,452304006002.0,1.0,12.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304006.0,2.0,452304.0,45.0,2.0,3.0,4.0,6.0
34651,452304009002.0,0.0,,,,1.0,6.0,3.0,6.0,2.0,,,,,1.0,2009.0,1.0,,,,,452304009.0,2.0,452304.0,45.0,2.0,3.0,4.0,9.0
34658,452304009041.0,1.0,6.0,3.0,1.0,1.0,6.0,3.0,6.0,2.0,,,,,0.0,2009.0,3.0,,,,,452304009.0,41.0,452304.0,45.0,2.0,3.0,4.0,9.0
34659,452304009043.0,1.0,3.0,2.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304009.0,43.0,452304.0,45.0,2.0,3.0,4.0,9.0
34665,452304010001.0,1.0,3.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304010.0,1.0,452304.0,45.0,2.0,3.0,4.0,10.0
34674,452304010002.0,1.0,10.0,5.0,2.0,1.0,10.0,4.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,452304010.0,2.0,452304.0,45.0,2.0,3.0,4.0,10.0
34678,452304010003.0,1.0,3.0,5.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304010.0,3.0,452304.0,45.0,2.0,3.0,4.0,10.0
34680,452304010101.0,1.0,6.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304010.0,101.0,452304.0,45.0,2.0,3.0,4.0,10.0
34682,452304010121.0,1.0,10.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304010.0,121.0,452304.0,45.0,2.0,3.0,4.0,10.0
34689,452304011002.0,1.0,12.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304011.0,2.0,452304.0,45.0,2.0,3.0,4.0,11.0
34705,452304012003.0,1.0,6.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304012.0,3.0,452304.0,45.0,2.0,3.0,4.0,12.0
34708,452304012004.0,1.0,10.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304012.0,4.0,452304.0,45.0,2.0,3.0,4.0,12.0
34712,452304012121.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304012.0,121.0,452304.0,45.0,2.0,3.0,4.0,12.0
34717,452304013002.0,1.0,12.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304013.0,2.0,452304.0,45.0,2.0,3.0,4.0,13.0
34724,452304014001.0,1.0,10.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304014.0,1.0,452304.0,45.0,2.0,3.0,4.0,14.0
34729,452304014002.0,1.0,12.0,4.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304014.0,2.0,452304.0,45.0,2.0,3.0,4.0,14.0
34779,452304019002.0,1.0,6.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304019.0,2.0,452304.0,45.0,2.0,3.0,4.0,19.0
34782,452304019121.0,1.0,10.0,6.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304019.0,121.0,452304.0,45.0,2.0,3.0,4.0,19.0
34796,452304020004.0,1.0,10.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304020.0,4.0,452304.0,45.0,2.0,3.0,4.0,20.0
34808,452304041002.0,1.0,10.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304041.0,2.0,452304.0,45.0,2.0,3.0,4.0,41.0
34812,452304041003.0,1.0,-9.0,9.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304041.0,3.0,452304.0,45.0,2.0,3.0,4.0,41.0
34818,452304043001.0,1.0,12.0,5.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304043.0,1.0,452304.0,45.0,2.0,3.0,4.0,43.0
34823,452304043002.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304043.0,2.0,452304.0,45.0,2.0,3.0,4.0,43.0
34830,452304081001.0,1.0,-9.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304081.0,1.0,452304.0,45.0,2.0,3.0,4.0,81.0
34834,452304081002.0,1.0,3.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304081.0,2.0,452304.0,45.0,2.0,3.0,4.0,81.0
34843,452304121002.0,1.0,8.0,4.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304121.0,2.0,452304.0,45.0,2.0,3.0,4.0,121.0
34860,452304141003.0,1.0,8.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452304018.0,2.0,452304.0,45.0,2.0,3.0,4.0,18.0
34867,452402001001.0,0.0,,,,1.0,4.0,2.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,452402001.0,1.0,452402.0,45.0,2.0,4.0,2.0,1.0
34873,452402001002.0,0.0,,,,1.0,4.0,2.0,3.0,2.0,,,,,1.0,2009.0,1.0,,,,,452402001.0,2.0,452402.0,45.0,2.0,4.0,2.0,1.0
34891,452402003001.0,1.0,12.0,3.0,3.0,1.0,12.0,3.0,3.0,2.0,,,,,1.0,2009.0,3.0,,,,,452402003.0,1.0,452402.0,45.0,2.0,4.0,2.0,3.0
34896,452402003002.0,0.0,,,,1.0,1.0,1.0,3.0,2.0,,,,,0.0,2009.0,1.0,,,,,452402003.0,2.0,452402.0,45.0,2.0,4.0,2.0,3.0
35012,452402017004.0,0.0,,,,1.0,8.0,3.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,452402017.0,4.0,452402.0,45.0,2.0,4.0,2.0,17.0
35014,452402017006.0,0.0,,,,1.0,8.0,3.0,1.0,2.0,,,,,1.0,2009.0,1.0,,,,,452402017.0,6.0,452402.0,45.0,2.0,4.0,2.0,17.0
35028,452402019003.0,0.0,,,,1.0,6.0,2.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,452402019.0,3.0,452402.0,45.0,2.0,4.0,2.0,19.0
35032,452402019004.0,0.0,,,,1.0,8.0,3.0,1.0,2.0,,,,,1.0,2009.0,1.0,,,,,452402019.0,4.0,452402.0,45.0,2.0,4.0,2.0,19.0
35040,452402020001.0,0.0,,,,1.0,10.0,3.0,2.0,2.0,,,,,1.0,2009.0,1.0,,,,,452402020.0,1.0,452402.0,45.0,2.0,4.0,2.0,20.0
35047,452402020002.0,0.0,,,,1.0,10.0,3.0,1.0,2.0,,,,,0.0,2009.0,1.0,,,,,452402020.0,2.0,452402.0,45.0,2.0,4.0,2.0,20.0
35099,452403003002.0,1.0,10.0,3.0,9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452403003.0,2.0,452403.0,45.0,2.0,4.0,3.0,3.0
35156,452403010002.0,1.0,10.0,4.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452403010.0,2.0,452403.0,45.0,2.0,4.0,3.0,10.0
35264,452404001001.0,1.0,12.0,7.0,2.0,1.0,3.0,5.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,452404001.0,1.0,452404.0,45.0,2.0,4.0,4.0,1.0
35272,452404001002.0,1.0,12.0,7.0,2.0,1.0,3.0,5.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,452404001.0,2.0,452404.0,45.0,2.0,4.0,4.0,1.0
35306,452404003004.0,1.0,12.0,5.0,6.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404003.0,4.0,452404.0,45.0,2.0,4.0,4.0,3.0
35310,452404003041.0,1.0,12.0,5.0,6.0,1.0,12.0,5.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,452404003.0,41.0,452404.0,45.0,2.0,4.0,4.0,3.0
35313,452404003061.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404003.0,61.0,452404.0,45.0,2.0,4.0,4.0,3.0
35321,452404004001.0,1.0,1.0,7.0,9.0,1.0,1.0,7.0,9.0,2.0,,,,,1.0,2009.0,3.0,,,,,452404004.0,1.0,452404.0,45.0,2.0,4.0,4.0,4.0
35330,452404004002.0,1.0,12.0,7.0,2.0,1.0,4.0,2.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,452404004.0,2.0,452404.0,45.0,2.0,4.0,4.0,4.0
35340,452404005002.0,0.0,,,,1.0,3.0,1.0,-9.0,2.0,,,,,1.0,2009.0,1.0,,,,,452404005.0,2.0,452404.0,45.0,2.0,4.0,4.0,5.0
35341,452404005003.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404005.0,3.0,452404.0,45.0,2.0,4.0,4.0,5.0
35348,452404006001.0,1.0,8.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,452404006.0,1.0,452404.0,45.0,2.0,4.0,4.0,6.0
35356,452404006002.0,1.0,12.0,6.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404006.0,2.0,452404.0,45.0,2.0,4.0,4.0,6.0
35386,452404008002.0,1.0,12.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404008.0,2.0,452404.0,45.0,2.0,4.0,4.0,8.0
35417,452404010002.0,1.0,6.0,7.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404010.0,2.0,452404.0,45.0,2.0,4.0,4.0,10.0
35426,452404010004.0,1.0,6.0,7.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404010.0,4.0,452404.0,45.0,2.0,4.0,4.0,10.0
35430,452404010041.0,1.0,12.0,7.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404010.0,41.0,452404.0,45.0,2.0,4.0,4.0,10.0
35431,452404010042.0,1.0,1.0,9.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404010.0,42.0,452404.0,45.0,2.0,4.0,4.0,10.0
35439,452404011001.0,1.0,12.0,7.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404011.0,1.0,452404.0,45.0,2.0,4.0,4.0,11.0
35449,452404011002.0,1.0,-9.0,9.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404011.0,2.0,452404.0,45.0,2.0,4.0,4.0,11.0
35459,452404011004.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404011.0,4.0,452404.0,45.0,2.0,4.0,4.0,11.0
35463,452404011081.0,1.0,12.0,7.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404011.0,81.0,452404.0,45.0,2.0,4.0,4.0,11.0
35472,452404012002.0,1.0,12.0,5.0,-9.0,1.0,2.0,9.0,-9.0,2.0,,,,,0.0,2009.0,3.0,,,,,452404012.0,2.0,452404.0,45.0,2.0,4.0,4.0,12.0
35489,452404014001.0,1.0,10.0,3.0,1.0,1.0,10.0,3.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,452404014.0,1.0,452404.0,45.0,2.0,4.0,4.0,14.0
35497,452404014002.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,-9.0,2.0,,,,,0.0,2009.0,3.0,,,,,452404014.0,2.0,452404.0,45.0,2.0,4.0,4.0,14.0
35504,452404014003.0,1.0,4.0,3.0,-9.0,1.0,6.0,3.0,2.0,2.0,,,,,0.0,2009.0,3.0,,,,,452404014.0,3.0,452404.0,45.0,2.0,4.0,4.0,14.0
35515,452404016001.0,1.0,2.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404016.0,1.0,452404.0,45.0,2.0,4.0,4.0,16.0
35525,452404016002.0,1.0,3.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,452404016.0,2.0,452404.0,45.0,2.0,4.0,4.0,16.0
35533,452404017001.0,0.0,,,,1.0,4.0,1.0,1.0,2.0,,,,,1.0,2009.0,1.0,,,,,452404017.0,1.0,452404.0,45.0,2.0,4.0,4.0,17.0
