,a5,a6,a7,a8,a9,a10,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a15a,a26a,a5a,a5a1,a5b,a5c,a5c1,a5d,a5e,a5f,a8a,a8b,a8b1,aa11,aa12,aa13,ab5,ab6,ab7,ab8,adult,agri,child,commid,diet,educ,idind,idind_f,idind_m,idind_s,job_wage,pe,roster,t1,t2,t3,t4,t5,wave,hhid,line,a20a,a20b
42221,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203009005.0,,,,,,1.0,32.0,2.0,2.0,3.0,9.0,2009.0,322203009.0,5.0,,
42228,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,198310.0,3.0,,,,,0.0,,0.0,322203.0,0.0,,322203009006.0,,,,,,1.0,32.0,2.0,2.0,3.0,9.0,2009.0,322203009.0,6.0,,
42237,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203009007.0,,,,,,1.0,32.0,2.0,2.0,3.0,9.0,2009.0,322203009.0,7.0,,
42245,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,0.0,,1.0,322203.0,3.0,,322203009101.0,,,,,,1.0,32.0,2.0,2.0,3.0,9.0,2009.0,322203009.0,101.0,,
42249,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203009102.0,,,,,,1.0,32.0,2.0,2.0,3.0,9.0,2009.0,322203009.0,102.0,,
42260,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203010001.0,,,,,,1.0,32.0,2.0,2.0,3.0,10.0,2009.0,322203010.0,1.0,,
42270,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200703.0,7.0,,,,,0.0,,0.0,322203.0,0.0,,322203010002.0,,,,,,1.0,32.0,2.0,2.0,3.0,10.0,2009.0,322203010.0,2.0,,
42278,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203010003.0,,,,,,1.0,32.0,2.0,2.0,3.0,10.0,2009.0,322203010.0,3.0,,
42288,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203010004.0,,,,,,1.0,32.0,2.0,2.0,3.0,10.0,2009.0,322203010.0,4.0,,
42294,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203010041.0,,,322203010003.0,,,1.0,32.0,2.0,2.0,3.0,10.0,2009.0,322203010.0,41.0,,
42301,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,4.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203010042.0,,,322203010004.0,,,1.0,32.0,2.0,2.0,3.0,10.0,2009.0,322203010.0,42.0,,
42305,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,42.0,1.0,,,,2.0,1.0,,,,,,,0.0,,1.0,322203.0,3.0,,322203010081.0,,322203010042.0,,,,1.0,32.0,2.0,2.0,3.0,10.0,2009.0,322203010.0,81.0,,
42309,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,3.0,41.0,1.0,,,,2.0,1.0,,,,,,,0.0,,1.0,322203.0,3.0,,322203010082.0,,322203010041.0,,,,1.0,32.0,2.0,2.0,3.0,10.0,2009.0,322203010.0,82.0,,
42342,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203012002.0,,,,,,1.0,32.0,2.0,2.0,3.0,12.0,2009.0,322203012.0,2.0,,
42349,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,198912.0,2.0,,,,,0.0,,0.0,322203.0,0.0,,322203012004.0,,,,,,1.0,32.0,2.0,2.0,3.0,12.0,2009.0,322203012.0,4.0,,
42357,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199112.0,2.0,,,,,0.0,,0.0,322203.0,0.0,,322203012005.0,,,,,,1.0,32.0,2.0,2.0,3.0,12.0,2009.0,322203012.0,5.0,,
42374,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203013001.0,,,322203013002.0,,,1.0,32.0,2.0,2.0,3.0,13.0,2009.0,322203013.0,1.0,,
42384,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203013002.0,,,322203013001.0,,,1.0,32.0,2.0,2.0,3.0,13.0,2009.0,322203013.0,2.0,,
42394,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200002.0,2.0,,,,,0.0,,0.0,322203.0,0.0,,322203013003.0,,,,,,1.0,32.0,2.0,2.0,3.0,13.0,2009.0,322203013.0,3.0,,
42404,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,101.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203013004.0,322203013001.0,322203013002.0,322203013101.0,,,1.0,32.0,2.0,2.0,3.0,13.0,2009.0,322203013.0,4.0,,
42408,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,4.0,1.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203013101.0,,,322203013004.0,,,1.0,32.0,2.0,2.0,3.0,13.0,2009.0,322203013.0,101.0,,
42412,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,1.0,1.0,101.0,1.0,,,,2.0,1.0,,,,,,,0.0,,1.0,322203.0,3.0,,322203013102.0,322203013004.0,322203013101.0,,,,1.0,32.0,2.0,2.0,3.0,13.0,2009.0,322203013.0,102.0,,
42422,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203014001.0,,,,,,1.0,32.0,2.0,2.0,3.0,14.0,2009.0,322203014.0,1.0,,
42439,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,1.0,,,81.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203014003.0,322203014001.0,,322203014081.0,,,1.0,32.0,2.0,2.0,3.0,14.0,2009.0,322203014.0,3.0,,
42444,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203014081.0,,,322203014003.0,,,1.0,32.0,2.0,2.0,3.0,14.0,2009.0,322203014.0,81.0,,
42449,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,81.0,1.0,,,,2.0,1.0,,,,,,,0.0,,1.0,322203.0,3.0,,322203014082.0,322203014003.0,322203014081.0,,,,1.0,32.0,2.0,2.0,3.0,14.0,2009.0,322203014.0,82.0,,
42452,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,81.0,1.0,,,,2.0,,,,1.0,0.0,,,0.0,,1.0,322203.0,3.0,,322203014121.0,322203014003.0,322203014081.0,,,,1.0,32.0,2.0,2.0,3.0,14.0,2009.0,322203014.0,121.0,,
42461,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203015001.0,,,322203015002.0,,,1.0,32.0,2.0,2.0,3.0,15.0,2009.0,322203015.0,1.0,,
42470,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203015002.0,,,322203015001.0,,,1.0,32.0,2.0,2.0,3.0,15.0,2009.0,322203015.0,2.0,,
42479,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203015003.0,,,,,,1.0,32.0,2.0,2.0,3.0,15.0,2009.0,322203015.0,3.0,,
42488,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200602.0,3.0,,,,,0.0,,0.0,322203.0,0.0,,322203015004.0,,,,,,1.0,32.0,2.0,2.0,3.0,15.0,2009.0,322203015.0,4.0,,
42494,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203016001.0,,,322203016002.0,,,1.0,32.0,2.0,2.0,3.0,16.0,2009.0,322203016.0,1.0,,
42500,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203016002.0,,,322203016001.0,,,1.0,32.0,2.0,2.0,3.0,16.0,2009.0,322203016.0,2.0,,
42506,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200801.0,7.0,,,,,0.0,,0.0,322203.0,0.0,,322203016003.0,,,,,,1.0,32.0,2.0,2.0,3.0,16.0,2009.0,322203016.0,3.0,,
42510,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200104.0,7.0,,,,,0.0,,0.0,322203.0,0.0,,322203016004.0,,,,,,1.0,32.0,2.0,2.0,3.0,16.0,2009.0,322203016.0,4.0,,
42514,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199211.0,2.0,,,,,0.0,,0.0,322203.0,0.0,,322203016005.0,,,,,,1.0,32.0,2.0,2.0,3.0,16.0,2009.0,322203016.0,5.0,,
42520,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199510.0,2.0,,,,,0.0,,0.0,322203.0,0.0,,322203016006.0,,,,,,1.0,32.0,2.0,2.0,3.0,16.0,2009.0,322203016.0,6.0,,
42526,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200601.0,5.0,,,,,0.0,,0.0,322203.0,0.0,,322203016007.0,,,,,,1.0,32.0,2.0,2.0,3.0,16.0,2009.0,322203016.0,7.0,,
42532,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200006.0,7.0,,,,,0.0,,0.0,322203.0,0.0,,322203016008.0,,,,,,1.0,32.0,2.0,2.0,3.0,16.0,2009.0,322203016.0,8.0,,
42611,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203019001.0,,,322203019002.0,,,1.0,32.0,2.0,2.0,3.0,19.0,2009.0,322203019.0,1.0,,
42621,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203019002.0,,,322203019001.0,,,1.0,32.0,2.0,2.0,3.0,19.0,2009.0,322203019.0,2.0,,
42631,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200501.0,,,,,,0.0,,0.0,322203.0,0.0,,322203019003.0,,,,,,1.0,32.0,2.0,2.0,3.0,19.0,2009.0,322203019.0,3.0,,
42641,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203019004.0,,,,,,1.0,32.0,2.0,2.0,3.0,19.0,2009.0,322203019.0,4.0,,
42651,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200812.0,7.0,,,,,0.0,,0.0,322203.0,0.0,,322203020001.0,,,,,,1.0,32.0,2.0,2.0,3.0,20.0,2009.0,322203020.0,1.0,,
42659,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203020002.0,,,,,,1.0,32.0,2.0,2.0,3.0,20.0,2009.0,322203020.0,2.0,,
42669,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203020003.0,,,,,,1.0,32.0,2.0,2.0,3.0,20.0,2009.0,322203020.0,3.0,,
42672,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,,,,2.0,0.0,,,1.0,,0.0,322203.0,3.0,,322203020121.0,,,322203020003.0,,,1.0,32.0,2.0,2.0,3.0,20.0,2009.0,322203020.0,121.0,,
42675,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,121.0,1.0,,,,2.0,,,,1.0,0.0,,,0.0,,1.0,322203.0,0.0,,322203020122.0,,322203020121.0,,,,1.0,32.0,2.0,2.0,3.0,20.0,2009.0,322203020.0,122.0,,
42688,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203031002.0,,,322203031003.0,,,1.0,32.0,2.0,2.0,3.0,31.0,2009.0,322203031.0,2.0,,
42695,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203031003.0,,,322203031002.0,,,1.0,32.0,2.0,2.0,3.0,31.0,2009.0,322203031.0,3.0,,
42702,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200905.0,2.0,,,,,0.0,,0.0,322203.0,0.0,,322203031004.0,,,,,,1.0,32.0,2.0,2.0,3.0,31.0,2009.0,322203031.0,4.0,,
42709,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203031005.0,,,,,,1.0,32.0,2.0,2.0,3.0,31.0,2009.0,322203031.0,5.0,,
42716,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,2.0,1.0,,,,,,,0.0,,1.0,322203.0,3.0,,322203031061.0,322203031002.0,322203031003.0,,,,1.0,32.0,2.0,2.0,3.0,31.0,2009.0,322203031.0,61.0,,
42722,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203041001.0,,,322203041002.0,,,1.0,32.0,2.0,2.0,3.0,41.0,2009.0,322203041.0,1.0,,
42729,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203041002.0,,,322203041001.0,,,1.0,32.0,2.0,2.0,3.0,41.0,2009.0,322203041.0,2.0,,
42739,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203041004.0,,,,,,1.0,32.0,2.0,2.0,3.0,41.0,2009.0,322203041.0,4.0,,
42745,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203041061.0,,,,,,1.0,32.0,2.0,2.0,3.0,41.0,2009.0,322203041.0,61.0,,
42752,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203042001.0,,,322203042002.0,,,1.0,32.0,2.0,2.0,3.0,42.0,2009.0,322203042.0,1.0,,
42759,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203042002.0,,,322203042001.0,,,1.0,32.0,2.0,2.0,3.0,42.0,2009.0,322203042.0,2.0,,
42766,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,4.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203042003.0,322203042001.0,322203042002.0,322203042004.0,,,1.0,32.0,2.0,2.0,3.0,42.0,2009.0,322203042.0,3.0,,
42773,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203042004.0,,,322203042003.0,,,1.0,32.0,2.0,2.0,3.0,42.0,2009.0,322203042.0,4.0,,
42780,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203042005.0,,,,,,1.0,32.0,2.0,2.0,3.0,42.0,2009.0,322203042.0,5.0,,
42787,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203042006.0,,,,,,1.0,32.0,2.0,2.0,3.0,42.0,2009.0,322203042.0,6.0,,
42802,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203062001.0,,,,,,1.0,32.0,2.0,2.0,3.0,62.0,2009.0,322203062.0,1.0,,
42808,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322203.0,3.0,,322203062002.0,,,322203062001.0,,,1.0,32.0,2.0,2.0,3.0,62.0,2009.0,322203062.0,2.0,,
42814,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,1.0,,,,,,,0.0,,0.0,322203.0,0.0,,322203062003.0,,,,,,1.0,32.0,2.0,2.0,3.0,62.0,2009.0,322203062.0,3.0,,
42817,0.0,,,2.0,,,,,1.0,,,0.0,32.0,32.0,,,,,0.0,32.0,,,,,,32.0,0.0,,,0.0,,,1.0,,,2.0,2.0,,,,4.0,1.0,322203017.0,3.0,1.0,,0.0,322203.0,3.0,,322203121001.0,,,322203121002.0,,,1.0,32.0,2.0,2.0,3.0,121.0,2009.0,322203121.0,1.0,,
42820,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,4.0,1.0,322203017.0,5.0,0.0,,0.0,322203.0,0.0,,322203121002.0,,,,,,1.0,32.0,2.0,2.0,3.0,121.0,2009.0,322203121.0,2.0,,
42842,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204001001.0,,,322204001002.0,,,1.0,32.0,2.0,2.0,4.0,1.0,2009.0,322204001.0,1.0,,
42852,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204001002.0,,,322204001001.0,,,1.0,32.0,2.0,2.0,4.0,1.0,2009.0,322204001.0,2.0,,
42866,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199612.0,2.0,,,,,0.0,,0.0,322204.0,0.0,,322204001004.0,,,,,,1.0,32.0,2.0,2.0,4.0,1.0,2009.0,322204001.0,4.0,,
42875,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199812.0,2.0,,,,,0.0,,0.0,322204.0,0.0,,322204001005.0,,,,,,1.0,32.0,2.0,2.0,4.0,1.0,2009.0,322204001.0,5.0,,
42885,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204002001.0,,,322204002002.0,,,1.0,32.0,2.0,2.0,4.0,2.0,2009.0,322204002.0,1.0,,
42895,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204002002.0,,,322204002001.0,,,1.0,32.0,2.0,2.0,4.0,2.0,2009.0,322204002.0,2.0,,
42905,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,61.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204002003.0,322204002001.0,322204002002.0,322204002061.0,,,1.0,32.0,2.0,2.0,4.0,2.0,2009.0,322204002.0,3.0,,
42915,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200201.0,2.0,,,,,0.0,,0.0,322204.0,0.0,,322204002004.0,,,,,,1.0,32.0,2.0,2.0,4.0,2.0,2009.0,322204002.0,4.0,,
42921,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204002061.0,,,322204002003.0,,,1.0,32.0,2.0,2.0,4.0,2.0,2009.0,322204002.0,61.0,,
42926,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,61.0,1.0,,,,2.0,1.0,,,,,,,0.0,,1.0,322204.0,3.0,,322204002081.0,322204002003.0,322204002061.0,,,,1.0,32.0,2.0,2.0,4.0,2.0,2009.0,322204002.0,81.0,,
42969,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204004001.0,,,322204004002.0,,,1.0,32.0,2.0,2.0,4.0,4.0,2009.0,322204004.0,1.0,,
42979,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204004002.0,,,322204004001.0,,,1.0,32.0,2.0,2.0,4.0,4.0,2009.0,322204004.0,2.0,,
42989,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199508.0,2.0,,,,,0.0,,0.0,322204.0,0.0,,322204004003.0,,,,,,1.0,32.0,2.0,2.0,4.0,4.0,2009.0,322204004.0,3.0,,
42996,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,1.0,,,,,,,0.0,,0.0,322204.0,0.0,,322204005001.0,,,,,,1.0,32.0,2.0,2.0,4.0,5.0,2009.0,322204005.0,1.0,,
43001,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204005002.0,,,322204005001.0,,,1.0,32.0,2.0,2.0,4.0,5.0,2009.0,322204005.0,2.0,,
43006,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,1.0,,,,,,,0.0,,0.0,322204.0,0.0,,322204005003.0,,,,,,1.0,32.0,2.0,2.0,4.0,5.0,2009.0,322204005.0,3.0,,
43029,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204007001.0,,,322204007002.0,,,1.0,32.0,2.0,2.0,4.0,7.0,2009.0,322204007.0,1.0,,
43039,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204007002.0,,,322204007001.0,,,1.0,32.0,2.0,2.0,4.0,7.0,2009.0,322204007.0,2.0,,
43049,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200401.0,2.0,,,,,0.0,,0.0,322204.0,0.0,,322204007003.0,,,,,,1.0,32.0,2.0,2.0,4.0,7.0,2009.0,322204007.0,3.0,,
43064,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204008002.0,,,,,,1.0,32.0,2.0,2.0,4.0,8.0,2009.0,322204008.0,2.0,,
43070,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-99801.0,1.0,,,,,0.0,,0.0,322204.0,0.0,,322204008003.0,,,,,,1.0,32.0,2.0,2.0,4.0,8.0,2009.0,322204008.0,3.0,,
43076,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-99801.0,1.0,,,,,0.0,,0.0,322204.0,0.0,,322204008004.0,,,,,,1.0,32.0,2.0,2.0,4.0,8.0,2009.0,322204008.0,4.0,,
43096,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204010002.0,,,,,,1.0,32.0,2.0,2.0,4.0,10.0,2009.0,322204010.0,2.0,,
43105,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,,,,1.0,,,,,,,0.0,,0.0,322204.0,0.0,,322204010003.0,,,,,,1.0,32.0,2.0,2.0,4.0,10.0,2009.0,322204010.0,3.0,,
43112,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199512.0,3.0,,,,,0.0,,0.0,322204.0,0.0,,322204010004.0,,,,,,1.0,32.0,2.0,2.0,4.0,10.0,2009.0,322204010.0,4.0,,
43120,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204010021.0,,,322204010003.0,,,1.0,32.0,2.0,2.0,4.0,10.0,2009.0,322204010.0,21.0,,
43128,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,0.0,,0.0,322204.0,0.0,,322204010022.0,,,,,,1.0,32.0,2.0,2.0,4.0,10.0,2009.0,322204010.0,22.0,,
43138,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,322204.0,3.0,,322204011001.0,,,,,,1.0,32.0,2.0,2.0,4.0,11.0,2009.0,322204011.0,1.0,,
