,idind,k2,k3,k4,k5,k6,k7,k7b,k7c,k12,k13,k13b,k13c,wave,k7d,k3a,k5a,k7a,k13a,k8,k9,k10,k11,hhid,line,commid,t1,t2,t3,t4,t5,k6a,k6b
17012,232202103002.0,1.0,10.0,1.0,40.0,0.0,,1.0,50.0,0.0,,0.0,,2009.0,,,,,,,,,,232202103.0,2.0,232202.0,23.0,2.0,2.0,2.0,103.0,,
17015,232202103003.0,1.0,40.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232202103.0,3.0,232202.0,23.0,2.0,2.0,2.0,103.0,,
17018,232202104001.0,1.0,20.0,1.0,50.0,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232202104.0,1.0,232202.0,23.0,2.0,2.0,2.0,104.0,,
17022,232202104003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232202104.0,3.0,232202.0,23.0,2.0,2.0,2.0,104.0,,
17026,232202121001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232202121.0,1.0,232202.0,23.0,2.0,2.0,2.0,121.0,,
17030,232202121002.0,1.0,20.0,1.0,60.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232202121.0,2.0,232202.0,23.0,2.0,2.0,2.0,121.0,,
17049,232203001001.0,1.0,25.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203001.0,1.0,232203.0,23.0,2.0,2.0,3.0,1.0,,
17054,232203001002.0,1.0,30.0,1.0,50.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203001.0,2.0,232203.0,23.0,2.0,2.0,3.0,1.0,,
17064,232203003001.0,1.0,25.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203003.0,1.0,232203.0,23.0,2.0,2.0,3.0,3.0,,
17071,232203003002.0,1.0,20.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203003.0,2.0,232203.0,23.0,2.0,2.0,3.0,3.0,,
17084,232203005001.0,1.0,25.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232203005.0,1.0,232203.0,23.0,2.0,2.0,3.0,5.0,,
17090,232203005002.0,1.0,20.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203005.0,2.0,232203.0,23.0,2.0,2.0,3.0,5.0,,
17110,232203008001.0,1.0,20.0,1.0,40.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203008.0,1.0,232203.0,23.0,2.0,2.0,3.0,8.0,,
17115,232203009001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203009.0,1.0,232203.0,23.0,2.0,2.0,3.0,9.0,,
17121,232203009002.0,1.0,40.0,1.0,90.0,1.0,50.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203009.0,2.0,232203.0,23.0,2.0,2.0,3.0,9.0,,
17127,232203010001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203010.0,1.0,232203.0,23.0,2.0,2.0,3.0,10.0,,
17134,232203010002.0,1.0,30.0,1.0,90.0,1.0,40.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203010.0,2.0,232203.0,23.0,2.0,2.0,3.0,10.0,,
17141,232203011001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203011.0,1.0,232203.0,23.0,2.0,2.0,3.0,11.0,,
17148,232203011002.0,1.0,30.0,1.0,90.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,232203011.0,2.0,232203.0,23.0,2.0,2.0,3.0,11.0,,
17154,232203012001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203012.0,1.0,232203.0,23.0,2.0,2.0,3.0,12.0,,
17161,232203012002.0,1.0,30.0,1.0,90.0,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203012.0,2.0,232203.0,23.0,2.0,2.0,3.0,12.0,,
17185,232203014002.0,1.0,30.0,1.0,40.0,1.0,30.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,232203014.0,2.0,232203.0,23.0,2.0,2.0,3.0,14.0,,
17200,232203015001.0,1.0,30.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203015.0,1.0,232203.0,23.0,2.0,2.0,3.0,15.0,,
17207,232203015002.0,1.0,30.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203015.0,2.0,232203.0,23.0,2.0,2.0,3.0,15.0,,
17219,232203017001.0,0.0,,0.0,,0.0,,0.0,,1.0,10.0,0.0,,2009.0,,,,,,,,,,232203017.0,1.0,232203.0,23.0,2.0,2.0,3.0,17.0,,
17224,232203017002.0,1.0,40.0,1.0,90.0,1.0,40.0,1.0,40.0,1.0,42.0,0.0,,2009.0,,,,,,,,,,232203017.0,2.0,232203.0,23.0,2.0,2.0,3.0,17.0,,
17247,232203020002.0,1.0,30.0,1.0,90.0,1.0,60.0,1.0,20.0,1.0,18.0,0.0,,2009.0,,,,,,,,,,232203020.0,2.0,232203.0,23.0,2.0,2.0,3.0,20.0,,
17253,232203020121.0,1.0,30.0,1.0,50.0,1.0,60.0,1.0,40.0,1.0,56.0,0.0,,2009.0,,,,,,,,,,232203020.0,121.0,232203.0,23.0,2.0,2.0,3.0,20.0,,
17275,232203083002.0,1.0,30.0,1.0,30.0,1.0,15.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203083.0,2.0,232203.0,23.0,2.0,2.0,3.0,83.0,,
17277,232203084001.0,1.0,15.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203084.0,1.0,232203.0,23.0,2.0,2.0,3.0,84.0,,
17281,232203084002.0,1.0,30.0,1.0,90.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203084.0,2.0,232203.0,23.0,2.0,2.0,3.0,84.0,,
17283,232203084101.0,1.0,30.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232203084.0,101.0,232203.0,23.0,2.0,2.0,3.0,84.0,,
17285,232203101001.0,0.0,,1.0,90.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203101.0,1.0,232203.0,23.0,2.0,2.0,3.0,101.0,,
17289,232203101002.0,1.0,25.0,0.0,,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203101.0,2.0,232203.0,23.0,2.0,2.0,3.0,101.0,,
17293,232203121001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203121.0,1.0,232203.0,23.0,2.0,2.0,3.0,121.0,,
17296,232203121002.0,1.0,20.0,1.0,90.0,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232203121.0,2.0,232203.0,23.0,2.0,2.0,3.0,121.0,,
17299,232203122001.0,1.0,20.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232203122.0,1.0,232203.0,23.0,2.0,2.0,3.0,122.0,,
17302,232203122002.0,1.0,30.0,1.0,90.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,232203122.0,2.0,232203.0,23.0,2.0,2.0,3.0,122.0,,
17305,232203123001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203123.0,1.0,232203.0,23.0,2.0,2.0,3.0,123.0,,
17307,232203123002.0,1.0,30.0,1.0,50.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232203123.0,2.0,232203.0,23.0,2.0,2.0,3.0,123.0,,
17310,232203123003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203123.0,3.0,232203.0,23.0,2.0,2.0,3.0,123.0,,
17311,232203123005.0,1.0,10.0,1.0,20.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203123.0,5.0,232203.0,23.0,2.0,2.0,3.0,123.0,,
17313,232203124002.0,1.0,30.0,1.0,90.0,1.0,40.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203124.0,2.0,232203.0,23.0,2.0,2.0,3.0,124.0,,
17314,232203124003.0,1.0,25.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232203124.0,3.0,232203.0,23.0,2.0,2.0,3.0,124.0,,
17315,232203125001.0,1.0,25.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232203125.0,1.0,232203.0,23.0,2.0,2.0,3.0,125.0,,
17318,232203125002.0,1.0,40.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232203125.0,2.0,232203.0,23.0,2.0,2.0,3.0,125.0,,
17330,232204001001.0,1.0,60.0,1.0,180.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232204001.0,1.0,232204.0,23.0,2.0,2.0,4.0,1.0,,
17343,232204002001.0,1.0,20.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232204002.0,1.0,232204.0,23.0,2.0,2.0,4.0,2.0,,
17350,232204002002.0,1.0,20.0,1.0,60.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204002.0,2.0,232204.0,23.0,2.0,2.0,4.0,2.0,,
17355,232204002003.0,1.0,30.0,1.0,180.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204002.0,3.0,232204.0,23.0,2.0,2.0,4.0,2.0,,
17362,232204003001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204003.0,1.0,232204.0,23.0,2.0,2.0,4.0,3.0,,
17369,232204003002.0,1.0,10.0,1.0,180.0,1.0,20.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,232204003.0,2.0,232204.0,23.0,2.0,2.0,4.0,3.0,,
17378,232204004001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204004.0,1.0,232204.0,23.0,2.0,2.0,4.0,4.0,,
17385,232204004002.0,1.0,15.0,1.0,60.0,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204004.0,2.0,232204.0,23.0,2.0,2.0,4.0,4.0,,
17394,232204005001.0,1.0,20.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232204005.0,1.0,232204.0,23.0,2.0,2.0,4.0,5.0,,
17401,232204005002.0,1.0,20.0,1.0,801.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204005.0,2.0,232204.0,23.0,2.0,2.0,4.0,5.0,,
17421,232204007001.0,1.0,10.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204007.0,1.0,232204.0,23.0,2.0,2.0,4.0,7.0,,
17428,232204007002.0,1.0,10.0,1.0,90.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204007.0,2.0,232204.0,23.0,2.0,2.0,4.0,7.0,,
17434,232204008001.0,1.0,20.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232204008.0,1.0,232204.0,23.0,2.0,2.0,4.0,8.0,,
17439,232204008002.0,1.0,10.0,1.0,180.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204008.0,2.0,232204.0,23.0,2.0,2.0,4.0,8.0,,
17448,232204009001.0,1.0,10.0,1.0,90.0,1.0,15.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204009.0,1.0,232204.0,23.0,2.0,2.0,4.0,9.0,,
17459,232204010001.0,1.0,20.0,1.0,140.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204010.0,1.0,232204.0,23.0,2.0,2.0,4.0,10.0,,
17486,232204013001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204013.0,1.0,232204.0,23.0,2.0,2.0,4.0,13.0,,
17493,232204013002.0,1.0,10.0,1.0,180.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204013.0,2.0,232204.0,23.0,2.0,2.0,4.0,13.0,,
17506,232204014001.0,1.0,45.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232204014.0,1.0,232204.0,23.0,2.0,2.0,4.0,14.0,,
17512,232204015001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204015.0,1.0,232204.0,23.0,2.0,2.0,4.0,15.0,,
17518,232204015002.0,1.0,30.0,1.0,90.0,1.0,60.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232204015.0,2.0,232204.0,23.0,2.0,2.0,4.0,15.0,,
17527,232204016001.0,1.0,10.0,1.0,60.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204016.0,1.0,232204.0,23.0,2.0,2.0,4.0,16.0,,
17533,232204016002.0,1.0,30.0,1.0,90.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204016.0,2.0,232204.0,23.0,2.0,2.0,4.0,16.0,,
17539,232204017001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204017.0,1.0,232204.0,23.0,2.0,2.0,4.0,17.0,,
17545,232204017002.0,1.0,60.0,1.0,90.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,232204017.0,2.0,232204.0,23.0,2.0,2.0,4.0,17.0,,
17551,232204017101.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204017.0,101.0,232204.0,23.0,2.0,2.0,4.0,17.0,,
17556,232204018001.0,1.0,20.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204018.0,1.0,232204.0,23.0,2.0,2.0,4.0,18.0,,
17563,232204018002.0,1.0,10.0,1.0,90.0,1.0,30.0,1.0,70.0,0.0,,0.0,,2009.0,,,,,,,,,,232204018.0,2.0,232204.0,23.0,2.0,2.0,4.0,18.0,,
17574,232204019001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204019.0,1.0,232204.0,23.0,2.0,2.0,4.0,19.0,,
17580,232204019002.0,1.0,20.0,1.0,150.0,1.0,20.0,1.0,20.0,0.0,,1.0,48.0,2009.0,,,,,,,,,,232204019.0,2.0,232204.0,23.0,2.0,2.0,4.0,19.0,,
17587,232204020001.0,1.0,10.0,1.0,50.0,1.0,10.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204020.0,1.0,232204.0,23.0,2.0,2.0,4.0,20.0,,
17608,232204086001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204086.0,1.0,232204.0,23.0,2.0,2.0,4.0,86.0,,
17611,232204086002.0,0.0,,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232204086.0,2.0,232204.0,23.0,2.0,2.0,4.0,86.0,,
17612,232204087001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204087.0,1.0,232204.0,23.0,2.0,2.0,4.0,87.0,,
17616,232204087002.0,1.0,20.0,1.0,90.0,1.0,20.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,232204087.0,2.0,232204.0,23.0,2.0,2.0,4.0,87.0,,
17621,232204088001.0,1.0,15.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204088.0,1.0,232204.0,23.0,2.0,2.0,4.0,88.0,,
17626,232204088002.0,0.0,,1.0,180.0,1.0,60.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232204088.0,2.0,232204.0,23.0,2.0,2.0,4.0,88.0,,
17631,232204088003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232204088.0,3.0,232204.0,23.0,2.0,2.0,4.0,88.0,,
17660,232205064001.0,1.0,30.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205064.0,1.0,232205.0,23.0,2.0,2.0,5.0,64.0,,
17666,232205064002.0,1.0,60.0,1.0,120.0,1.0,20.0,1.0,30.0,1.0,4.0,0.0,,2009.0,,,,,,,,,,232205064.0,2.0,232205.0,23.0,2.0,2.0,5.0,64.0,,
17670,232205064003.0,1.0,20.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205064.0,3.0,232205.0,23.0,2.0,2.0,5.0,64.0,,
17672,232205064121.0,1.0,12.0,1.0,40.0,1.0,30.0,1.0,30.0,1.0,21.0,0.0,,2009.0,,,,,,,,,,232205064.0,121.0,232205.0,23.0,2.0,2.0,5.0,64.0,,
17677,232205065002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205065.0,2.0,232205.0,23.0,2.0,2.0,5.0,65.0,,
17682,232205065003.0,1.0,30.0,1.0,90.0,1.0,30.0,1.0,50.0,0.0,,0.0,,2009.0,,,,,,,,,,232205065.0,3.0,232205.0,23.0,2.0,2.0,5.0,65.0,,
17685,232205065005.0,0.0,,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205065.0,5.0,232205.0,23.0,2.0,2.0,5.0,65.0,,
17695,232205066002.0,1.0,30.0,1.0,90.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205066.0,2.0,232205.0,23.0,2.0,2.0,5.0,66.0,,
17716,232205069001.0,1.0,30.0,1.0,50.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205069.0,1.0,232205.0,23.0,2.0,2.0,5.0,69.0,,
17720,232205069002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205069.0,2.0,232205.0,23.0,2.0,2.0,5.0,69.0,,
17724,232205069003.0,1.0,20.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205069.0,3.0,232205.0,23.0,2.0,2.0,5.0,69.0,,
17749,232205072001.0,1.0,25.0,1.0,50.0,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205072.0,1.0,232205.0,23.0,2.0,2.0,5.0,72.0,,
17755,232205072002.0,1.0,20.0,1.0,30.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205072.0,2.0,232205.0,23.0,2.0,2.0,5.0,72.0,,
17759,232205072003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205072.0,3.0,232205.0,23.0,2.0,2.0,5.0,72.0,,
17767,232205073002.0,1.0,15.0,1.0,30.0,1.0,12.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,232205073.0,2.0,232205.0,23.0,2.0,2.0,5.0,73.0,,
17769,232205074001.0,1.0,20.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232205074.0,1.0,232205.0,23.0,2.0,2.0,5.0,74.0,,
17773,232205074002.0,1.0,60.0,1.0,80.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205074.0,2.0,232205.0,23.0,2.0,2.0,5.0,74.0,,
17782,232205075002.0,1.0,20.0,1.0,40.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205075.0,2.0,232205.0,23.0,2.0,2.0,5.0,75.0,,
17786,232205076001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205076.0,1.0,232205.0,23.0,2.0,2.0,5.0,76.0,,
17792,232205076002.0,1.0,30.0,1.0,45.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205076.0,2.0,232205.0,23.0,2.0,2.0,5.0,76.0,,
17796,232205076003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205076.0,3.0,232205.0,23.0,2.0,2.0,5.0,76.0,,
17807,232205079001.0,1.0,40.0,1.0,50.0,1.0,10.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205079.0,1.0,232205.0,23.0,2.0,2.0,5.0,79.0,,
17813,232205079002.0,1.0,15.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,232205079.0,2.0,232205.0,23.0,2.0,2.0,5.0,79.0,,
17821,232205080001.0,1.0,30.0,1.0,90.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205080.0,1.0,232205.0,23.0,2.0,2.0,5.0,80.0,,
17829,232205080003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205080.0,3.0,232205.0,23.0,2.0,2.0,5.0,80.0,,
17832,232205081001.0,1.0,20.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205081.0,1.0,232205.0,23.0,2.0,2.0,5.0,81.0,,
17837,232205081002.0,1.0,60.0,1.0,80.0,1.0,60.0,1.0,30.0,1.0,21.0,0.0,,2009.0,,,,,,,,,,232205081.0,2.0,232205.0,23.0,2.0,2.0,5.0,81.0,,
17844,232205082001.0,1.0,40.0,1.0,120.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,232205082.0,1.0,232205.0,23.0,2.0,2.0,5.0,82.0,,
17847,232205101001.0,1.0,40.0,1.0,90.0,1.0,20.0,1.0,40.0,0.0,,0.0,,2009.0,,,,,,,,,,232205101.0,1.0,232205.0,23.0,2.0,2.0,5.0,101.0,,
17849,232205101002.0,1.0,20.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,232205101.0,2.0,232205.0,23.0,2.0,2.0,5.0,101.0,,
17851,232205121001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205121.0,1.0,232205.0,23.0,2.0,2.0,5.0,121.0,,
17852,232205121002.0,1.0,20.0,1.0,50.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205121.0,2.0,232205.0,23.0,2.0,2.0,5.0,121.0,,
17853,232205122001.0,1.0,20.0,0.0,,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205122.0,1.0,232205.0,23.0,2.0,2.0,5.0,122.0,,
17855,232205122002.0,1.0,20.0,1.0,120.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205122.0,2.0,232205.0,23.0,2.0,2.0,5.0,122.0,,
17858,232205123002.0,1.0,40.0,1.0,120.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205123.0,2.0,232205.0,23.0,2.0,2.0,5.0,123.0,,
17861,232205123003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205123.0,3.0,232205.0,23.0,2.0,2.0,5.0,123.0,,
17863,232205124001.0,1.0,30.0,1.0,40.0,1.0,10.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205124.0,1.0,232205.0,23.0,2.0,2.0,5.0,124.0,,
17866,232205124002.0,1.0,20.0,0.0,,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205124.0,2.0,232205.0,23.0,2.0,2.0,5.0,124.0,,
17869,232205125001.0,1.0,12.0,0.0,,0.0,,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232205125.0,1.0,232205.0,23.0,2.0,2.0,5.0,125.0,,
17871,232205125002.0,1.0,30.0,1.0,120.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232205125.0,2.0,232205.0,23.0,2.0,2.0,5.0,125.0,,
17873,232205126001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232205126.0,1.0,232205.0,23.0,2.0,2.0,5.0,126.0,,
17876,232205126002.0,1.0,30.0,1.0,90.0,1.0,10.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232205126.0,2.0,232205.0,23.0,2.0,2.0,5.0,126.0,,
17894,232301001001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232301001.0,1.0,232301.0,23.0,2.0,3.0,1.0,1.0,,
17900,232301001002.0,1.0,20.0,1.0,120.0,1.0,40.0,1.0,40.0,0.0,,0.0,,2009.0,,,,,,,,,,232301001.0,2.0,232301.0,23.0,2.0,3.0,1.0,1.0,,
17906,232301002001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232301002.0,1.0,232301.0,23.0,2.0,3.0,1.0,2.0,,
17912,232301002002.0,1.0,40.0,1.0,110.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232301002.0,2.0,232301.0,23.0,2.0,3.0,1.0,2.0,,
17916,232301002003.0,0.0,,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232301002.0,3.0,232301.0,23.0,2.0,3.0,1.0,2.0,,
17921,232301003001.0,1.0,20.0,1.0,30.0,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,232301003.0,1.0,232301.0,23.0,2.0,3.0,1.0,3.0,,
17927,232301003002.0,1.0,40.0,1.0,120.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232301003.0,2.0,232301.0,23.0,2.0,3.0,1.0,3.0,,
17929,232301003003.0,0.0,,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,232301003.0,3.0,232301.0,23.0,2.0,3.0,1.0,3.0,,
17943,232301005001.0,1.0,-88.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,232301005.0,1.0,232301.0,23.0,2.0,3.0,1.0,5.0,,
17949,232301005002.0,1.0,10.0,1.0,180.0,1.0,20.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,232301005.0,2.0,232301.0,23.0,2.0,3.0,1.0,5.0,,
17951,232301005003.0,1.0,10.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232301005.0,3.0,232301.0,23.0,2.0,3.0,1.0,5.0,,
17962,232301007001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232301007.0,1.0,232301.0,23.0,2.0,3.0,1.0,7.0,,
17968,232301007002.0,1.0,30.0,1.0,180.0,1.0,40.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,232301007.0,2.0,232301.0,23.0,2.0,3.0,1.0,7.0,,
17972,232301007003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,232301007.0,3.0,232301.0,23.0,2.0,3.0,1.0,7.0,,
