,e1,e2,e11c,e11d,e14a,e16a,e12,wave,e11e,e11a,e11b,e2b,e12_cln,e14a_cln,e16a_cln,hhid,commid,t1,t2,t3,t4,t5,e16a1
3052,,,,12.0,8000.0,500.0,4000.0,2009.0,,,,1.0,,,,232404082.0,232404.0,23.0,2.0,4.0,4.0,82.0,
3056,,,,105.0,,,,2009.0,,,,1.0,,,,232404083.0,232404.0,23.0,2.0,4.0,4.0,83.0,
3123,,,,2.0,0.0,3600.0,30.0,2009.0,,,,1.0,,,,321203008.0,321203.0,32.0,1.0,2.0,3.0,8.0,
3137,,,,7.0,12000.0,3000.0,3000.0,2009.0,,,,1.0,,,,322102002.0,322102.0,32.0,2.0,1.0,2.0,2.0,
3145,,,,5.0,9000.0,2000.0,1000.0,2009.0,,,,1.0,,,,322102003.0,322102.0,32.0,2.0,1.0,2.0,3.0,
3164,,,,8.0,13000.0,3000.0,4200.0,2009.0,,,,1.0,,,,322102006.0,322102.0,32.0,2.0,1.0,2.0,6.0,
3172,,,,9.0,13000.0,2800.0,4000.0,2009.0,,,,1.0,,,,322102007.0,322102.0,32.0,2.0,1.0,2.0,7.0,
3180,,,,6.0,11000.0,2000.0,3500.0,2009.0,,,,1.0,,,,322102008.0,322102.0,32.0,2.0,1.0,2.0,8.0,
3188,,,,5.0,10000.0,2000.0,2500.0,2009.0,,,,1.0,,,,322102009.0,322102.0,32.0,2.0,1.0,2.0,9.0,
3196,,,,17.0,32000.0,5000.0,8000.0,2009.0,,,,1.0,,,,322102010.0,322102.0,32.0,2.0,1.0,2.0,10.0,
3204,,,,5.0,9000.0,1800.0,2200.0,2009.0,,,,1.0,,,,322102011.0,322102.0,32.0,2.0,1.0,2.0,11.0,
3212,,,,10.0,16000.0,4000.0,5000.0,2009.0,,,,1.0,,,,322102012.0,322102.0,32.0,2.0,1.0,2.0,12.0,
3219,,,,10.0,15000.0,3000.0,5000.0,2009.0,,,,1.0,,,,322102013.0,322102.0,32.0,2.0,1.0,2.0,13.0,
3228,,,,8.0,12000.0,3000.0,4000.0,2009.0,,,,1.0,,,,322102014.0,322102.0,32.0,2.0,1.0,2.0,14.0,
3237,,,,6.0,7000.0,3000.0,2500.0,2009.0,,,,1.0,,,,322102015.0,322102.0,32.0,2.0,1.0,2.0,15.0,
3250,,,,9.0,13000.0,3500.0,3000.0,2009.0,,,,1.0,,,,322102017.0,322102.0,32.0,2.0,1.0,2.0,17.0,
3257,,,,8.0,14000.0,4000.0,3200.0,2009.0,,,,1.0,,,,322102018.0,322102.0,32.0,2.0,1.0,2.0,18.0,
3265,,,,14.0,25000.0,3000.0,5000.0,2009.0,,,,1.0,,,,322102019.0,322102.0,32.0,2.0,1.0,2.0,19.0,
3270,,,,1.0,2000.0,1500.0,300.0,2009.0,,,,1.0,,,,322102020.0,322102.0,32.0,2.0,1.0,2.0,20.0,
3273,,,,10.0,12000.0,2000.0,3500.0,2009.0,,,,1.0,,,,322102021.0,322102.0,32.0,2.0,1.0,2.0,21.0,
3282,,,,3.0,3500.0,1000.0,350.0,2009.0,,,,1.0,,,,322102121.0,322102.0,32.0,2.0,1.0,2.0,121.0,
3294,,,,2.0,0.0,2000.0,1000.0,2009.0,,,,1.0,,,,322103001.0,322103.0,32.0,2.0,1.0,3.0,1.0,
3303,,,,1.0,900.0,800.0,700.0,2009.0,,,,1.0,,,,322103002.0,322103.0,32.0,2.0,1.0,3.0,2.0,
3311,,,,1.0,0.0,1000.0,400.0,2009.0,,,,1.0,,,,322103003.0,322103.0,32.0,2.0,1.0,3.0,3.0,
3318,,,,1.0,1400.0,650.0,400.0,2009.0,,,,1.0,,,,322103004.0,322103.0,32.0,2.0,1.0,3.0,4.0,
3326,,,,1.0,800.0,700.0,600.0,2009.0,,,,1.0,,,,322103005.0,322103.0,32.0,2.0,1.0,3.0,5.0,
3333,,,,1.0,1600.0,600.0,450.0,2009.0,,,,1.0,,,,322103006.0,322103.0,32.0,2.0,1.0,3.0,6.0,
3342,,,,1.0,1200.0,200.0,400.0,2009.0,,,,1.0,,,,322103007.0,322103.0,32.0,2.0,1.0,3.0,7.0,
3351,,,,1.0,1500.0,700.0,400.0,2009.0,,,,1.0,,,,322103008.0,322103.0,32.0,2.0,1.0,3.0,8.0,
3361,,,,2.0,2000.0,800.0,900.0,2009.0,,,,1.0,,,,322103010.0,322103.0,32.0,2.0,1.0,3.0,10.0,
3370,,,,2.0,1600.0,600.0,500.0,2009.0,,,,1.0,,,,322103011.0,322103.0,32.0,2.0,1.0,3.0,11.0,
3379,,,,1.0,1500.0,400.0,450.0,2009.0,,,,1.0,,,,322103012.0,322103.0,32.0,2.0,1.0,3.0,12.0,
3387,,,,2.0,1100.0,1000.0,800.0,2009.0,,,,1.0,,,,322103013.0,322103.0,32.0,2.0,1.0,3.0,13.0,
3396,,,,2.0,3500.0,800.0,1000.0,2009.0,,,,1.0,,,,322103014.0,322103.0,32.0,2.0,1.0,3.0,14.0,
3404,,,,2.0,2200.0,600.0,800.0,2009.0,,,,1.0,,,,322103015.0,322103.0,32.0,2.0,1.0,3.0,15.0,
3413,,,,1.0,1000.0,500.0,300.0,2009.0,,,,1.0,,,,322103016.0,322103.0,32.0,2.0,1.0,3.0,16.0,
3420,,,,1.0,800.0,350.0,500.0,2009.0,,,,1.0,,,,322103017.0,322103.0,32.0,2.0,1.0,3.0,17.0,
3427,,,,1.0,800.0,900.0,500.0,2009.0,,,,1.0,,,,322103018.0,322103.0,32.0,2.0,1.0,3.0,18.0,
3435,,,,1.0,800.0,500.0,400.0,2009.0,,,,1.0,,,,322103019.0,322103.0,32.0,2.0,1.0,3.0,19.0,
3444,,,,1.0,700.0,300.0,400.0,2009.0,,,,1.0,,,,322103020.0,322103.0,32.0,2.0,1.0,3.0,20.0,
3454,,,,1.0,1500.0,300.0,400.0,2009.0,,,,1.0,,,,322103061.0,322103.0,32.0,2.0,1.0,3.0,61.0,
3456,,,,-99.0,800.0,800.0,400.0,2009.0,,,,1.0,,,,322103121.0,322103.0,32.0,2.0,1.0,3.0,121.0,
3473,,,,2.0,860.0,550.0,220.0,2009.0,,,,1.0,,,,322104003.0,322104.0,32.0,2.0,1.0,4.0,3.0,
3481,,,,6.0,8000.0,1100.0,2600.0,2009.0,,,,1.0,,,,322104004.0,322104.0,32.0,2.0,1.0,4.0,4.0,
3489,,,,4.0,7000.0,2000.0,1100.0,2009.0,,,,1.0,,,,322104005.0,322104.0,32.0,2.0,1.0,4.0,5.0,
3498,,,,7.0,3000.0,800.0,1300.0,2009.0,,,,1.0,,,,322104006.0,322104.0,32.0,2.0,1.0,4.0,6.0,
3507,,,,8.0,3000.0,1200.0,3000.0,2009.0,,,,1.0,,,,322104008.0,322104.0,32.0,2.0,1.0,4.0,8.0,
3516,,,,4.0,4300.0,1200.0,1900.0,2009.0,,,,1.0,,,,322104009.0,322104.0,32.0,2.0,1.0,4.0,9.0,
3523,,,,5.0,4000.0,1000.0,1000.0,2009.0,,,,1.0,,,,322104010.0,322104.0,32.0,2.0,1.0,4.0,10.0,
3531,,,,5.0,4000.0,1000.0,800.0,2009.0,,,,1.0,,,,322104011.0,322104.0,32.0,2.0,1.0,4.0,11.0,
3539,,,,6.0,5000.0,1000.0,1000.0,2009.0,,,,1.0,,,,322104012.0,322104.0,32.0,2.0,1.0,4.0,12.0,
3549,,,,2.0,1500.0,800.0,500.0,2009.0,,,,1.0,,,,322104016.0,322104.0,32.0,2.0,1.0,4.0,16.0,
3556,,,,2.0,400.0,1200.0,350.0,2009.0,,,,1.0,,,,322104017.0,322104.0,32.0,2.0,1.0,4.0,17.0,
3565,,,,5.0,3000.0,1800.0,800.0,2009.0,,,,1.0,,,,322104018.0,322104.0,32.0,2.0,1.0,4.0,18.0,
3584,,,,3.0,2000.0,1000.0,400.0,2009.0,,,,1.0,,,,322104062.0,322104.0,32.0,2.0,1.0,4.0,62.0,
3589,,,,2.0,3000.0,400.0,500.0,2009.0,,,,1.0,,,,322104063.0,322104.0,32.0,2.0,1.0,4.0,63.0,
3592,,,,5.0,5000.0,1500.0,950.0,2009.0,,,,1.0,,,,322104101.0,322104.0,32.0,2.0,1.0,4.0,101.0,
3594,,,,4.0,3000.0,500.0,1200.0,2009.0,,,,1.0,,,,322104121.0,322104.0,32.0,2.0,1.0,4.0,121.0,
3598,,,,5.0,6000.0,1460.0,1200.0,2009.0,,,,1.0,,,,322104123.0,322104.0,32.0,2.0,1.0,4.0,123.0,
3607,,,,1.0,700.0,800.0,300.0,2009.0,,,,1.0,,,,322202001.0,322202.0,32.0,2.0,2.0,2.0,1.0,
3615,,,,1.0,1200.0,600.0,400.0,2009.0,,,,1.0,,,,322202002.0,322202.0,32.0,2.0,2.0,2.0,2.0,
3624,,,,-99.0,-9999.0,300.0,100.0,2009.0,,,,1.0,,,,322202003.0,322202.0,32.0,2.0,2.0,2.0,3.0,
3635,,,,1.0,1000.0,500.0,200.0,2009.0,,,,1.0,,,,322202005.0,322202.0,32.0,2.0,2.0,2.0,5.0,
3641,,,,1.0,0.0,1000.0,400.0,2009.0,,,,1.0,,,,322202006.0,322202.0,32.0,2.0,2.0,2.0,6.0,
3653,,,,-99.0,0.0,1380.0,320.0,2009.0,,,,1.0,,,,322202009.0,322202.0,32.0,2.0,2.0,2.0,9.0,
3661,,,,1.0,1000.0,500.0,300.0,2009.0,,,,1.0,,,,322202010.0,322202.0,32.0,2.0,2.0,2.0,10.0,
3669,,,,2.0,2000.0,1000.0,500.0,2009.0,,,,1.0,,,,322202011.0,322202.0,32.0,2.0,2.0,2.0,11.0,
3678,,,,1.0,1200.0,500.0,300.0,2009.0,,,,1.0,,,,322202012.0,322202.0,32.0,2.0,2.0,2.0,12.0,
3687,,,,-99.0,500.0,580.0,390.0,2009.0,,,,1.0,,,,322202013.0,322202.0,32.0,2.0,2.0,2.0,13.0,
3696,,,,1.0,0.0,1720.0,450.0,2009.0,,,,1.0,,,,322202014.0,322202.0,32.0,2.0,2.0,2.0,14.0,
3704,,,,1.0,1300.0,1100.0,600.0,2009.0,,,,1.0,,,,322202015.0,322202.0,32.0,2.0,2.0,2.0,15.0,
3713,,,,1.0,1300.0,440.0,450.0,2009.0,,,,1.0,,,,322202017.0,322202.0,32.0,2.0,2.0,2.0,17.0,
3722,,,,2.0,3300.0,1500.0,1000.0,2009.0,,,,1.0,,,,322202018.0,322202.0,32.0,2.0,2.0,2.0,18.0,
3731,,,,2.0,2500.0,1500.0,800.0,2009.0,,,,1.0,,,,322202019.0,322202.0,32.0,2.0,2.0,2.0,19.0,
3740,,,,2.0,800.0,700.0,500.0,2009.0,,,,1.0,,,,322202020.0,322202.0,32.0,2.0,2.0,2.0,20.0,
3754,,,,2.0,2000.0,200.0,400.0,2009.0,,,,1.0,,,,322202032.0,322202.0,32.0,2.0,2.0,2.0,32.0,
3758,,,,1.0,560.0,1060.0,499.0,2009.0,,,,1.0,,,,322202061.0,322202.0,32.0,2.0,2.0,2.0,61.0,
3767,,,,1.0,1000.0,200.0,300.0,2009.0,,,,1.0,,,,322202063.0,322202.0,32.0,2.0,2.0,2.0,63.0,
3772,,,,1.0,1000.0,700.0,600.0,2009.0,,,,1.0,,,,322202081.0,322202.0,32.0,2.0,2.0,2.0,81.0,
3780,,,,2.0,0.0,600.0,900.0,2009.0,,,,1.0,,,,322203001.0,322203.0,32.0,2.0,2.0,3.0,1.0,
3796,,,,4.0,1500.0,800.0,1600.0,2009.0,,,,1.0,,,,322203003.0,322203.0,32.0,2.0,2.0,3.0,3.0,
3803,,,,4.0,1500.0,1000.0,1600.0,2009.0,,,,1.0,,,,322203004.0,322203.0,32.0,2.0,2.0,3.0,4.0,
3812,,,,3.0,1000.0,600.0,1200.0,2009.0,,,,1.0,,,,322203005.0,322203.0,32.0,2.0,2.0,3.0,5.0,
3823,,,,3.0,2000.0,2500.0,1200.0,2009.0,,,,1.0,,,,322203007.0,322203.0,32.0,2.0,2.0,3.0,7.0,
3830,,,,1.0,0.0,500.0,400.0,2009.0,,,,1.0,,,,322203008.0,322203.0,32.0,2.0,2.0,3.0,8.0,
3839,,,,5.0,30000.0,2500.0,2000.0,2009.0,,,,1.0,,,,322203009.0,322203.0,32.0,2.0,2.0,3.0,9.0,
3848,,,,3.0,1000.0,1000.0,1200.0,2009.0,,,,1.0,,,,322203010.0,322203.0,32.0,2.0,2.0,3.0,10.0,
3857,,,,-99.0,-9999.0,400.0,200.0,2009.0,,,,1.0,,,,322203012.0,322203.0,32.0,2.0,2.0,3.0,12.0,
3865,,,,3.0,2000.0,2000.0,2400.0,2009.0,,,,1.0,,,,322203013.0,322203.0,32.0,2.0,2.0,3.0,13.0,
3874,,,,3.0,1800.0,1200.0,1750.0,2009.0,,,,1.0,,,,322203014.0,322203.0,32.0,2.0,2.0,3.0,14.0,
3882,,,,3.0,0.0,1000.0,1200.0,2009.0,,,,1.0,,,,322203015.0,322203.0,32.0,2.0,2.0,3.0,15.0,
3887,,,,4.0,2000.0,1800.0,2000.0,2009.0,,,,1.0,,,,322203016.0,322203.0,32.0,2.0,2.0,3.0,16.0,
3905,,,,3.0,3000.0,1500.0,2400.0,2009.0,,,,1.0,,,,322203019.0,322203.0,32.0,2.0,2.0,3.0,19.0,
3914,,,,2.0,2000.0,2000.0,1600.0,2009.0,,,,1.0,,,,322203020.0,322203.0,32.0,2.0,2.0,3.0,20.0,
3922,,,,5.0,2000.0,2000.0,3000.0,2009.0,,,,1.0,,,,322203031.0,322203.0,32.0,2.0,2.0,3.0,31.0,
3928,,,,3.0,0.0,2000.0,1200.0,2009.0,,,,1.0,,,,322203041.0,322203.0,32.0,2.0,2.0,3.0,41.0,
3935,,,,5.0,1800.0,3000.0,1600.0,2009.0,,,,1.0,,,,322203042.0,322203.0,32.0,2.0,2.0,3.0,42.0,
3944,,,,3.0,1000.0,1700.0,2000.0,2009.0,,,,1.0,,,,322203062.0,322203.0,32.0,2.0,2.0,3.0,62.0,
3947,,,,2.0,2000.0,1000.0,800.0,2009.0,,,,1.0,,,,322203121.0,322203.0,32.0,2.0,2.0,3.0,121.0,
3957,,,,3.0,1000.0,800.0,600.0,2009.0,,,,1.0,,,,322204001.0,322204.0,32.0,2.0,2.0,4.0,1.0,
3966,,,,4.0,3000.0,1500.0,1500.0,2009.0,,,,1.0,,,,322204002.0,322204.0,32.0,2.0,2.0,4.0,2.0,
3981,,,,8.0,8000.0,1500.0,3000.0,2009.0,,,,1.0,,,,322204004.0,322204.0,32.0,2.0,2.0,4.0,4.0,
3987,,,,3.0,3500.0,400.0,1400.0,2009.0,,,,1.0,,,,322204005.0,322204.0,32.0,2.0,2.0,4.0,5.0,
3998,,,,2.0,1000.0,500.0,900.0,2009.0,,,,1.0,,,,322204007.0,322204.0,32.0,2.0,2.0,4.0,7.0,
4007,,,,1.0,0.0,500.0,400.0,2009.0,,,,1.0,,,,322204008.0,322204.0,32.0,2.0,2.0,4.0,8.0,
4014,,,,3.0,1000.0,600.0,1200.0,2009.0,,,,1.0,,,,322204010.0,322204.0,32.0,2.0,2.0,4.0,10.0,
4029,,,,3.0,1000.0,900.0,1500.0,2009.0,,,,1.0,,,,322204012.0,322204.0,32.0,2.0,2.0,4.0,12.0,
4036,,,,2.0,400.0,2000.0,1000.0,2009.0,,,,1.0,,,,322204013.0,322204.0,32.0,2.0,2.0,4.0,13.0,
4075,,,,4.0,2000.0,800.0,1200.0,2009.0,,,,1.0,,,,322204041.0,322204.0,32.0,2.0,2.0,4.0,41.0,
4087,,,,3.0,2400.0,800.0,1350.0,2009.0,,,,1.0,,,,322204061.0,322204.0,32.0,2.0,2.0,4.0,61.0,
4092,,,,4.0,3000.0,1500.0,3000.0,2009.0,,,,1.0,,,,322204062.0,322204.0,32.0,2.0,2.0,4.0,62.0,
4097,,,,3.0,1500.0,1000.0,1350.0,2009.0,,,,1.0,,,,322204081.0,322204.0,32.0,2.0,2.0,4.0,81.0,
4102,,,,3.0,3000.0,1000.0,1350.0,2009.0,,,,1.0,,,,322204082.0,322204.0,32.0,2.0,2.0,4.0,82.0,
4107,,,,2.0,1000.0,1000.0,900.0,2009.0,,,,1.0,,,,322204083.0,322204.0,32.0,2.0,2.0,4.0,83.0,
4110,,,,5.0,4200.0,600.0,3000.0,2009.0,,,,1.0,,,,322204121.0,322204.0,32.0,2.0,2.0,4.0,121.0,
4113,,,,3.0,3000.0,600.0,1400.0,2009.0,,,,1.0,,,,322204122.0,322204.0,32.0,2.0,2.0,4.0,122.0,
4116,,,,3.0,3500.0,800.0,1200.0,2009.0,,,,1.0,,,,322204123.0,322204.0,32.0,2.0,2.0,4.0,123.0,
4117,,,,1.0,0.0,1300.0,400.0,2009.0,,,,1.0,,,,322204124.0,322204.0,32.0,2.0,2.0,4.0,124.0,
4124,,,,2.0,400.0,1000.0,300.0,2009.0,,,,1.0,,,,322302001.0,322302.0,32.0,2.0,3.0,2.0,1.0,
4138,,,,4.0,600.0,500.0,800.0,2009.0,,,,1.0,,,,322302003.0,322302.0,32.0,2.0,3.0,2.0,3.0,
4146,,,,5.0,2500.0,2500.0,500.0,2009.0,,,,1.0,,,,322302004.0,322302.0,32.0,2.0,3.0,2.0,4.0,
4155,,,,7.0,8000.0,1500.0,800.0,2009.0,,,,1.0,,,,322302005.0,322302.0,32.0,2.0,3.0,2.0,5.0,
4169,,,,2.0,1500.0,1200.0,500.0,2009.0,,,,1.0,,,,322302008.0,322302.0,32.0,2.0,3.0,2.0,8.0,
4178,,,,3.0,300.0,1500.0,400.0,2009.0,,,,1.0,,,,322302009.0,322302.0,32.0,2.0,3.0,2.0,9.0,
4187,,,,3.0,2500.0,500.0,200.0,2009.0,,,,1.0,,,,322302010.0,322302.0,32.0,2.0,3.0,2.0,10.0,
4196,,,,4.0,3000.0,2000.0,500.0,2009.0,,,,1.0,,,,322302011.0,322302.0,32.0,2.0,3.0,2.0,11.0,
4205,,,,3.0,18000.0,1800.0,550.0,2009.0,,,,1.0,,,,322302012.0,322302.0,32.0,2.0,3.0,2.0,12.0,
4212,,,,3.0,-9999.0,4000.0,300.0,2009.0,,,,1.0,,,,322302013.0,322302.0,32.0,2.0,3.0,2.0,13.0,
4229,,,,2.0,1400.0,600.0,200.0,2009.0,,,,1.0,,,,322302016.0,322302.0,32.0,2.0,3.0,2.0,16.0,
4237,,,,4.0,4000.0,1800.0,350.0,2009.0,,,,1.0,,,,322302017.0,322302.0,32.0,2.0,3.0,2.0,17.0,
4249,,,,2.0,1200.0,960.0,200.0,2009.0,,,,1.0,,,,322302019.0,322302.0,32.0,2.0,3.0,2.0,19.0,
4256,,,,2.0,0.0,1000.0,300.0,2009.0,,,,1.0,,,,322302020.0,322302.0,32.0,2.0,3.0,2.0,20.0,
4266,,,,1.0,0.0,450.0,70.0,2009.0,,,,1.0,,,,322302081.0,322302.0,32.0,2.0,3.0,2.0,81.0,
4269,,,,2.0,800.0,1200.0,260.0,2009.0,,,,1.0,,,,322302082.0,322302.0,32.0,2.0,3.0,2.0,82.0,
4278,,,,1.0,800.0,700.0,300.0,2009.0,,,,1.0,,,,322303002.0,322303.0,32.0,2.0,3.0,3.0,2.0,
4286,,,,1.0,1200.0,1500.0,400.0,2009.0,,,,1.0,,,,322303003.0,322303.0,32.0,2.0,3.0,3.0,3.0,
4295,,,,4.0,5000.0,1200.0,400.0,2009.0,,,,1.0,,,,322303004.0,322303.0,32.0,2.0,3.0,3.0,4.0,
4311,,,,4.0,1200.0,2800.0,600.0,2009.0,,,,1.0,,,,322303006.0,322303.0,32.0,2.0,3.0,3.0,6.0,
4326,,,,2.0,0.0,1500.0,500.0,2009.0,,,,1.0,,,,322303008.0,322303.0,32.0,2.0,3.0,3.0,8.0,
4333,,,,1.0,600.0,500.0,100.0,2009.0,,,,1.0,,,,322303009.0,322303.0,32.0,2.0,3.0,3.0,9.0,
4344,,,,5.0,3500.0,1500.0,1000.0,2009.0,,,,1.0,,,,322303011.0,322303.0,32.0,2.0,3.0,3.0,11.0,
4353,,,,4.0,5000.0,1500.0,600.0,2009.0,,,,1.0,,,,322303012.0,322303.0,32.0,2.0,3.0,3.0,12.0,
4367,,,,3.0,1500.0,1500.0,700.0,2009.0,,,,1.0,,,,322303014.0,322303.0,32.0,2.0,3.0,3.0,14.0,
4376,,,,4.0,4000.0,1000.0,500.0,2009.0,,,,1.0,,,,322303015.0,322303.0,32.0,2.0,3.0,3.0,15.0,
4384,,,,4.0,5000.0,1000.0,500.0,2009.0,,,,1.0,,,,322303016.0,322303.0,32.0,2.0,3.0,3.0,16.0,
4392,,,,5.0,5000.0,1000.0,500.0,2009.0,,,,1.0,,,,322303017.0,322303.0,32.0,2.0,3.0,3.0,17.0,
4402,,,,3.0,0.0,1000.0,200.0,2009.0,,,,1.0,,,,322303020.0,322303.0,32.0,2.0,3.0,3.0,20.0,
4408,,,,2.0,1000.0,1000.0,200.0,2009.0,,,,1.0,,,,322303031.0,322303.0,32.0,2.0,3.0,3.0,31.0,
4414,,,,4.0,5000.0,1000.0,500.0,2009.0,,,,1.0,,,,322303041.0,322303.0,32.0,2.0,3.0,3.0,41.0,
4420,,,,2.0,2200.0,500.0,300.0,2009.0,,,,1.0,,,,322303062.0,322303.0,32.0,2.0,3.0,3.0,62.0,
4430,,,,6.0,10000.0,300.0,1300.0,2009.0,,,,1.0,,,,322304001.0,322304.0,32.0,2.0,3.0,4.0,1.0,
4438,,,,3.0,3000.0,400.0,400.0,2009.0,,,,1.0,,,,322304002.0,322304.0,32.0,2.0,3.0,4.0,2.0,
4450,,,,5.0,5000.0,3000.0,600.0,2009.0,,,,1.0,,,,322304004.0,322304.0,32.0,2.0,3.0,4.0,4.0,
4467,,,,4.0,6000.0,600.0,500.0,2009.0,,,,1.0,,,,322304007.0,322304.0,32.0,2.0,3.0,4.0,7.0,
4476,,,,2.0,3000.0,500.0,200.0,2009.0,,,,1.0,,,,322304008.0,322304.0,32.0,2.0,3.0,4.0,8.0,
4485,,,,3.0,3000.0,600.0,300.0,2009.0,,,,1.0,,,,322304009.0,322304.0,32.0,2.0,3.0,4.0,9.0,
4494,,,,4.0,4000.0,1800.0,280.0,2009.0,,,,1.0,,,,322304010.0,322304.0,32.0,2.0,3.0,4.0,10.0,
4502,,,,5.0,9000.0,5000.0,900.0,2009.0,,,,1.0,,,,322304011.0,322304.0,32.0,2.0,3.0,4.0,11.0,
4522,,,,4.0,6500.0,1800.0,1000.0,2009.0,,,,1.0,,,,322304014.0,322304.0,32.0,2.0,3.0,4.0,14.0,
4536,,,,8.0,10000.0,4000.0,1800.0,2009.0,,,,1.0,,,,322304017.0,322304.0,32.0,2.0,3.0,4.0,17.0,
4548,,,,5.0,6000.0,1000.0,2000.0,2009.0,,,,1.0,,,,322304019.0,322304.0,32.0,2.0,3.0,4.0,19.0,
4557,,,,3.0,2000.0,200.0,500.0,2009.0,,,,1.0,,,,322304020.0,322304.0,32.0,2.0,3.0,4.0,20.0,
4570,,,,2.0,3000.0,500.0,500.0,2009.0,,,,1.0,,,,322304061.0,322304.0,32.0,2.0,3.0,4.0,61.0,
4576,,,,4.0,5000.0,1000.0,800.0,2009.0,,,,1.0,,,,322304062.0,322304.0,32.0,2.0,3.0,4.0,62.0,
4579,,,,4.0,6000.0,600.0,300.0,2009.0,,,,1.0,,,,322304121.0,322304.0,32.0,2.0,3.0,4.0,121.0,
4582,,,,2.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,322304122.0,322304.0,32.0,2.0,3.0,4.0,122.0,
4606,,,,2.0,900.0,1800.0,600.0,2009.0,,,,1.0,,,,322402003.0,322402.0,32.0,2.0,4.0,2.0,3.0,
4650,,,,1.0,-9999.0,350.0,100.0,2009.0,,,,1.0,,,,322402010.0,322402.0,32.0,2.0,4.0,2.0,10.0,
4727,,,,21.0,16000.0,5000.0,5000.0,2009.0,,,,1.0,,,,322403001.0,322403.0,32.0,2.0,4.0,3.0,1.0,
4735,,,,18.0,22000.0,2000.0,9999.0,2009.0,,,,1.0,,,,322403002.0,322403.0,32.0,2.0,4.0,3.0,2.0,
4748,,,,28.0,40000.0,3000.0,1500.0,2009.0,,,,1.0,,,,322403005.0,322403.0,32.0,2.0,4.0,3.0,5.0,
4757,,,,3.0,5000.0,800.0,2000.0,2009.0,,,,1.0,,,,322403006.0,322403.0,32.0,2.0,4.0,3.0,6.0,
4764,,,,7.0,8000.0,1200.0,5000.0,2009.0,,,,1.0,,,,322403007.0,322403.0,32.0,2.0,4.0,3.0,7.0,
4772,,,,15.0,15000.0,2000.0,8000.0,2009.0,,,,1.0,,,,322403008.0,322403.0,32.0,2.0,4.0,3.0,8.0,
4785,,,,10.0,8000.0,5500.0,8500.0,2009.0,,,,1.0,,,,322403010.0,322403.0,32.0,2.0,4.0,3.0,10.0,
4793,,,,7.0,8000.0,2000.0,3500.0,2009.0,,,,1.0,,,,322403011.0,322403.0,32.0,2.0,4.0,3.0,11.0,
4802,,,,10.0,10000.0,2000.0,8000.0,2009.0,,,,1.0,,,,322403012.0,322403.0,32.0,2.0,4.0,3.0,12.0,
4810,,,,5.0,2500.0,2400.0,1000.0,2009.0,,,,1.0,,,,322403014.0,322403.0,32.0,2.0,4.0,3.0,14.0,
4819,,,,5.0,0.0,7500.0,1600.0,2009.0,,,,1.0,,,,322403015.0,322403.0,32.0,2.0,4.0,3.0,15.0,
4828,,,,3.0,2500.0,1200.0,1000.0,2009.0,,,,1.0,,,,322403016.0,322403.0,32.0,2.0,4.0,3.0,16.0,
4842,,,,12.0,22000.0,2000.0,2800.0,2009.0,,,,1.0,,,,322403019.0,322403.0,32.0,2.0,4.0,3.0,19.0,
4851,,,,8.0,5000.0,2500.0,1000.0,2009.0,,,,1.0,,,,322403020.0,322403.0,32.0,2.0,4.0,3.0,20.0,
4855,,,,10.0,18000.0,900.0,5000.0,2009.0,,,,1.0,,,,322403081.0,322403.0,32.0,2.0,4.0,3.0,81.0,
4860,,,,10.0,10000.0,3500.0,6000.0,2009.0,,,,1.0,,,,322403082.0,322403.0,32.0,2.0,4.0,3.0,82.0,
4865,,,,11.0,21000.0,1300.0,9999.0,2009.0,,,,1.0,,,,322403083.0,322403.0,32.0,2.0,4.0,3.0,83.0,
4871,,,,10.0,8000.0,1500.0,4000.0,2009.0,,,,1.0,,,,322403086.0,322403.0,32.0,2.0,4.0,3.0,86.0,
4881,,,,2.0,3000.0,800.0,900.0,2009.0,,,,1.0,,,,322404001.0,322404.0,32.0,2.0,4.0,4.0,1.0,
4889,,,,6.0,8100.0,800.0,3100.0,2009.0,,,,1.0,,,,322404002.0,322404.0,32.0,2.0,4.0,4.0,2.0,
4897,,,,2.0,3000.0,800.0,1500.0,2009.0,,,,1.0,,,,322404004.0,322404.0,32.0,2.0,4.0,4.0,4.0,
4906,,,,2.0,2200.0,400.0,600.0,2009.0,,,,1.0,,,,322404006.0,322404.0,32.0,2.0,4.0,4.0,6.0,
4913,,,,1.0,1000.0,1000.0,700.0,2009.0,,,,1.0,,,,322404007.0,322404.0,32.0,2.0,4.0,4.0,7.0,
4921,,,,4.0,2600.0,3000.0,2300.0,2009.0,,,,1.0,,,,322404009.0,322404.0,32.0,2.0,4.0,4.0,9.0,
4935,,,,3.0,3800.0,800.0,1550.0,2009.0,,,,1.0,,,,322404011.0,322404.0,32.0,2.0,4.0,4.0,11.0,
4949,,,,8.0,3000.0,1000.0,1000.0,2009.0,,,,1.0,,,,322404014.0,322404.0,32.0,2.0,4.0,4.0,14.0,
4956,,,,2.0,800.0,1000.0,1000.0,2009.0,,,,1.0,,,,322404017.0,322404.0,32.0,2.0,4.0,4.0,17.0,
4963,,,,3.0,2400.0,1000.0,500.0,2009.0,,,,1.0,,,,322404018.0,322404.0,32.0,2.0,4.0,4.0,18.0,
