,e1,e2,e11c,e11d,e14a,e16a,e12,wave,e11e,e11a,e11b,e2b,e12_cln,e14a_cln,e16a_cln,hhid,commid,t1,t2,t3,t4,t5,e16a1
6822,,,,3.0,600.0,1100.0,300.0,2009.0,,,,1.0,,,,411204013.0,411204.0,41.0,1.0,2.0,4.0,13.0,
6835,,,,7.0,3000.0,2000.0,1100.0,2009.0,,,,1.0,,,,411204015.0,411204.0,41.0,1.0,2.0,4.0,15.0,
6855,,,,2.0,1000.0,-9999.0,400.0,2009.0,,,,1.0,,,,411204018.0,411204.0,41.0,1.0,2.0,4.0,18.0,
6863,,,,2.0,1200.0,1700.0,400.0,2009.0,,,,1.0,,,,411204020.0,411204.0,41.0,1.0,2.0,4.0,20.0,
6871,,,,3.0,-9999.0,-9999.0,300.0,2009.0,,,,1.0,,,,411204041.0,411204.0,41.0,1.0,2.0,4.0,41.0,
6876,,,,3.0,1200.0,-9999.0,500.0,2009.0,,,,1.0,,,,411204042.0,411204.0,41.0,1.0,2.0,4.0,42.0,
6882,,,,2.0,1000.0,-9999.0,500.0,2009.0,,,,1.0,,,,411204062.0,411204.0,41.0,1.0,2.0,4.0,62.0,
6890,,,,55.0,-9999.0,2000.0,500.0,2009.0,,,,1.0,,,,411204121.0,411204.0,41.0,1.0,2.0,4.0,121.0,
6893,,,,6.0,-9999.0,-9999.0,1000.0,2009.0,,,,1.0,,,,411204122.0,411204.0,41.0,1.0,2.0,4.0,122.0,
6895,,,,6.0,2000.0,6000.0,1000.0,2009.0,,,,1.0,,,,411204123.0,411204.0,41.0,1.0,2.0,4.0,123.0,
6915,,,,2.0,1500.0,500.0,800.0,2009.0,,,,1.0,,,,412102002.0,412102.0,41.0,2.0,1.0,2.0,2.0,
6949,,,,1.0,0.0,300.0,150.0,2009.0,,,,1.0,,,,412102009.0,412102.0,41.0,2.0,1.0,2.0,9.0,
6960,,,,1.0,3000.0,200.0,50.0,2009.0,,,,1.0,,,,412102011.0,412102.0,41.0,2.0,1.0,2.0,11.0,
6967,,,,1.0,3000.0,300.0,150.0,2009.0,,,,1.0,,,,412102012.0,412102.0,41.0,2.0,1.0,2.0,12.0,
6975,,,,1.0,1000.0,100.0,80.0,2009.0,,,,1.0,,,,412102014.0,412102.0,41.0,2.0,1.0,2.0,14.0,
6982,,,,2.0,500.0,2000.0,600.0,2009.0,,,,1.0,,,,412102016.0,412102.0,41.0,2.0,1.0,2.0,16.0,
6995,,,,1.0,0.0,700.0,500.0,2009.0,,,,1.0,,,,412102018.0,412102.0,41.0,2.0,1.0,2.0,18.0,
7006,,,,1.0,2000.0,100.0,80.0,2009.0,,,,1.0,,,,412102061.0,412102.0,41.0,2.0,1.0,2.0,61.0,
7023,,,,5.0,3000.0,3500.0,1500.0,2009.0,,,,1.0,,,,412103002.0,412103.0,41.0,2.0,1.0,3.0,2.0,
7031,,,,5.0,0.0,6500.0,1000.0,2009.0,,,,1.0,,,,412103003.0,412103.0,41.0,2.0,1.0,3.0,3.0,
7038,,,,3.0,2100.0,600.0,900.0,2009.0,,,,1.0,,,,412103004.0,412103.0,41.0,2.0,1.0,3.0,4.0,
7050,,,,6.0,5000.0,2000.0,3000.0,2009.0,,,,1.0,,,,412103006.0,412103.0,41.0,2.0,1.0,3.0,6.0,
7058,,,,4.0,1500.0,2000.0,1500.0,2009.0,,,,1.0,,,,412103007.0,412103.0,41.0,2.0,1.0,3.0,7.0,
7073,,,,4.0,2000.0,500.0,300.0,2009.0,,,,1.0,,,,412103009.0,412103.0,41.0,2.0,1.0,3.0,9.0,
7089,,,,2.0,-9999.0,-9999.0,195.0,2009.0,,,,1.0,,,,412103011.0,412103.0,41.0,2.0,1.0,3.0,11.0,
7095,,,,4.0,2000.0,1500.0,500.0,2009.0,,,,1.0,,,,412103012.0,412103.0,41.0,2.0,1.0,3.0,12.0,
7103,,,,5.0,3500.0,-9999.0,1500.0,2009.0,,,,1.0,,,,412103013.0,412103.0,41.0,2.0,1.0,3.0,13.0,
7111,,,,6.0,4000.0,500.0,300.0,2009.0,,,,1.0,,,,412103014.0,412103.0,41.0,2.0,1.0,3.0,14.0,
7120,,,,3.0,3000.0,300.0,150.0,2009.0,,,,1.0,,,,412103015.0,412103.0,41.0,2.0,1.0,3.0,15.0,
7128,,,,1.0,700.0,800.0,300.0,2009.0,,,,1.0,,,,412103016.0,412103.0,41.0,2.0,1.0,3.0,16.0,
7136,,,,5.0,4000.0,-9999.0,1300.0,2009.0,,,,1.0,,,,412103017.0,412103.0,41.0,2.0,1.0,3.0,17.0,
7144,,,,4.0,1000.0,1000.0,2400.0,2009.0,,,,1.0,,,,412103018.0,412103.0,41.0,2.0,1.0,3.0,18.0,
7148,,,,6.0,6000.0,3000.0,350.0,2009.0,,,,1.0,,,,412103019.0,412103.0,41.0,2.0,1.0,3.0,19.0,
7155,,,,10.0,7000.0,300.0,2500.0,2009.0,,,,1.0,,,,412103020.0,412103.0,41.0,2.0,1.0,3.0,20.0,
7161,,,,5.0,3500.0,1000.0,1500.0,2009.0,,,,1.0,,,,412103041.0,412103.0,41.0,2.0,1.0,3.0,41.0,
7165,,,,3.0,2000.0,900.0,1000.0,2009.0,,,,1.0,,,,412103042.0,412103.0,41.0,2.0,1.0,3.0,42.0,
7169,,,,1.0,2000.0,200.0,100.0,2009.0,,,,1.0,,,,412103061.0,412103.0,41.0,2.0,1.0,3.0,61.0,
7199,,,,1.0,1000.0,-9999.0,300.0,2009.0,,,,1.0,,,,412104004.0,412104.0,41.0,2.0,1.0,4.0,4.0,
7206,,,,3.0,3000.0,1300.0,600.0,2009.0,,,,1.0,,,,412104005.0,412104.0,41.0,2.0,1.0,4.0,5.0,
7213,,,,3.0,3000.0,1300.0,600.0,2009.0,,,,1.0,,,,412104006.0,412104.0,41.0,2.0,1.0,4.0,6.0,
7221,,,,1.0,500.0,800.0,500.0,2009.0,,,,1.0,,,,412104007.0,412104.0,41.0,2.0,1.0,4.0,7.0,
7230,,,,1.0,750.0,1000.0,400.0,2009.0,,,,1.0,,,,412104009.0,412104.0,41.0,2.0,1.0,4.0,9.0,
7237,,,,3.0,500.0,200.0,200.0,2009.0,,,,1.0,,,,412104010.0,412104.0,41.0,2.0,1.0,4.0,10.0,
7244,,,,2.0,3000.0,1000.0,1500.0,2009.0,,,,1.0,,,,412104011.0,412104.0,41.0,2.0,1.0,4.0,11.0,
7257,,,,2.0,1500.0,-9999.0,800.0,2009.0,,,,1.0,,,,412104013.0,412104.0,41.0,2.0,1.0,4.0,13.0,
7266,,,,2.0,1000.0,500.0,600.0,2009.0,,,,1.0,,,,412104014.0,412104.0,41.0,2.0,1.0,4.0,14.0,
7272,,,,1.0,2000.0,1000.0,300.0,2009.0,,,,1.0,,,,412104015.0,412104.0,41.0,2.0,1.0,4.0,15.0,
7277,,,,2.0,1900.0,500.0,1000.0,2009.0,,,,1.0,,,,412104016.0,412104.0,41.0,2.0,1.0,4.0,16.0,
7284,,,,2.0,1700.0,2400.0,1000.0,2009.0,,,,1.0,,,,412104017.0,412104.0,41.0,2.0,1.0,4.0,17.0,
7293,,,,2.0,2000.0,2500.0,300.0,2009.0,,,,1.0,,,,412104018.0,412104.0,41.0,2.0,1.0,4.0,18.0,
7303,,,,3.0,0.0,2000.0,300.0,2009.0,,,,1.0,,,,412104020.0,412104.0,41.0,2.0,1.0,4.0,20.0,
7309,,,,3.0,1000.0,500.0,300.0,2009.0,,,,1.0,,,,412104041.0,412104.0,41.0,2.0,1.0,4.0,41.0,
7315,,,,3.0,3000.0,2000.0,1500.0,2009.0,,,,1.0,,,,412104082.0,412104.0,41.0,2.0,1.0,4.0,82.0,
7320,,,,1.0,1000.0,700.0,400.0,2009.0,,,,1.0,,,,412104083.0,412104.0,41.0,2.0,1.0,4.0,83.0,
7322,,,,2.0,800.0,500.0,200.0,2009.0,,,,1.0,,,,412104121.0,412104.0,41.0,2.0,1.0,4.0,121.0,
7325,,,,2.0,2000.0,900.0,500.0,2009.0,,,,1.0,,,,412104122.0,412104.0,41.0,2.0,1.0,4.0,122.0,
7343,,,,10.0,7000.0,2100.0,2500.0,2009.0,,,,1.0,,,,412202004.0,412202.0,41.0,2.0,2.0,2.0,4.0,
7354,,,,5.0,3000.0,-9999.0,-999.0,2009.0,,,,1.0,,,,412202006.0,412202.0,41.0,2.0,2.0,2.0,6.0,
7365,,,,3.0,2000.0,1200.0,1100.0,2009.0,,,,1.0,,,,412202008.0,412202.0,41.0,2.0,2.0,2.0,8.0,
7373,,,,3.0,1200.0,900.0,400.0,2009.0,,,,1.0,,,,412202009.0,412202.0,41.0,2.0,2.0,2.0,9.0,
7380,,,,5.0,1000.0,4000.0,800.0,2009.0,,,,1.0,,,,412202010.0,412202.0,41.0,2.0,2.0,2.0,10.0,
7388,,,,2.0,300.0,300.0,80.0,2009.0,,,,1.0,,,,412202011.0,412202.0,41.0,2.0,2.0,2.0,11.0,
7395,,,,4.0,3600.0,900.0,800.0,2009.0,,,,1.0,,,,412202012.0,412202.0,41.0,2.0,2.0,2.0,12.0,
7403,,,,5.0,3800.0,1200.0,1000.0,2009.0,,,,1.0,,,,412202013.0,412202.0,41.0,2.0,2.0,2.0,13.0,
7411,,,,5.0,3800.0,900.0,1000.0,2009.0,,,,1.0,,,,412202015.0,412202.0,41.0,2.0,2.0,2.0,15.0,
7418,,,,2.0,800.0,1000.0,300.0,2009.0,,,,1.0,,,,412202016.0,412202.0,41.0,2.0,2.0,2.0,16.0,
7426,,,,8.0,10000.0,1300.0,1500.0,2009.0,,,,1.0,,,,412202017.0,412202.0,41.0,2.0,2.0,2.0,17.0,
7441,,,,7.0,5000.0,1200.0,1500.0,2009.0,,,,1.0,,,,412202020.0,412202.0,41.0,2.0,2.0,2.0,20.0,
7447,,,,5.0,10000.0,3000.0,4000.0,2009.0,,,,1.0,,,,412202031.0,412202.0,41.0,2.0,2.0,2.0,31.0,
7455,,,,6.0,4500.0,1800.0,1200.0,2009.0,,,,1.0,,,,412202081.0,412202.0,41.0,2.0,2.0,2.0,81.0,
7461,,,,3.0,-9999.0,2000.0,900.0,2009.0,,,,1.0,,,,412202084.0,412202.0,41.0,2.0,2.0,2.0,84.0,
7464,,,,12.0,8000.0,-9999.0,1500.0,2009.0,,,,1.0,,,,412202121.0,412202.0,41.0,2.0,2.0,2.0,121.0,
7480,,,,2.0,1900.0,1500.0,210.0,2009.0,,,,1.0,,,,412203003.0,412203.0,41.0,2.0,2.0,3.0,3.0,
7485,,,,6.0,4800.0,1800.0,1000.0,2009.0,,,,1.0,,,,412203004.0,412203.0,41.0,2.0,2.0,3.0,4.0,
7525,,,,6.0,4600.0,1260.0,1600.0,2009.0,,,,1.0,,,,412203041.0,412203.0,41.0,2.0,2.0,3.0,41.0,
7535,,,,6.0,6000.0,1000.0,2000.0,2009.0,,,,1.0,,,,412203045.0,412203.0,41.0,2.0,2.0,3.0,45.0,
7542,,,,5.0,4800.0,4000.0,500.0,2009.0,,,,1.0,,,,412203047.0,412203.0,41.0,2.0,2.0,3.0,47.0,
7549,,,,5.0,4500.0,2000.0,800.0,2009.0,,,,1.0,,,,412203061.0,412203.0,41.0,2.0,2.0,3.0,61.0,
7555,,,,3.0,1600.0,600.0,600.0,2009.0,,,,1.0,,,,412203062.0,412203.0,41.0,2.0,2.0,3.0,62.0,
7559,,,,6.0,4000.0,2000.0,1800.0,2009.0,,,,1.0,,,,412203063.0,412203.0,41.0,2.0,2.0,3.0,63.0,
7564,,,,7.0,8000.0,2000.0,1000.0,2009.0,,,,1.0,,,,412203064.0,412203.0,41.0,2.0,2.0,3.0,64.0,
7569,,,,8.0,6400.0,1260.0,1600.0,2009.0,,,,1.0,,,,412203081.0,412203.0,41.0,2.0,2.0,3.0,81.0,
7575,,,,6.0,5100.0,1300.0,-999.0,2009.0,,,,1.0,,,,412203083.0,412203.0,41.0,2.0,2.0,3.0,83.0,
7578,,,,5.0,4000.0,1000.0,1200.0,2009.0,,,,1.0,,,,412203085.0,412203.0,41.0,2.0,2.0,3.0,85.0,
7584,,,,5.0,4000.0,1000.0,1200.0,2009.0,,,,1.0,,,,412203087.0,412203.0,41.0,2.0,2.0,3.0,87.0,
7588,,,,3.0,1600.0,600.0,600.0,2009.0,,,,1.0,,,,412203088.0,412203.0,41.0,2.0,2.0,3.0,88.0,
7593,,,,7.0,7000.0,2000.0,1000.0,2009.0,,,,1.0,,,,412203121.0,412203.0,41.0,2.0,2.0,3.0,121.0,
7595,,,,4.0,3200.0,800.0,1000.0,2009.0,,,,1.0,,,,412203122.0,412203.0,41.0,2.0,2.0,3.0,122.0,
7607,,,,5.0,3500.0,-9999.0,-999.0,2009.0,,,,1.0,,,,412204001.0,412204.0,41.0,2.0,2.0,4.0,1.0,
7616,,,,6.0,4500.0,1600.0,2000.0,2009.0,,,,1.0,,,,412204002.0,412204.0,41.0,2.0,2.0,4.0,2.0,
7625,,,,4.0,2000.0,3000.0,800.0,2009.0,,,,1.0,,,,412204003.0,412204.0,41.0,2.0,2.0,4.0,3.0,
7634,,,,1.0,-9999.0,1000.0,200.0,2009.0,,,,1.0,,,,412204005.0,412204.0,41.0,2.0,2.0,4.0,5.0,
7640,,,,2.0,300.0,200.0,106.0,2009.0,,,,1.0,,,,412204006.0,412204.0,41.0,2.0,2.0,4.0,6.0,
7657,,,,4.0,2000.0,1600.0,400.0,2009.0,,,,1.0,,,,412204009.0,412204.0,41.0,2.0,2.0,4.0,9.0,
7665,,,,3.0,700.0,600.0,200.0,2009.0,,,,1.0,,,,412204010.0,412204.0,41.0,2.0,2.0,4.0,10.0,
7679,,,,3.0,800.0,1200.0,650.0,2009.0,,,,1.0,,,,412204012.0,412204.0,41.0,2.0,2.0,4.0,12.0,
7690,,,,1.0,400.0,400.0,200.0,2009.0,,,,1.0,,,,412204014.0,412204.0,41.0,2.0,2.0,4.0,14.0,
7698,,,,1.0,-9999.0,1000.0,100.0,2009.0,,,,1.0,,,,412204016.0,412204.0,41.0,2.0,2.0,4.0,16.0,
7707,,,,3.0,1900.0,1000.0,500.0,2009.0,,,,1.0,,,,412204018.0,412204.0,41.0,2.0,2.0,4.0,18.0,
7725,,,,4.0,2600.0,790.0,500.0,2009.0,,,,1.0,,,,412204081.0,412204.0,41.0,2.0,2.0,4.0,81.0,
7729,,,,4.0,2000.0,1500.0,1000.0,2009.0,,,,1.0,,,,412204082.0,412204.0,41.0,2.0,2.0,4.0,82.0,
7732,,,,2.0,1500.0,300.0,350.0,2009.0,,,,1.0,,,,412204083.0,412204.0,41.0,2.0,2.0,4.0,83.0,
7736,,,,-99.0,23000.0,-9999.0,-999.0,2009.0,,,,1.0,,,,412204084.0,412204.0,41.0,2.0,2.0,4.0,84.0,
7738,,,,5.0,5000.0,-9999.0,1500.0,2009.0,,,,1.0,,,,412204122.0,412204.0,41.0,2.0,2.0,4.0,122.0,
7746,,,,1.0,1000.0,500.0,200.0,2009.0,,,,1.0,,,,412301101.0,412301.0,41.0,2.0,3.0,1.0,101.0,
7755,,,,4.0,4000.0,2000.0,2000.0,2009.0,,,,1.0,,,,412302001.0,412302.0,41.0,2.0,3.0,2.0,1.0,
7763,,,,4.0,6000.0,1000.0,1200.0,2009.0,,,,1.0,,,,412302002.0,412302.0,41.0,2.0,3.0,2.0,2.0,
7778,,,,7.0,7000.0,-9999.0,450.0,2009.0,,,,1.0,,,,412302005.0,412302.0,41.0,2.0,3.0,2.0,5.0,
7785,,,,6.0,3600.0,900.0,2000.0,2009.0,,,,1.0,,,,412302006.0,412302.0,41.0,2.0,3.0,2.0,6.0,
7792,,,,20.0,20000.0,10000.0,9999.0,2009.0,,,,1.0,,,,412302007.0,412302.0,41.0,2.0,3.0,2.0,7.0,
7800,,,,5.0,4600.0,2300.0,1000.0,2009.0,,,,1.0,,,,412302008.0,412302.0,41.0,2.0,3.0,2.0,8.0,
7809,,,,9.0,8000.0,3000.0,2000.0,2009.0,,,,1.0,,,,412302009.0,412302.0,41.0,2.0,3.0,2.0,9.0,
7818,,,,55.0,5500.0,250.0,1100.0,2009.0,,,,1.0,,,,412302010.0,412302.0,41.0,2.0,3.0,2.0,10.0,
7827,,,,10.0,5500.0,2800.0,2000.0,2009.0,,,,1.0,,,,412302011.0,412302.0,41.0,2.0,3.0,2.0,11.0,
7842,,,,8.0,5000.0,-9999.0,480.0,2009.0,,,,1.0,,,,412302014.0,412302.0,41.0,2.0,3.0,2.0,14.0,
7856,,,,6.0,3000.0,1000.0,1200.0,2009.0,,,,1.0,,,,412302016.0,412302.0,41.0,2.0,3.0,2.0,16.0,
7864,,,,10.0,9000.0,800.0,3000.0,2009.0,,,,1.0,,,,412302017.0,412302.0,41.0,2.0,3.0,2.0,17.0,
7874,,,,7.0,3800.0,1000.0,1000.0,2009.0,,,,1.0,,,,412302019.0,412302.0,41.0,2.0,3.0,2.0,19.0,
7882,,,,19.0,16000.0,500.0,6000.0,2009.0,,,,1.0,,,,412302020.0,412302.0,41.0,2.0,3.0,2.0,20.0,
7888,,,,7.0,8500.0,1000.0,2100.0,2009.0,,,,1.0,,,,412302061.0,412302.0,41.0,2.0,3.0,2.0,61.0,
7893,,,,11.0,10000.0,1000.0,3000.0,2009.0,,,,1.0,,,,412302081.0,412302.0,41.0,2.0,3.0,2.0,81.0,
7896,,,,7.0,5000.0,-9999.0,3000.0,2009.0,,,,1.0,,,,412302121.0,412302.0,41.0,2.0,3.0,2.0,121.0,
7907,,,,3.0,3000.0,500.0,600.0,2009.0,,,,1.0,,,,412303001.0,412303.0,41.0,2.0,3.0,3.0,1.0,
7916,,,,5.0,9000.0,4000.0,1500.0,2009.0,,,,1.0,,,,412303002.0,412303.0,41.0,2.0,3.0,3.0,2.0,
7924,,,,7.0,6000.0,100.0,1400.0,2009.0,,,,1.0,,,,412303003.0,412303.0,41.0,2.0,3.0,3.0,3.0,
7932,,,,7.0,5500.0,700.0,1900.0,2009.0,,,,1.0,,,,412303004.0,412303.0,41.0,2.0,3.0,3.0,4.0,
7941,,,,6.0,5000.0,2000.0,1800.0,2009.0,,,,1.0,,,,412303005.0,412303.0,41.0,2.0,3.0,3.0,5.0,
7955,,,,2.0,800.0,600.0,500.0,2009.0,,,,1.0,,,,412303007.0,412303.0,41.0,2.0,3.0,3.0,7.0,
7963,,,,3.0,3000.0,800.0,600.0,2009.0,,,,1.0,,,,412303008.0,412303.0,41.0,2.0,3.0,3.0,8.0,
7971,,,,3.0,3000.0,1500.0,600.0,2009.0,,,,1.0,,,,412303009.0,412303.0,41.0,2.0,3.0,3.0,9.0,
7981,,,,8.0,3000.0,3000.0,1300.0,2009.0,,,,1.0,,,,412303011.0,412303.0,41.0,2.0,3.0,3.0,11.0,
7989,,,,4.0,5000.0,800.0,1000.0,2009.0,,,,1.0,,,,412303012.0,412303.0,41.0,2.0,3.0,3.0,12.0,
7998,,,,8.0,8000.0,4000.0,2500.0,2009.0,,,,1.0,,,,412303013.0,412303.0,41.0,2.0,3.0,3.0,13.0,
8007,,,,3.0,1500.0,500.0,300.0,2009.0,,,,1.0,,,,412303014.0,412303.0,41.0,2.0,3.0,3.0,14.0,
8017,,,,5.0,5000.0,2500.0,1500.0,2009.0,,,,1.0,,,,412303016.0,412303.0,41.0,2.0,3.0,3.0,16.0,
8026,,,,7.0,10000.0,1500.0,210.0,2009.0,,,,1.0,,,,412303017.0,412303.0,41.0,2.0,3.0,3.0,17.0,
8035,,,,7.0,7000.0,2000.0,1500.0,2009.0,,,,1.0,,,,412303018.0,412303.0,41.0,2.0,3.0,3.0,18.0,
8044,,,,7.0,7000.0,3500.0,3000.0,2009.0,,,,1.0,,,,412303019.0,412303.0,41.0,2.0,3.0,3.0,19.0,
8053,,,,5.0,5000.0,2000.0,1500.0,2009.0,,,,1.0,,,,412303020.0,412303.0,41.0,2.0,3.0,3.0,20.0,
8059,,,,4.0,2000.0,1000.0,650.0,2009.0,,,,1.0,,,,412303061.0,412303.0,41.0,2.0,3.0,3.0,61.0,
8063,,,,7.0,7000.0,3500.0,1200.0,2009.0,,,,1.0,,,,412303081.0,412303.0,41.0,2.0,3.0,3.0,81.0,
8067,,,,12.0,1800.0,,420.0,2009.0,,,,1.0,,,,412303082.0,412303.0,41.0,2.0,3.0,3.0,82.0,
8069,,,,11.0,10000.0,3000.0,3000.0,2009.0,,,,1.0,,,,412303121.0,412303.0,41.0,2.0,3.0,3.0,121.0,
8072,,,,3.0,1500.0,800.0,800.0,2009.0,,,,1.0,,,,412303122.0,412303.0,41.0,2.0,3.0,3.0,122.0,
8082,,,,5.0,6000.0,5000.0,1000.0,2009.0,,,,1.0,,,,412304001.0,412304.0,41.0,2.0,3.0,4.0,1.0,
8098,,,,4.0,4500.0,1500.0,900.0,2009.0,,,,1.0,,,,412304003.0,412304.0,41.0,2.0,3.0,4.0,3.0,
8106,,,,10.0,8000.0,1700.0,2800.0,2009.0,,,,1.0,,,,412304004.0,412304.0,41.0,2.0,3.0,4.0,4.0,
8113,,,,6.0,6000.0,1200.0,1000.0,2009.0,,,,1.0,,,,412304005.0,412304.0,41.0,2.0,3.0,4.0,5.0,
8121,,,,4.0,4000.0,1000.0,1200.0,2009.0,,,,1.0,,,,412304006.0,412304.0,41.0,2.0,3.0,4.0,6.0,
8128,,,,5.0,5000.0,2500.0,1500.0,2009.0,,,,1.0,,,,412304007.0,412304.0,41.0,2.0,3.0,4.0,7.0,
8146,,,,11.0,20000.0,500.0,6600.0,2009.0,,,,1.0,,,,412304010.0,412304.0,41.0,2.0,3.0,4.0,10.0,
8154,,,,8.0,10000.0,2000.0,2400.0,2009.0,,,,1.0,,,,412304011.0,412304.0,41.0,2.0,3.0,4.0,11.0,
8161,,,,7.0,7000.0,1200.0,1500.0,2009.0,,,,1.0,,,,412304012.0,412304.0,41.0,2.0,3.0,4.0,12.0,
8170,,,,7.0,3000.0,1000.0,1600.0,2009.0,,,,1.0,,,,412304013.0,412304.0,41.0,2.0,3.0,4.0,13.0,
8183,,,,8.0,10000.0,1200.0,2000.0,2009.0,,,,1.0,,,,412304015.0,412304.0,41.0,2.0,3.0,4.0,15.0,
8215,,,,5.0,2600.0,-9999.0,1600.0,2009.0,,,,1.0,,,,412304020.0,412304.0,41.0,2.0,3.0,4.0,20.0,
8220,,,,36.0,2600.0,1200.0,1200.0,2009.0,,,,1.0,,,,412304061.0,412304.0,41.0,2.0,3.0,4.0,61.0,
8222,,,,90.0,300.0,-9999.0,200.0,2009.0,,,,1.0,,,,412304081.0,412304.0,41.0,2.0,3.0,4.0,81.0,
8226,,,,7.0,10000.0,900.0,1700.0,2009.0,,,,1.0,,,,412304121.0,412304.0,41.0,2.0,3.0,4.0,121.0,
8229,,,,2.0,2000.0,600.0,600.0,2009.0,,,,1.0,,,,412304122.0,412304.0,41.0,2.0,3.0,4.0,122.0,
8231,,,,6.0,10000.0,1500.0,1200.0,2009.0,,,,1.0,,,,412304123.0,412304.0,41.0,2.0,3.0,4.0,123.0,
8234,,,,2.0,500.0,1200.0,600.0,2009.0,,,,1.0,,,,412304124.0,412304.0,41.0,2.0,3.0,4.0,124.0,
8305,,,,4.0,4000.0,1000.0,1000.0,2009.0,,,,1.0,,,,412402001.0,412402.0,41.0,2.0,4.0,2.0,1.0,
8317,,,,4.0,3000.0,1000.0,1000.0,2009.0,,,,1.0,,,,412402003.0,412402.0,41.0,2.0,4.0,2.0,3.0,
8325,,,,7.0,4000.0,-9999.0,1600.0,2009.0,,,,1.0,,,,412402004.0,412402.0,41.0,2.0,4.0,2.0,4.0,
8340,,,,2.0,0.0,800.0,0.0,2009.0,,,,1.0,,,,412402006.0,412402.0,41.0,2.0,4.0,2.0,6.0,
8348,,,,7.0,10000.0,700.0,4000.0,2009.0,,,,1.0,,,,412402007.0,412402.0,41.0,2.0,4.0,2.0,7.0,
8357,,,,1.0,6000.0,1700.0,3600.0,2009.0,,,,1.0,,,,412402008.0,412402.0,41.0,2.0,4.0,2.0,8.0,
8369,,,,6.0,15000.0,700.0,2000.0,2009.0,,,,1.0,,,,412402010.0,412402.0,41.0,2.0,4.0,2.0,10.0,
8378,,,,8.0,5000.0,500.0,1500.0,2009.0,,,,1.0,,,,412402011.0,412402.0,41.0,2.0,4.0,2.0,11.0,
8386,,,,7.0,6000.0,2000.0,800.0,2009.0,,,,1.0,,,,412402012.0,412402.0,41.0,2.0,4.0,2.0,12.0,
8395,,,,8.0,5000.0,1600.0,1800.0,2009.0,,,,1.0,,,,412402013.0,412402.0,41.0,2.0,4.0,2.0,13.0,
8404,,,,8.0,6000.0,1500.0,2000.0,2009.0,,,,1.0,,,,412402014.0,412402.0,41.0,2.0,4.0,2.0,14.0,
8417,,,,8.0,8000.0,2000.0,2000.0,2009.0,,,,1.0,,,,412402017.0,412402.0,41.0,2.0,4.0,2.0,17.0,
8425,,,,10.0,6000.0,1000.0,2000.0,2009.0,,,,1.0,,,,412402018.0,412402.0,41.0,2.0,4.0,2.0,18.0,
8434,,,,8.0,6000.0,1000.0,1000.0,2009.0,,,,1.0,,,,412402019.0,412402.0,41.0,2.0,4.0,2.0,19.0,
8443,,,,1.0,2200.0,700.0,200.0,2009.0,,,,1.0,,,,412402020.0,412402.0,41.0,2.0,4.0,2.0,20.0,
8449,,,,5.0,2700.0,1000.0,1700.0,2009.0,,,,1.0,,,,412402031.0,412402.0,41.0,2.0,4.0,2.0,31.0,
8458,,,,50.0,4000.0,5000.0,400.0,2009.0,,,,1.0,,,,412402041.0,412402.0,41.0,2.0,4.0,2.0,41.0,
8465,,,,5.0,6000.0,400.0,1300.0,2009.0,,,,1.0,,,,412402081.0,412402.0,41.0,2.0,4.0,2.0,81.0,
8468,,,,4.0,3000.0,1200.0,2000.0,2009.0,,,,1.0,,,,412402082.0,412402.0,41.0,2.0,4.0,2.0,82.0,
8473,,,,4.0,2600.0,2000.0,400.0,2009.0,,,,1.0,,,,412402083.0,412402.0,41.0,2.0,4.0,2.0,83.0,
8482,,,,18.0,5000.0,1600.0,2600.0,2009.0,,,,1.0,,,,412403001.0,412403.0,41.0,2.0,4.0,3.0,1.0,
8490,,,,8.0,6000.0,2000.0,2000.0,2009.0,,,,1.0,,,,412403002.0,412403.0,41.0,2.0,4.0,3.0,2.0,
8497,,,,14.0,4500.0,5000.0,2500.0,2009.0,,,,1.0,,,,412403003.0,412403.0,41.0,2.0,4.0,3.0,3.0,
8505,,,,13.0,5000.0,2600.0,8000.0,2009.0,,,,1.0,,,,412403004.0,412403.0,41.0,2.0,4.0,3.0,4.0,
8514,,,,15.0,5000.0,2100.0,3000.0,2009.0,,,,1.0,,,,412403005.0,412403.0,41.0,2.0,4.0,3.0,5.0,
8523,,,,10.0,11000.0,1500.0,1100.0,2009.0,,,,1.0,,,,412403006.0,412403.0,41.0,2.0,4.0,3.0,6.0,
8532,,,,15.0,16000.0,1600.0,5000.0,2009.0,,,,1.0,,,,412403007.0,412403.0,41.0,2.0,4.0,3.0,7.0,
8539,,,,13.0,10000.0,1000.0,5000.0,2009.0,,,,1.0,,,,412403008.0,412403.0,41.0,2.0,4.0,3.0,8.0,
8548,,,,13.0,6000.0,2300.0,3000.0,2009.0,,,,1.0,,,,412403009.0,412403.0,41.0,2.0,4.0,3.0,9.0,
8557,,,,20.0,15000.0,2000.0,9900.0,2009.0,,,,1.0,,,,412403010.0,412403.0,41.0,2.0,4.0,3.0,10.0,
8566,,,,18.0,12000.0,2100.0,2000.0,2009.0,,,,1.0,,,,412403011.0,412403.0,41.0,2.0,4.0,3.0,11.0,
8575,,,,13.0,10000.0,700.0,2600.0,2009.0,,,,1.0,,,,412403012.0,412403.0,41.0,2.0,4.0,3.0,12.0,
8584,,,,16.0,10000.0,1000.0,2000.0,2009.0,,,,1.0,,,,412403013.0,412403.0,41.0,2.0,4.0,3.0,13.0,
